,codes,id,id_region,insee,label,label_region,lat,lon,name,region,timezone,zip_code
1577,"[{'type': 'CR-CI-CH', 'value': '0087-485524-00'}]",stop_area:OCE:SA:87485524,admin:150324extern,79201,Pamproux (Pamproux),Pamproux (79800),46.399803,-0.051987,Pamproux,Pamproux,Europe/Paris,79800
1578,"[{'type': 'CR-CI-CH', 'value': '0087-485532-00'}]",stop_area:OCE:SA:87485532,admin:214596extern,86213,Rouillé (Rouillé),Rouillé (86480),46.418795,0.041849,Rouillé,Rouillé,Europe/Paris,86480
1579,"[{'type': 'CR-CI-CH', 'value': '0087-485540-BV'}]",stop_area:OCE:SA:87485540,admin:139962extern,86139,Lusignan (Lusignan),Lusignan (86600),46.434998,0.115747,Lusignan,Lusignan,Europe/Paris,86600
1580,"[{'type': 'CR-CI-CH', 'value': '0087-486019-BV'}]",stop_area:OCE:SA:87486019,admin:166641extern,85191,La Roche-sur-Yon (La Roche-sur-Yon),La Roche-sur-Yon (85000),46.672027,-1.4357,La Roche-sur-Yon,La Roche-sur-Yon,Europe/Paris,85000
1581,"[{'type': 'CR-CI-CH', 'value': '0087-486126-BV'}]",stop_area:OCE:SA:87486126,admin:166541extern,85108,L'Herbergement-les-Br. (L'Herbergement),L'Herbergement (85260),46.906968,-1.371343,L'Herbergement-les-Br.,L'Herbergement,Europe/Paris,85260
1582,"[{'type': 'CR-CI-CH', 'value': '0087-486142-00'}]",stop_area:OCE:SA:87486142,admin:154375extern,85019,Belleville-sur-Vie (Belleville-sur-Vie),Belleville-sur-Vie (85170),46.78833,-1.434497,Belleville-sur-Vie,Belleville-sur-Vie,Europe/Paris,85170
1583,"[{'type': 'CR-CI-CH', 'value': '0087-486258-00'}]",stop_area:OCE:SA:87486258,admin:166868extern,85128,Luçon (Luçon),Luçon (85400),46.463716,-1.167462,Luçon,Luçon,Europe/Paris,85400
1584,"[{'type': 'CR-CI-CH', 'value': '0087-486308-00'}]",stop_area:OCE:SA:87486308,admin:166617extern,85046,La Chaize-le-Vicomte (La Chaize-le-Vicomte),La Chaize-le-Vicomte (85310),46.676834,-1.283417,La Chaize-le-Vicomte,La Chaize-le-Vicomte,Europe/Paris,85310
1585,"[{'type': 'CR-CI-CH', 'value': '0087-486316-BV'}]",stop_area:OCE:SA:87486316,admin:166534extern,85093,Fougeré (Fougeré),Fougeré (85480),46.665368,-1.231982,Fougeré,Fougeré,Europe/Paris,85480
1586,"[{'type': 'CR-CI-CH', 'value': '0087-486324-00'}]",stop_area:OCE:SA:87486324,admin:154453extern,85034,Bournezeau (Bournezeau),Bournezeau (85480),46.651484,-1.178491,Bournezeau,Bournezeau,Europe/Paris,85480
1587,"[{'type': 'CR-CI-CH', 'value': '0087-486332-00'}]",stop_area:OCE:SA:87486332,admin:317641extern,85051,Chantonnay (Chantonnay),Chantonnay (85110),46.690119,-1.054373,Chantonnay,Chantonnay,Europe/Paris,85110
1588,"[{'type': 'CR-CI-CH', 'value': '0087-486423-BV'}]",stop_area:OCE:SA:87486423,admin:166638extern,85152,La Mothe-Achard (La Mothe-Achard),La Mothe-Achard (85150),46.606816,-1.659704,La Mothe-Achard,La Mothe-Achard,Europe/Paris,85150
1589,"[{'type': 'CR-CI-CH', 'value': '0087-486431-00'}]",stop_area:OCE:SA:87486431,admin:156589extern,85166,Olonne-sur-Mer (Olonne-sur-Mer),Olonne-sur-Mer (85340),46.548607,-1.767406,Olonne-sur-Mer,Olonne-sur-Mer,Europe/Paris,85340
1590,"[{'type': 'CR-CI-CH', 'value': '0087-486449-00'}]",stop_area:OCE:SA:87486449,admin:156591extern,85194,Les Sables-d'Olonne (Les Sables-d'Olonne),Les Sables-d'Olonne (85100),46.499982,-1.781182,Les Sables-d'Olonne,Les Sables-d'Olonne,Europe/Paris,85100
1591,"[{'type': 'CR-CI-CH', 'value': '0087-486563-00'}]",stop_area:OCE:SA:87486563,admin:156350extern,85226,St-Hilaire-de-Riez SNCF (Saint-Hilaire-de-Riez),Saint-Hilaire-de-Riez (85270),46.716583,-1.949615,St-Hilaire-de-Riez SNCF,Saint-Hilaire-de-Riez,Europe/Paris,85270
1592,"[{'type': 'CR-CI-CH', 'value': '0087-486571-00'}]",stop_area:OCE:SA:87486571,admin:156357extern,85222,St-Gilles-Croix-de-Vie (Saint-Gilles-Croix-de-Vie),Saint-Gilles-Croix-de-Vie (85800),46.696384,-1.9414,St-Gilles-Croix-de-Vie,Saint-Gilles-Croix-de-Vie,Europe/Paris,85800
1593,"[{'type': 'CR-CI-CH', 'value': '0087-486894-00'}]",stop_area:OCE:SA:87486894,admin:295504extern,49350,Torfou (Torfou),Torfou (49660),47.033139,-1.117322,Torfou,Torfou,Europe/Paris,49660
1594,"[{'type': 'CR-CI-CH', 'value': '0087-487009-BV'}]",stop_area:OCE:SA:87487009,admin:338005extern,79329,Thouars (Thouars),Thouars (79100),46.985248,-0.210516,Thouars,Thouars,Europe/Paris,79100
1595,"[{'type': 'CR-CI-CH', 'value': '0087-487249-BV'}]",stop_area:OCE:SA:87487249,admin:337985extern,79049,Bressuire (Bressuire),Bressuire (79300),46.837166,-0.496493,Bressuire,Bressuire,Europe/Paris,79300
1596,"[{'type': 'CR-CI-CH', 'value': '0087-487280-00'}]",stop_area:OCE:SA:87487280,admin:146768extern,79062,Cerizay (Cerizay),Cerizay (79140),46.817313,-0.667497,Cerizay,Cerizay,Europe/Paris,79140
1597,"[{'type': 'CR-CI-CH', 'value': '0087-487314-00'}]",stop_area:OCE:SA:87487314,admin:166636extern,85140,Pouzauges (La Meilleraie-Tillay),La Meilleraie-Tillay (85700),46.752408,-0.814636,Pouzauges,La Meilleraie-Tillay,Europe/Paris,85700
1598,"[{'type': 'CR-CI-CH', 'value': '0087-487603-BV'}]",stop_area:OCE:SA:87487603,admin:272368extern,49328,Saumur (Saumur),Saumur (49400),47.268975,-0.071427,Saumur,Saumur,Europe/Paris,49400
1599,"[{'type': 'CR-CI-CH', 'value': '0087-487637-00'}]",stop_area:OCE:SA:87487637,admin:272379extern,49215,Montreuil-Bellay (Montreuil-Bellay),Montreuil-Bellay (49260),47.125326,-0.148041,Montreuil-Bellay,Montreuil-Bellay,Europe/Paris,49260
1600,"[{'type': 'CR-CI-CH', 'value': '0087-487843-00'}]",stop_area:OCE:SA:87487843,admin:29675extern,49032,La Bohalle (La Bohalle),La Bohalle (49800),47.434184,-0.400197,La Bohalle,La Bohalle,Europe/Paris,49800
1601,"[{'type': 'CR-CI-CH', 'value': '0087-487876-00'}]",stop_area:OCE:SA:87487876,admin:272380extern,49261,Les Rosiers-sur-Loire (Les Rosiers-sur-Loire),Les Rosiers-sur-Loire (49350),47.361856,-0.219609,Les Rosiers-sur-Loire,Les Rosiers-sur-Loire,Europe/Paris,49350
1602,"[{'type': 'CR-CI-CH', 'value': '0087-487884-BV'}]",stop_area:OCE:SA:87487884,admin:167614extern,49201,La Menitré (La Ménitré),La Ménitré (49250),47.397374,-0.275868,La Menitré,La Ménitré,Europe/Paris,49250
1603,"[{'type': 'CR-CI-CH', 'value': '0087-487892-00'}]",stop_area:OCE:SA:87487892,admin:333047extern,49307,St-Mathurin (Saint-Mathurin-sur-Loire),Saint-Mathurin-sur-Loire (49250),47.412083,-0.318063,St-Mathurin,Saint-Mathurin-sur-Loire,Europe/Paris,49250
1604,"[{'type': 'CR-CI-CH', 'value': '0087-491001-BV'}]",stop_area:OCE:SA:87491001,admin:138502extern,17415,Saintes (Saintes),Saintes (17100),45.747836,-0.617591,Saintes,Saintes,Europe/Paris,17100
1605,"[{'type': 'CR-CI-CH', 'value': '0087-491019-00'}]",stop_area:OCE:SA:87491019,admin:155902extern,17053,Bords (Bords),Bords (17430),45.894534,-0.798537,Bords,Bords,Europe/Paris,17430
1606,"[{'type': 'CR-CI-CH', 'value': '0087-491035-00'}]",stop_area:OCE:SA:87491035,admin:154613extern,17397,St-Savinien/Charente (Saint-Savinien),Saint-Savinien (17350),45.875836,-0.677924,St-Savinien/Charente,Saint-Savinien,Europe/Paris,17350
1607,"[{'type': 'CR-CI-CH', 'value': '0087-491043-00'}]",stop_area:OCE:SA:87491043,admin:154610extern,17436,Taillebourg (Taillebourg),Taillebourg (17350),45.830778,-0.64503,Taillebourg,Taillebourg,Europe/Paris,17350
1608,"[{'type': 'CR-CI-CH', 'value': '0087-491076-BV'}]",stop_area:OCE:SA:87491076,admin:138499extern,17400,Beillant (Saint-Sever-de-Saintonge),Saint-Sever-de-Saintonge (17800),45.700989,-0.526873,Beillant,Saint-Sever-de-Saintonge,Europe/Paris,17800
1609,"[{'type': 'CR-CI-CH', 'value': '0087-491100-00'}]",stop_area:OCE:SA:87491100,admin:152683extern,17283,Pons (Pons),Pons (17800),45.578081,-0.539017,Pons,Pons,Europe/Paris,17800
1610,"[{'type': 'CR-CI-CH', 'value': '0087-491134-00'}]",stop_area:OCE:SA:87491134,admin:154477extern,17111,Clion-sur-Seugne (Clion),Clion (17240),45.478486,-0.502125,Clion-sur-Seugne,Clion,Europe/Paris,17240
1611,"[{'type': 'CR-CI-CH', 'value': '0087-491142-00'}]",stop_area:OCE:SA:87491142,admin:154471extern,17197,Jonzac (Jonzac),Jonzac (17500),45.438707,-0.442018,Jonzac,Jonzac,Europe/Paris,17500
1612,"[{'type': 'CR-CI-CH', 'value': '0087-491159-00'}]",stop_area:OCE:SA:87491159,admin:154153extern,17163,Fontaines-Ozillac (Fontaines-d'Ozillac),Fontaines-d'Ozillac (17500),45.38755,-0.383981,Fontaines-Ozillac,Fontaines-d'Ozillac,Europe/Paris,17500
1613,"[{'type': 'CR-CI-CH', 'value': '0087-491183-00'}]",stop_area:OCE:SA:87491183,admin:124639extern,17240,Montendre (Montendre),Montendre (17130),45.280587,-0.396074,Montendre,Montendre,Europe/Paris,17130
1614,"[{'type': 'CR-CI-CH', 'value': '0087-491191-00'}]",stop_area:OCE:SA:87491191,admin:124636extern,17074,Bussac (Bussac-Forêt),Bussac-Forêt (17210),45.211549,-0.368061,Bussac,Bussac-Forêt,Europe/Paris,17210
1615,"[{'type': 'CR-CI-CH', 'value': '0087-491209-00'}]",stop_area:OCE:SA:87491209,admin:1769063extern,33492,St-Mariens-St-Yzan (Saint-Yzan-de-Soudiac),Saint-Yzan-de-Soudiac (33920),45.139071,-0.3917,St-Mariens-St-Yzan,Saint-Yzan-de-Soudiac,Europe/Paris,33920
1616,"[{'type': 'CR-CI-CH', 'value': '0087-491217-BV'}]",stop_area:OCE:SA:87491217,admin:1766418extern,33114,Cavignac (Cavignac),Cavignac (33620),45.104913,-0.382145,Cavignac,Cavignac,Europe/Paris,33620
1617,"[{'type': 'CR-CI-CH', 'value': '0087-491225-00'}]",stop_area:OCE:SA:87491225,admin:1374629extern,33183,Gauriaguet (Gauriaguet),Gauriaguet (33240),45.053475,-0.400014,Gauriaguet,Gauriaguet,Europe/Paris,33240
1618,"[{'type': 'CR-CI-CH', 'value': '0087-491233-00'}]",stop_area:OCE:SA:87491233,admin:1374613extern,33018,Aubie-St-Antoine (Aubie-et-Espessas),Aubie-et-Espessas (33240),45.015084,-0.419764,Aubie-St-Antoine,Aubie-et-Espessas,Europe/Paris,33240
1619,"[{'type': 'CR-CI-CH', 'value': '0087-491241-BV'}]",stop_area:OCE:SA:87491241,admin:1279503extern,33366,St-André-de-Cubzac (Saint-André-de-Cubzac),Saint-André-de-Cubzac (33240),44.991165,-0.440499,St-André-de-Cubzac,Saint-André-de-Cubzac,Europe/Paris,33240
1620,"[{'type': 'CR-CI-CH', 'value': '0087-491258-00'}]",stop_area:OCE:SA:87491258,admin:155640extern,17474,Villeneuve-la-Comtesse (Villeneuve-la-Comtesse),Villeneuve-la-Comtesse (17330),46.098723,-0.513083,Villeneuve-la-Comtesse,Villeneuve-la-Comtesse,Europe/Paris,17330
1621,"[{'type': 'CR-CI-CH', 'value': '0087-491266-00'}]",stop_area:OCE:SA:87491266,admin:1281123extern,33143,Cubzac-les-Ponts (Cubzac-les-Ponts),Cubzac-les-Ponts (33240),44.972878,-0.459331,Cubzac-les-Ponts,Cubzac-les-Ponts,Europe/Paris,33240
1622,"[{'type': 'CR-CI-CH', 'value': '0087-491274-BV'}]",stop_area:OCE:SA:87491274,admin:88611extern,33003,La Grave-d'Ambarès-G-i (Ambarès-et-Lagrave),Ambarès-et-Lagrave (33440),44.935644,-0.47703,La Grave-d'Ambarès-G-i,Ambarès-et-Lagrave,Europe/Paris,33440
1623,"[{'type': 'CR-CI-CH', 'value': '0087-491282-BV'}]",stop_area:OCE:SA:87491282,admin:525574extern,33397,Ste-Eulalie-Carbon-Blan (Sainte-Eulalie),Sainte-Eulalie (33560),44.897857,-0.49407,Ste-Eulalie-Carbon-Blan,Sainte-Eulalie,Europe/Paris,33560
1624,"[{'type': 'CR-CI-CH', 'value': '0087-491290-00'}]",stop_area:OCE:SA:87491290,admin:155568extern,17211,Loulay (Loulay),Loulay (17330),46.043502,-0.501894,Loulay,Loulay,Europe/Paris,17330
1625,"[{'type': 'CR-CI-CH', 'value': '0087-491324-00'}]",stop_area:OCE:SA:87491324,admin:154605extern,17344,St-Hilaire-Brizambourg (Saint-Hilaire-de-Villefranche),Saint-Hilaire-de-Villefranche (17770),45.849895,-0.53495,St-Hilaire-Brizambourg,Saint-Hilaire-de-Villefranche,Europe/Paris,17770
1626,"[{'type': 'CR-CI-CH', 'value': '0087-491357-00'}]",stop_area:OCE:SA:87491357,admin:155637extern,17347,St-Jean-d'Angély (Saint-Jean-d'Angély),Saint-Jean-d'Angély (17400),45.940877,-0.509818,St-Jean-d'Angély,Saint-Jean-d'Angély,Europe/Paris,17400
1627,"[{'type': 'CR-CI-CH', 'value': '0087-491449-BV'}]",stop_area:OCE:SA:87491449,admin:111381extern,16102,Cognac (Cognac),Cognac (16100),45.684447,-0.326179,Cognac,Cognac,Europe/Paris,16100
1628,"[{'type': 'CR-CI-CH', 'value': '0087-491472-00'}]",stop_area:OCE:SA:87491472,admin:111387extern,16153,Jarnac-Charente (Gondeville),Gondeville (16200),45.671282,-0.177938,Jarnac-Charente,Gondeville,Europe/Paris,16200
1629,"[{'type': 'CR-CI-CH', 'value': '0087-491506-00'}]",stop_area:OCE:SA:87491506,admin:111357extern,16090,Châteauneuf/Charente (Châteauneuf-sur-Charente),Châteauneuf-sur-Charente (16120),45.599964,-0.05022,Châteauneuf/Charente,Châteauneuf-sur-Charente,Europe/Paris,16120
1630,"[{'type': 'CR-CI-CH', 'value': '0087-491803-00'}]",stop_area:OCE:SA:87491803,admin:121736extern,17306,Royan (Royan),Royan (17200),45.625509,-1.017215,Royan,Royan,Europe/Paris,17200
1631,"[{'type': 'CR-CI-CH', 'value': '0087-491811-00'}]",stop_area:OCE:SA:87491811,admin:121739extern,17421,Saujon (Saujon),Saujon (17600),45.667041,-0.9306,Saujon,Saujon,Europe/Paris,17600
1632,"[{'type': 'CR-CI-CH', 'value': '0087-492108-00'}]",stop_area:OCE:SA:87492108,admin:104768extern,94081,Les Ardoines (Vitry-sur-Seine),Vitry-sur-Seine (94400),48.782838,2.409167,Les Ardoines,Vitry-sur-Seine,Europe/Paris,94400
1633,"[{'type': 'CR-CI-CH', 'value': '0087-497461-00'}]",stop_area:OCE:SA:87497461,admin:35738extern,31555,Gallieni-Cancéropôle (Toulouse),Toulouse (31000-31500),43.573322,1.419299,Gallieni-Cancéropôle,Toulouse,Europe/Paris,31000;31500
1634,"[{'type': 'CR-CI-CH', 'value': '0087-514596-00'}]",stop_area:OCE:SA:87514596,admin:386602extern,78361,Mantes-la-Jolie-TGV (Mantes-la-Jolie),Mantes-la-Jolie (78200),48.989692,1.703309,Mantes-la-Jolie-TGV,Mantes-la-Jolie,Europe/Paris,78200
1635,"[{'type': 'CR-CI-CH', 'value': '0087-533612-TT'}]",stop_area:OCE:SA:87533612,admin:38246extern,68224,Daguerre (Mulhouse),Mulhouse (68100-68200),47.742534,7.324346,Daguerre,Mulhouse,Europe/Paris,68100;68200
1636,"[{'type': 'CR-CI-CH', 'value': '0087-533620-TT'}]",stop_area:OCE:SA:87533620,admin:38246extern,68224,Mulhouse-Gare-Centrale (Mulhouse),Mulhouse (68100-68200),47.741786,7.342833,Mulhouse-Gare-Centrale,Mulhouse,Europe/Paris,68100;68200
1637,"[{'type': 'CR-CI-CH', 'value': '0087-533653-TT'}]",stop_area:OCE:SA:87533653,,,Porte-Jeune,,0.0,0.0,Porte-Jeune,,Europe/Paris,
1638,"[{'type': 'CR-CI-CH', 'value': '0087-534131-BV'}]",stop_area:OCE:SA:87534131,admin:76381extern,95219,Ermont-Eaubonne-PSL (Ermont),Ermont (95120),48.989805,2.263249,Ermont-Eaubonne-PSL,Ermont,Europe/Paris,95120
1639,"[{'type': 'CR-CI-CH', 'value': '0087-534321-00'}]",stop_area:OCE:SA:87534321,admin:38246extern,68224,Dornach-Gare (Mulhouse),Mulhouse (68100-68200),47.746749,7.307773,Dornach-Gare,Mulhouse,Europe/Paris,68100;68200
1640,"[{'type': 'CR-CI-CH', 'value': '0087-534339-00'}]",stop_area:OCE:SA:87534339,admin:38246extern,68224,Mulhouse-Musées (Mulhouse),Mulhouse (68100-68200),47.748526,7.298012,Mulhouse-Musées,Mulhouse,Europe/Paris,68100;68200
1641,"[{'type': 'CR-CI-CH', 'value': '0087-534347-00'}]",stop_area:OCE:SA:87534347,admin:38292extern,68195,Lutterbach-Gare (Lutterbach),Lutterbach (68460),47.75791,7.276748,Lutterbach-Gare,Lutterbach,Europe/Paris,68460
1642,"[{'type': 'CR-CI-CH', 'value': '0087-540179-00'}]",stop_area:OCE:SA:87540179,admin:324781extern,91200,Dourdan-la-Forêt (Dourdan),Dourdan (91410),48.535677,1.994895,Dourdan-la-Forêt,Dourdan,Europe/Paris,91410
1643,"[{'type': 'CR-CI-CH', 'value': '0087-543009-BV'}]",stop_area:OCE:SA:87543009,admin:147559extern,45234,Orléans (Orléans),Orléans (45000-45100),47.908154,1.90476,Orléans,Orléans,Europe/Paris,45000;45100
1644,"[{'type': 'CR-CI-CH', 'value': '0087-543017-BV'}]",stop_area:OCE:SA:87543017,admin:148479extern,45147,Aubrais-(les) (Fleury-les-Aubrais),Fleury-les-Aubrais (45400),47.926919,1.906092,Aubrais-(les),Fleury-les-Aubrais,Europe/Paris,45400
1645,"[{'type': 'CR-CI-CH', 'value': '0087-543033-BV'}]",stop_area:OCE:SA:87543033,admin:148205extern,45062,Cercottes (Cercottes),Cercottes (45520),47.986389,1.884454,Cercottes,Cercottes,Europe/Paris,45520
1646,"[{'type': 'CR-CI-CH', 'value': '0087-543041-BV'}]",stop_area:OCE:SA:87543041,admin:148200extern,45093,Chevilly (Chevilly),Chevilly (45520),48.026638,1.879055,Chevilly,Chevilly,Europe/Paris,45520
1647,"[{'type': 'CR-CI-CH', 'value': '0087-543058-BV'}]",stop_area:OCE:SA:87543058,admin:148217extern,45008,Artenay (Artenay),Artenay (45410),48.080655,1.883363,Artenay,Artenay,Europe/Paris,45410
1648,"[{'type': 'CR-CI-CH', 'value': '0087-543066-00'}]",stop_area:OCE:SA:87543066,admin:2166628extern,28367,Château-Gaillard (Santilly),Santilly (28310),48.141551,1.912476,Château-Gaillard,Santilly,Europe/Paris,28310
1649,"[{'type': 'CR-CI-CH', 'value': '0087-543074-BV'}]",stop_area:OCE:SA:87543074,admin:233490extern,28391,Toury (Toury),Toury (28310),48.187333,1.93662,Toury,Toury,Europe/Paris,28310
1650,"[{'type': 'CR-CI-CH', 'value': '0087-543082-BV'}]",stop_area:OCE:SA:87543082,admin:149648extern,45037,Boisseaux (Boisseaux),Boisseaux (45480),48.256471,1.972959,Boisseaux,Boisseaux,Europe/Paris,45480
1651,"[{'type': 'CR-CI-CH', 'value': '0087-543090-BV'}]",stop_area:OCE:SA:87543090,admin:1225504extern,91016,Angerville (Angerville),Angerville (91670),48.311337,2.003701,Angerville,Angerville,Europe/Paris,91670
1652,"[{'type': 'CR-CI-CH', 'value': '0087-543116-00'}]",stop_area:OCE:SA:87543116,admin:150427extern,45272,St-Cyr-en-Val-La-Source (Saint-Cyr-en-Val),Saint-Cyr-en-Val (45590),47.819197,1.947575,St-Cyr-en-Val-La-Source,Saint-Cyr-en-Val,Europe/Paris,45590
1653,"[{'type': 'CR-CI-CH', 'value': '0087-543124-BV'}]",stop_area:OCE:SA:87543124,admin:150408extern,45146,La Ferté-St-Aubin (La Ferté-Saint-Aubin),La Ferté-Saint-Aubin (45240),47.720968,1.932341,La Ferté-St-Aubin,La Ferté-Saint-Aubin,Europe/Paris,45240
1654,"[{'type': 'CR-CI-CH', 'value': '0087-543140-BV'}]",stop_area:OCE:SA:87543140,admin:285743extern,41106,Lamotte-Beuvron (Lamotte-Beuvron),Lamotte-Beuvron (41600),47.593968,2.022595,Lamotte-Beuvron,Lamotte-Beuvron,Europe/Paris,41600
1655,"[{'type': 'CR-CI-CH', 'value': '0087-543157-00'}]",stop_area:OCE:SA:87543157,admin:285742extern,41161,Nouan-le-Fuzelier (Nouan-le-Fuzelier),Nouan-le-Fuzelier (41600),47.534057,2.033268,Nouan-le-Fuzelier,Nouan-le-Fuzelier,Europe/Paris,41600
1656,"[{'type': 'CR-CI-CH', 'value': '0087-543165-BV'}]",stop_area:OCE:SA:87543165,admin:214568extern,41232,Salbris (Salbris),Salbris (41300),47.425138,2.047738,Salbris,Salbris,Europe/Paris,41300
1657,"[{'type': 'CR-CI-CH', 'value': '0087-543181-00'}]",stop_area:OCE:SA:87543181,admin:9517extern,75116,Boulainvilliers. (Paris),Paris 16e Arrondissement (75016-75116),48.857128,2.274878,Boulainvilliers.,Paris 16e Arrondissement,Europe/Paris,75016;75116
1658,"[{'type': 'CR-CI-CH', 'value': '0087-543199-00'}]",stop_area:OCE:SA:87543199,admin:214567extern,41256,Theillay (Theillay),Theillay (41300),47.314353,2.044475,Theillay,Theillay,Europe/Paris,41300
1659,"[{'type': 'CR-CI-CH', 'value': '0087-543207-00'}]",stop_area:OCE:SA:87543207,admin:9517extern,75116,Av.Kennedy-Radio-France (Paris),Paris 16e Arrondissement (75016-75116),48.853086,2.280331,Av.Kennedy-Radio-France,Paris 16e Arrondissement,Europe/Paris,75016;75116
1660,"[{'type': 'CR-CI-CH', 'value': '0087-543371-BV'}]",stop_area:OCE:SA:87543371,admin:148475extern,45075,La Chapelle-St-Mesmin (La Chapelle-Saint-Mesmin),La Chapelle-Saint-Mesmin (45380),47.892867,1.826939,La Chapelle-St-Mesmin,La Chapelle-Saint-Mesmin,Europe/Paris,45380
1661,"[{'type': 'CR-CI-CH', 'value': '0087-545111-00'}]",stop_area:OCE:SA:87545111,admin:1229792extern,91414,Monnerville (Monnerville),Monnerville (91930),48.348331,2.03225,Monnerville,Monnerville,Europe/Paris,91930
1662,"[{'type': 'CR-CI-CH', 'value': '0087-545129-BV'}]",stop_area:OCE:SA:87545129,admin:1229786extern,91294,Guillerval (Guillerval),Guillerval (91690),48.374617,2.060234,Guillerval,Guillerval,Europe/Paris,91690
1663,"[{'type': 'CR-CI-CH', 'value': '0087-545137-BV'}]",stop_area:OCE:SA:87545137,admin:1229908extern,91223,Etampes (Étampes),Étampes (91150),48.436582,2.159509,Etampes,Étampes,Europe/Paris,91150
1664,"[{'type': 'CR-CI-CH', 'value': '0087-545145-00'}]",stop_area:OCE:SA:87545145,admin:333146extern,91226,Etréchy (Étréchy),Étréchy (91580),48.493636,2.194455,Etréchy,Étréchy,Europe/Paris,91580
1665,"[{'type': 'CR-CI-CH', 'value': '0087-545152-00'}]",stop_area:OCE:SA:87545152,admin:296105extern,91132,Chamarande (Chamarande),Chamarande (91730),48.514948,2.216601,Chamarande,Chamarande,Europe/Paris,91730
1666,"[{'type': 'CR-CI-CH', 'value': '0087-545160-00'}]",stop_area:OCE:SA:87545160,admin:270927extern,91330,Lardy (Lardy),Lardy (91510),48.52087,2.255385,Lardy,Lardy,Europe/Paris,91510
1667,"[{'type': 'CR-CI-CH', 'value': '0087-545178-00'}]",stop_area:OCE:SA:87545178,admin:270927extern,91330,Bouray (Lardy),Lardy (91510),48.533249,2.290315,Bouray,Lardy,Europe/Paris,91510
1668,"[{'type': 'CR-CI-CH', 'value': '0087-545186-00'}]",stop_area:OCE:SA:87545186,admin:296094extern,91376,Marolles-en-Hurepoix (Marolles-en-Hurepoix),Marolles-en-Hurepoix (91630),48.565675,2.290868,Marolles-en-Hurepoix,Marolles-en-Hurepoix,Europe/Paris,91630
1669,"[{'type': 'CR-CI-CH', 'value': '0087-545194-BV'}]",stop_area:OCE:SA:87545194,admin:280610extern,91103,Brétigny (Brétigny-sur-Orge),Brétigny-sur-Orge (91220),48.606688,2.302327,Brétigny,Brétigny-sur-Orge,Europe/Paris,91220
1670,"[{'type': 'CR-CI-CH', 'value': '0087-545202-00'}]",stop_area:OCE:SA:87545202,admin:33366extern,91570,St-Michel-sur-Orge (Saint-Michel-sur-Orge),Saint-Michel-sur-Orge (91240),48.635328,2.306621,St-Michel-sur-Orge,Saint-Michel-sur-Orge,Europe/Paris,91240
1671,"[{'type': 'CR-CI-CH', 'value': '0087-545210-00'}]",stop_area:OCE:SA:87545210,admin:33338extern,91549,Ste-Geneviève-des-Bois (Sainte-Geneviève-des-Bois),Sainte-Geneviève-des-Bois (91700),48.653092,2.31277,Ste-Geneviève-des-Bois,Sainte-Geneviève-des-Bois,Europe/Paris,91700
1672,"[{'type': 'CR-CI-CH', 'value': '0087-545228-00'}]",stop_area:OCE:SA:87545228,admin:33367extern,91216,Epinay-sur-Orge (Épinay-sur-Orge),Épinay-sur-Orge (91360),48.669472,2.33206,Epinay-sur-Orge,Épinay-sur-Orge,Europe/Paris,91360
