annee	valeur	age	indicateur	genre	pays
2007 	0.00011	Y12	DEATHRATE	F	EEA30
2006 	0.0001	Y12	DEATHRATE	F	EEA30
2005 	0.00011	Y12	DEATHRATE	F	EEA30
2004 	0.00011	Y12	DEATHRATE	F	EEA30
2003 	0.00013	Y12	DEATHRATE	F	EEA30
2002 	0.00014	Y12	DEATHRATE	F	EEA30
2012 	9e-05	Y12	DEATHRATE	F	EEA31
2011 	9e-05	Y12	DEATHRATE	F	EEA31
2010 	9e-05	Y12	DEATHRATE	F	EEA31
2009 	9e-05	Y12	DEATHRATE	F	EEA31
2008 	0.0001	Y12	DEATHRATE	F	EEA31
2007 	0.00011	Y12	DEATHRATE	F	EEA31
2006 	0.0001	Y12	DEATHRATE	F	EEA31
2005 	0.00011	Y12	DEATHRATE	F	EEA31
2004 	0.00011	Y12	DEATHRATE	F	EEA31
2003 	0.00013	Y12	DEATHRATE	F	EEA31
2002 	0.00014	Y12	DEATHRATE	F	EEA31
2012 	5e-05	Y12	DEATHRATE	F	EFTA
2011 	0.0001	Y12	DEATHRATE	F	EFTA
2010 	5e-05	Y12	DEATHRATE	F	EFTA
2009 	8e-05	Y12	DEATHRATE	F	EFTA
2008 	0.00011	Y12	DEATHRATE	F	EFTA
2007 	0.00011	Y12	DEATHRATE	F	EFTA
2006 	7e-05	Y12	DEATHRATE	F	EFTA
2005 	7e-05	Y12	DEATHRATE	F	EFTA
2004 	9e-05	Y12	DEATHRATE	F	EFTA
2003 	0.0001	Y12	DEATHRATE	F	EFTA
2002 	0.00012	Y12	DEATHRATE	F	EFTA
2001 	8e-05	Y12	DEATHRATE	F	EFTA
2000 	0.00025	Y12	DEATHRATE	F	EFTA
1999 	0.00013	Y12	DEATHRATE	F	EFTA
1998 	0.00016	Y12	DEATHRATE	F	EFTA
1997 	0.00012	Y12	DEATHRATE	F	EFTA
1996 	0.00014	Y12	DEATHRATE	F	EFTA
1995 	0.0001	Y12	DEATHRATE	F	EFTA
1994 	0.00018	Y12	DEATHRATE	F	EFTA
2012 	8e-05	Y12	DEATHRATE	F	EL
2011 	0.0001	Y12	DEATHRATE	F	EL
2010 	9e-05	Y12	DEATHRATE	F	EL
2009 	9e-05	Y12	DEATHRATE	F	EL
2008 	6e-05	Y12	DEATHRATE	F	EL
2007 	0.00013	Y12	DEATHRATE	F	EL
2006 	9e-05	Y12	DEATHRATE	F	EL
2005 	0.0002	Y12	DEATHRATE	F	EL
2004 	0.0001	Y12	DEATHRATE	F	EL
2003 	0.00014	Y12	DEATHRATE	F	EL
2002 	5e-05	Y12	DEATHRATE	F	EL
2001 	0.00012	Y12	DEATHRATE	F	EL
2000 	3e-05	Y12	DEATHRATE	F	EL
1999 	0.0002	Y12	DEATHRATE	F	EL
1998 	0.0001	Y12	DEATHRATE	F	EL
1997 	0.00013	Y12	DEATHRATE	F	EL
1996 	0.00015	Y12	DEATHRATE	F	EL
1995 	0.00016	Y12	DEATHRATE	F	EL
1994 	4e-05	Y12	DEATHRATE	F	EL
1993 	0.00014	Y12	DEATHRATE	F	EL
1992 	0.00025	Y12	DEATHRATE	F	EL
1991 	8e-05	Y12	DEATHRATE	F	EL
1990 	0.00011	Y12	DEATHRATE	F	EL
1989 	0.00015	Y12	DEATHRATE	F	EL
1988 	0.00018	Y12	DEATHRATE	F	EL
1987 	0.00021	Y12	DEATHRATE	F	EL
1986 	0.0001	Y12	DEATHRATE	F	EL
1985 	0.00019	Y12	DEATHRATE	F	EL
1984 	0.00013	Y12	DEATHRATE	F	EL
1983 	0.00014	Y12	DEATHRATE	F	EL
1982 	0.00011	Y12	DEATHRATE	F	EL
1981 	0.00016	Y12	DEATHRATE	F	EL
1980 	0.00012	Y12	DEATHRATE	F	EL
1979 	0.00023	Y12	DEATHRATE	F	EL
1978 	0.00037	Y12	DEATHRATE	F	EL
1977 	0.00029	Y12	DEATHRATE	F	EL
1976 	0.0002	Y12	DEATHRATE	F	EL
1975 	0.00022	Y12	DEATHRATE	F	EL
1974 	0.00027	Y12	DEATHRATE	F	EL
1973 	0.00025	Y12	DEATHRATE	F	EL
1972 	0.00025	Y12	DEATHRATE	F	EL
1971 	0.00013	Y12	DEATHRATE	F	EL
1970 	0.00033	Y12	DEATHRATE	F	EL
1969 	0.00024	Y12	DEATHRATE	F	EL
1968 	0.00014	Y12	DEATHRATE	F	EL
1967 	0.0002	Y12	DEATHRATE	F	EL
1966 	0.00025	Y12	DEATHRATE	F	EL
1965 	0.00031	Y12	DEATHRATE	F	EL
1964 	0.00038	Y12	DEATHRATE	F	EL
1963 	0.00033	Y12	DEATHRATE	F	EL
1962 	0.00034	Y12	DEATHRATE	F	EL
1961 	0.00042	Y12	DEATHRATE	F	EL
2012 	7e-05	Y12	DEATHRATE	F	ES
2011 	8e-05	Y12	DEATHRATE	F	ES
2010 	0.0001	Y12	DEATHRATE	F	ES
2009 	9e-05	Y12	DEATHRATE	F	ES
2008 	0.0001	Y12	DEATHRATE	F	ES
2007 	8e-05	Y12	DEATHRATE	F	ES
2006 	0.0001	Y12	DEATHRATE	F	ES
2005 	0.00011	Y12	DEATHRATE	F	ES
2004 	0.0001	Y12	DEATHRATE	F	ES
2003 	0.0001	Y12	DEATHRATE	F	ES
2002 	0.00013	Y12	DEATHRATE	F	ES
2001 	0.00012	Y12	DEATHRATE	F	ES
2000 	0.00013	Y12	DEATHRATE	F	ES
1999 	0.00013	Y12	DEATHRATE	F	ES
1998 	0.00013	Y12	DEATHRATE	F	ES
1997 	0.00013	Y12	DEATHRATE	F	ES
1996 	0.00016	Y12	DEATHRATE	F	ES
1995 	0.00016	Y12	DEATHRATE	F	ES
1994 	0.00015	Y12	DEATHRATE	F	ES
1993 	0.00015	Y12	DEATHRATE	F	ES
1992 	0.00019	Y12	DEATHRATE	F	ES
1991 	0.00019	Y12	DEATHRATE	F	ES
1990 	0.00022	Y12	DEATHRATE	F	ES
1989 	0.0002	Y12	DEATHRATE	F	ES
1988 	0.00013	Y12	DEATHRATE	F	ES
1987 	0.00018	Y12	DEATHRATE	F	ES
1986 	0.0002	Y12	DEATHRATE	F	ES
1985 	0.00023	Y12	DEATHRATE	F	ES
1984 	0.00022	Y12	DEATHRATE	F	ES
1983 	0.00018	Y12	DEATHRATE	F	ES
1982 	0.00021	Y12	DEATHRATE	F	ES
1981 	0.00023	Y12	DEATHRATE	F	ES
1980 	0.00027	Y12	DEATHRATE	F	ES
1979 	0.00019	Y12	DEATHRATE	F	ES
1978 	0.00024	Y12	DEATHRATE	F	ES
1977 	0.00022	Y12	DEATHRATE	F	ES
1976 	0.00024	Y12	DEATHRATE	F	ES
1975 	0.00027	Y12	DEATHRATE	F	ES
2012 	9e-05	Y12	DEATHRATE	F	EU27
2011 	9e-05	Y12	DEATHRATE	F	EU27
2010 	9e-05	Y12	DEATHRATE	F	EU27
2009 	9e-05	Y12	DEATHRATE	F	EU27
2008 	0.0001	Y12	DEATHRATE	F	EU27
2007 	0.00011	Y12	DEATHRATE	F	EU27
2006 	0.0001	Y12	DEATHRATE	F	EU27
2005 	0.00011	Y12	DEATHRATE	F	EU27
2004 	0.00011	Y12	DEATHRATE	F	EU27
2003 	0.00013	Y12	DEATHRATE	F	EU27
2002 	0.00014	Y12	DEATHRATE	F	EU27
2012 	9e-05	Y12	DEATHRATE	F	EU28
2011 	9e-05	Y12	DEATHRATE	F	EU28
2010 	9e-05	Y12	DEATHRATE	F	EU28
2009 	9e-05	Y12	DEATHRATE	F	EU28
2008 	0.0001	Y12	DEATHRATE	F	EU28
2007 	0.00011	Y12	DEATHRATE	F	EU28
2006 	0.0001	Y12	DEATHRATE	F	EU28
2005 	0.00011	Y12	DEATHRATE	F	EU28
2004 	0.00011	Y12	DEATHRATE	F	EU28
2003 	0.00013	Y12	DEATHRATE	F	EU28
2002 	0.00014	Y12	DEATHRATE	F	EU28
2012 	7e-05	Y12	DEATHRATE	F	FI
2011 	7e-05	Y12	DEATHRATE	F	FI
2010 	0.0001	Y12	DEATHRATE	F	FI
2009 	7e-05	Y12	DEATHRATE	F	FI
2008 	0.0001	Y12	DEATHRATE	F	FI
2007 	0.00022	Y12	DEATHRATE	F	FI
2006 	6e-05	Y12	DEATHRATE	F	FI
2005 	9e-05	Y12	DEATHRATE	F	FI
2004 	0.00015	Y12	DEATHRATE	F	FI
2003 	6e-05	Y12	DEATHRATE	F	FI
2002 	3e-05	Y12	DEATHRATE	F	FI
2001 	6e-05	Y12	DEATHRATE	F	FI
2000 	0.00016	Y12	DEATHRATE	F	FI
1999 	7e-05	Y12	DEATHRATE	F	FI
1998 	6e-05	Y12	DEATHRATE	F	FI
1997 	0.00016	Y12	DEATHRATE	F	FI
1996 	9e-05	Y12	DEATHRATE	F	FI
1995 	9e-05	Y12	DEATHRATE	F	FI
1994 	6e-05	Y12	DEATHRATE	F	FI
1993 	0.00013	Y12	DEATHRATE	F	FI
1992 	0.00032	Y12	DEATHRATE	F	FI
1991 	0.00019	Y12	DEATHRATE	F	FI
1990 	0.00019	Y12	DEATHRATE	F	FI
1989 	9e-05	Y12	DEATHRATE	F	FI
1988 	0.00034	Y12	DEATHRATE	F	FI
1987 	0.0	Y12	DEATHRATE	F	FI
1986 	0.0001	Y12	DEATHRATE	F	FI
1985 	0.00025	Y12	DEATHRATE	F	FI
1984 	7e-05	Y12	DEATHRATE	F	FI
1983 	0.00013	Y12	DEATHRATE	F	FI
1982 	0.00013	Y12	DEATHRATE	F	FI
1981 	9e-05	Y12	DEATHRATE	F	FI
1980 	0.00011	Y12	DEATHRATE	F	FI
2012 	7e-05	Y12	DEATHRATE	F	FR
2011 	8e-05	Y12	DEATHRATE	F	FR
2010 	9e-05	Y12	DEATHRATE	F	FR
2009 	7e-05	Y12	DEATHRATE	F	FR
2008 	9e-05	Y12	DEATHRATE	F	FR
2007 	9e-05	Y12	DEATHRATE	F	FR
2006 	9e-05	Y12	DEATHRATE	F	FR
2005 	6e-05	Y12	DEATHRATE	F	FR
2004 	0.0001	Y12	DEATHRATE	F	FR
2003 	0.00012	Y12	DEATHRATE	F	FR
2002 	0.00011	Y12	DEATHRATE	F	FR
2001 	0.00014	Y12	DEATHRATE	F	FR
2000 	0.00013	Y12	DEATHRATE	F	FR
1999 	0.00011	Y12	DEATHRATE	F	FR
1998 	0.00013	Y12	DEATHRATE	F	FR
2012 	7e-05	Y12	DEATHRATE	F	FX
2011 	9e-05	Y12	DEATHRATE	F	FX
2010 	9e-05	Y12	DEATHRATE	F	FX
2009 	6e-05	Y12	DEATHRATE	F	FX
2008 	8e-05	Y12	DEATHRATE	F	FX
2007 	9e-05	Y12	DEATHRATE	F	FX
2006 	9e-05	Y12	DEATHRATE	F	FX
2005 	5e-05	Y12	DEATHRATE	F	FX
2004 	0.0001	Y12	DEATHRATE	F	FX
2003 	0.00012	Y12	DEATHRATE	F	FX
2002 	0.00012	Y12	DEATHRATE	F	FX
2001 	0.00013	Y12	DEATHRATE	F	FX
2000 	0.00014	Y12	DEATHRATE	F	FX
1999 	0.00012	Y12	DEATHRATE	F	FX
1998 	0.00013	Y12	DEATHRATE	F	FX
1997 	0.00016	Y12	DEATHRATE	F	FX
1996 	0.00014	Y12	DEATHRATE	F	FX
1995 	0.00018	Y12	DEATHRATE	F	FX
1994 	0.00016	Y12	DEATHRATE	F	FX
1993 	0.00015	Y12	DEATHRATE	F	FX
1992 	0.00014	Y12	DEATHRATE	F	FX
1991 	0.00015	Y12	DEATHRATE	F	FX
1990 	0.00015	Y12	DEATHRATE	F	FX
1989 	0.00016	Y12	DEATHRATE	F	FX
1988 	0.00016	Y12	DEATHRATE	F	FX
1987 	0.00017	Y12	DEATHRATE	F	FX
1986 	0.00016	Y12	DEATHRATE	F	FX
2011 	0.00017	Y12	DEATHRATE	F	GE
2010 	0.00029	Y12	DEATHRATE	F	GE
2009 	0.00038	Y12	DEATHRATE	F	GE
2008 	0.00032	Y12	DEATHRATE	F	GE
2007 	0.00028	Y12	DEATHRATE	F	GE
2006 	0.00021	Y12	DEATHRATE	F	GE
2012 	9e-05	Y12	DEATHRATE	F	HR
2011 	0.0	Y12	DEATHRATE	F	HR
2010 	4e-05	Y12	DEATHRATE	F	HR
2009 	0.0	Y12	DEATHRATE	F	HR
2008 	0.00012	Y12	DEATHRATE	F	HR
2007 	8e-05	Y12	DEATHRATE	F	HR
2006 	4e-05	Y12	DEATHRATE	F	HR
2005 	0.0	Y12	DEATHRATE	F	HR
2004 	0.0	Y12	DEATHRATE	F	HR
2003 	0.00012	Y12	DEATHRATE	F	HR
2002 	4e-05	Y12	DEATHRATE	F	HR
2001 	4e-05	Y12	DEATHRATE	F	HR
2012 	9e-05	Y12	DEATHRATE	F	HU
2011 	6e-05	Y12	DEATHRATE	F	HU
2010 	8e-05	Y12	DEATHRATE	F	HU
2009 	0.00016	Y12	DEATHRATE	F	HU
2008 	0.00017	Y12	DEATHRATE	F	HU
2007 	5e-05	Y12	DEATHRATE	F	HU
2006 	0.00014	Y12	DEATHRATE	F	HU
2005 	5e-05	Y12	DEATHRATE	F	HU
2004 	0.0001	Y12	DEATHRATE	F	HU
2003 	0.00023	Y12	DEATHRATE	F	HU
2002 	0.00013	Y12	DEATHRATE	F	HU
2001 	0.00022	Y12	DEATHRATE	F	HU
2000 	0.00025	Y12	DEATHRATE	F	HU
1999 	0.00019	Y12	DEATHRATE	F	HU
1998 	0.00024	Y12	DEATHRATE	F	HU
1997 	0.00021	Y12	DEATHRATE	F	HU
1996 	0.00018	Y12	DEATHRATE	F	HU
1995 	0.00024	Y12	DEATHRATE	F	HU
1994 	0.00012	Y12	DEATHRATE	F	HU
1993 	0.00014	Y12	DEATHRATE	F	HU
1992 	0.00024	Y12	DEATHRATE	F	HU
1991 	0.00013	Y12	DEATHRATE	F	HU
1990 	0.00021	Y12	DEATHRATE	F	HU
1989 	0.00013	Y12	DEATHRATE	F	HU
1988 	0.00013	Y12	DEATHRATE	F	HU
1987 	0.00013	Y12	DEATHRATE	F	HU
1986 	0.00026	Y12	DEATHRATE	F	HU
1985 	0.00015	Y12	DEATHRATE	F	HU
1984 	0.0002	Y12	DEATHRATE	F	HU
1983 	0.00023	Y12	DEATHRATE	F	HU
1982 	0.00024	Y12	DEATHRATE	F	HU
1981 	0.00024	Y12	DEATHRATE	F	HU
1980 	0.00027	Y12	DEATHRATE	F	HU
1979 	0.00015	Y12	DEATHRATE	F	HU
1978 	0.00022	Y12	DEATHRATE	F	HU
1977 	0.00036	Y12	DEATHRATE	F	HU
1976 	0.00021	Y12	DEATHRATE	F	HU
1975 	0.00035	Y12	DEATHRATE	F	HU
1974 	0.00043	Y12	DEATHRATE	F	HU
1973 	0.00024	Y12	DEATHRATE	F	HU
1972 	0.00026	Y12	DEATHRATE	F	HU
1971 	0.00029	Y12	DEATHRATE	F	HU
1970 	0.00032	Y12	DEATHRATE	F	HU
1969 	0.00027	Y12	DEATHRATE	F	HU
1968 	0.00031	Y12	DEATHRATE	F	HU
1967 	0.00024	Y12	DEATHRATE	F	HU
1966 	0.00029	Y12	DEATHRATE	F	HU
1965 	0.0002	Y12	DEATHRATE	F	HU
1964 	0.00024	Y12	DEATHRATE	F	HU
1963 	0.0004	Y12	DEATHRATE	F	HU
1962 	0.00035	Y12	DEATHRATE	F	HU
1961 	0.00035	Y12	DEATHRATE	F	HU
1960 	0.00029	Y12	DEATHRATE	F	HU
2012 	0.0001	Y12	DEATHRATE	F	IE
2011 	0.0	Y12	DEATHRATE	F	IE
2010 	7e-05	Y12	DEATHRATE	F	IE
2009 	7e-05	Y12	DEATHRATE	F	IE
2008 	0.00016	Y12	DEATHRATE	F	IE
2007 	4e-05	Y12	DEATHRATE	F	IE
2006 	8e-05	Y12	DEATHRATE	F	IE
2005 	0.00015	Y12	DEATHRATE	F	IE
2004 	0.00011	Y12	DEATHRATE	F	IE
2003 	4e-05	Y12	DEATHRATE	F	IE
2002 	0.00011	Y12	DEATHRATE	F	IE
2001 	0.00011	Y12	DEATHRATE	F	IE
2000 	7e-05	Y12	DEATHRATE	F	IE
1999 	3e-05	Y12	DEATHRATE	F	IE
1998 	0.00017	Y12	DEATHRATE	F	IE
1997 	0.0001	Y12	DEATHRATE	F	IE
1996 	0.0001	Y12	DEATHRATE	F	IE
1995 	0.00019	Y12	DEATHRATE	F	IE
1994 	0.00012	Y12	DEATHRATE	F	IE
1993 	0.0002	Y12	DEATHRATE	F	IE
1992 	0.00014	Y12	DEATHRATE	F	IE
1991 	3e-05	Y12	DEATHRATE	F	IE
1990 	9e-05	Y12	DEATHRATE	F	IE
1989 	0.00025	Y12	DEATHRATE	F	IE
1988 	9e-05	Y12	DEATHRATE	F	IE
1987 	0.00024	Y12	DEATHRATE	F	IE
1986 	0.00018	Y12	DEATHRATE	F	IE
2012 	0.00046	Y12	DEATHRATE	F	IS
2011 	0.00047	Y12	DEATHRATE	F	IS
2010 	0.0	Y12	DEATHRATE	F	IS
2009 	0.0	Y12	DEATHRATE	F	IS
2008 	0.0	Y12	DEATHRATE	F	IS
2007 	0.0	Y12	DEATHRATE	F	IS
2006 	0.00044	Y12	DEATHRATE	F	IS
2005 	0.0	Y12	DEATHRATE	F	IS
2004 	0.0	Y12	DEATHRATE	F	IS
2003 	0.0	Y12	DEATHRATE	F	IS
2002 	0.0	Y12	DEATHRATE	F	IS
2001 	0.0	Y12	DEATHRATE	F	IS
2000 	0.0	Y12	DEATHRATE	F	IS
1999 	0.0	Y12	DEATHRATE	F	IS
1998 	0.0	Y12	DEATHRATE	F	IS
1997 	0.00051	Y12	DEATHRATE	F	IS
1996 	0.0	Y12	DEATHRATE	F	IS
1995 	0.00143	Y12	DEATHRATE	F	IS
1994 	0.0	Y12	DEATHRATE	F	IS
1993 	0.0	Y12	DEATHRATE	F	IS
1992 	0.0	Y12	DEATHRATE	F	IS
1991 	0.00048	Y12	DEATHRATE	F	IS
1990 	0.0	Y12	DEATHRATE	F	IS
1989 	0.0	Y12	DEATHRATE	F	IS
1988 	0.0	Y12	DEATHRATE	F	IS
1987 	0.0005	Y12	DEATHRATE	F	IS
1986 	0.0	Y12	DEATHRATE	F	IS
1985 	0.00046	Y12	DEATHRATE	F	IS
1984 	0.0	Y12	DEATHRATE	F	IS
1983 	0.0	Y12	DEATHRATE	F	IS
1982 	0.0	Y12	DEATHRATE	F	IS
1981 	0.0	Y12	DEATHRATE	F	IS
1980 	0.0005	Y12	DEATHRATE	F	IS
1978 	0.0	Y12	DEATHRATE	F	IS
1977 	0.0	Y12	DEATHRATE	F	IS
1976 	0.0	Y12	DEATHRATE	F	IS
1975 	0.0	Y12	DEATHRATE	F	IS
1974 	0.0	Y12	DEATHRATE	F	IS
1973 	0.0	Y12	DEATHRATE	F	IS
1972 	0.0	Y12	DEATHRATE	F	IS
1971 	0.0	Y12	DEATHRATE	F	IS
1970 	0.0	Y12	DEATHRATE	F	IS
1969 	0.00046	Y12	DEATHRATE	F	IS
1968 	0.00093	Y12	DEATHRATE	F	IS
1967 	0.0	Y12	DEATHRATE	F	IS
1966 	0.0	Y12	DEATHRATE	F	IS
1965 	0.00052	Y12	DEATHRATE	F	IS
1964 	0.0	Y12	DEATHRATE	F	IS
1963 	0.0	Y12	DEATHRATE	F	IS
1962 	0.0	Y12	DEATHRATE	F	IS
1961 	0.0	Y12	DEATHRATE	F	IS
2012 	8e-05	Y12	DEATHRATE	F	IT
2011 	7e-05	Y12	DEATHRATE	F	IT
2010 	9e-05	Y12	DEATHRATE	F	IT
2009 	6e-05	Y12	DEATHRATE	F	IT
2008 	6e-05	Y12	DEATHRATE	F	IT
2007 	7e-05	Y12	DEATHRATE	F	IT
2006 	7e-05	Y12	DEATHRATE	F	IT
2005 	8e-05	Y12	DEATHRATE	F	IT
2004 	4e-05	Y12	DEATHRATE	F	IT
2003 	7e-05	Y12	DEATHRATE	F	IT
2002 	0.00013	Y12	DEATHRATE	F	IT
2001 	0.00012	Y12	DEATHRATE	F	IT
2000 	0.00015	Y12	DEATHRATE	F	IT
1999 	0.00016	Y12	DEATHRATE	F	IT
1998 	0.00012	Y12	DEATHRATE	F	IT
1997 	0.00011	Y12	DEATHRATE	F	IT
1996 	0.00015	Y12	DEATHRATE	F	IT
1995 	0.00012	Y12	DEATHRATE	F	IT
1994 	0.00013	Y12	DEATHRATE	F	IT
1993 	0.00014	Y12	DEATHRATE	F	IT
1992 	0.00021	Y12	DEATHRATE	F	IT
1991 	0.00016	Y12	DEATHRATE	F	IT
1990 	0.00013	Y12	DEATHRATE	F	IT
1989 	0.00012	Y12	DEATHRATE	F	IT
1988 	0.00017	Y12	DEATHRATE	F	IT
1987 	0.00016	Y12	DEATHRATE	F	IT
1986 	0.00013	Y12	DEATHRATE	F	IT
1985 	0.0002	Y12	DEATHRATE	F	IT
2012 	0.0	Y12	DEATHRATE	F	LI
2011 	0.0	Y12	DEATHRATE	F	LI
2010 	0.0	Y12	DEATHRATE	F	LI
2009 	0.0	Y12	DEATHRATE	F	LI
2008 	0.0	Y12	DEATHRATE	F	LI
2007 	0.0	Y12	DEATHRATE	F	LI
2006 	0.0	Y12	DEATHRATE	F	LI
2005 	0.0	Y12	DEATHRATE	F	LI
2004 	0.0	Y12	DEATHRATE	F	LI
2003 	0.0	Y12	DEATHRATE	F	LI
2002 	0.0	Y12	DEATHRATE	F	LI
2001 	0.0	Y12	DEATHRATE	F	LI
2000 	0.0	Y12	DEATHRATE	F	LI
1999 	0.0	Y12	DEATHRATE	F	LI
1998 	0.0	Y12	DEATHRATE	F	LI
1997 	0.0	Y12	DEATHRATE	F	LI
1996 	0.0	Y12	DEATHRATE	F	LI
1995 	0.0	Y12	DEATHRATE	F	LI
1994 	0.00525	Y12	DEATHRATE	F	LI
2012 	0.0	Y12	DEATHRATE	F	LT
2011 	0.00025	Y12	DEATHRATE	F	LT
2010 	0.00012	Y12	DEATHRATE	F	LT
2009 	0.00023	Y12	DEATHRATE	F	LT
2008 	0.00022	Y12	DEATHRATE	F	LT
2007 	0.00036	Y12	DEATHRATE	F	LT
2006 	0.0001	Y12	DEATHRATE	F	LT
2005 	0.00017	Y12	DEATHRATE	F	LT
2004 	0.00016	Y12	DEATHRATE	F	LT
2003 	0.00027	Y12	DEATHRATE	F	LT
2002 	0.00016	Y12	DEATHRATE	F	LT
2001 	0.00012	Y12	DEATHRATE	F	LT
2000 	0.00026	Y12	DEATHRATE	F	LT
1999 	0.00014	Y12	DEATHRATE	F	LT
1998 	0.00032	Y12	DEATHRATE	F	LT
1997 	0.00029	Y12	DEATHRATE	F	LT
1996 	0.00033	Y12	DEATHRATE	F	LT
1995 	0.00026	Y12	DEATHRATE	F	LT
1994 	0.00031	Y12	DEATHRATE	F	LT
1993 	0.00016	Y12	DEATHRATE	F	LT
1992 	0.00023	Y12	DEATHRATE	F	LT
1991 	0.00023	Y12	DEATHRATE	F	LT
1990 	0.00035	Y12	DEATHRATE	F	LT
1989 	0.00031	Y12	DEATHRATE	F	LT
1988 	0.00038	Y12	DEATHRATE	F	LT
1987 	0.00023	Y12	DEATHRATE	F	LT
1986 	0.00042	Y12	DEATHRATE	F	LT
1985 	0.00037	Y12	DEATHRATE	F	LT
1984 	0.00047	Y12	DEATHRATE	F	LT
1983 	0.00022	Y12	DEATHRATE	F	LT
1982 	0.00022	Y12	DEATHRATE	F	LT
1981 	0.00022	Y12	DEATHRATE	F	LT
1980 	0.00026	Y12	DEATHRATE	F	LT
1979 	0.00015	Y12	DEATHRATE	F	LT
1978 	0.00034	Y12	DEATHRATE	F	LT
1977 	0.00019	Y12	DEATHRATE	F	LT
1976 	0.00033	Y12	DEATHRATE	F	LT
1975 	0.00018	Y12	DEATHRATE	F	LT
1974 	0.00027	Y12	DEATHRATE	F	LT
1973 	0.00027	Y12	DEATHRATE	F	LT
1972 	0.00037	Y12	DEATHRATE	F	LT
1971 	0.00031	Y12	DEATHRATE	F	LT
1970 	0.00025	Y12	DEATHRATE	F	LT
2012 	0.0	Y12	DEATHRATE	F	LU
2011 	0.0	Y12	DEATHRATE	F	LU
2010 	0.00034	Y12	DEATHRATE	F	LU
2009 	0.0	Y12	DEATHRATE	F	LU
2008 	0.0	Y12	DEATHRATE	F	LU
2007 	0.00033	Y12	DEATHRATE	F	LU
2006 	0.0	Y12	DEATHRATE	F	LU
2005 	0.0	Y12	DEATHRATE	F	LU
2004 	0.0	Y12	DEATHRATE	F	LU
2003 	0.0	Y12	DEATHRATE	F	LU
2002 	0.00038	Y12	DEATHRATE	F	LU
2001 	0.0	Y12	DEATHRATE	F	LU
2000 	0.0	Y12	DEATHRATE	F	LU
1999 	0.0	Y12	DEATHRATE	F	LU
1998 	0.0	Y12	DEATHRATE	F	LU
1997 	0.00045	Y12	DEATHRATE	F	LU
1996 	0.0	Y12	DEATHRATE	F	LU
1995 	0.0	Y12	DEATHRATE	F	LU
1994 	0.0	Y12	DEATHRATE	F	LU
1993 	0.00045	Y12	DEATHRATE	F	LU
1992 	0.0	Y12	DEATHRATE	F	LU
1991 	0.0	Y12	DEATHRATE	F	LU
1990 	0.00049	Y12	DEATHRATE	F	LU
1989 	0.0	Y12	DEATHRATE	F	LU
1988 	0.0	Y12	DEATHRATE	F	LU
1987 	0.0	Y12	DEATHRATE	F	LU
1986 	0.00052	Y12	DEATHRATE	F	LU
1985 	0.0005	Y12	DEATHRATE	F	LU
1984 	0.00138	Y12	DEATHRATE	F	LU
1983 	0.0	Y12	DEATHRATE	F	LU
1982 	0.0	Y12	DEATHRATE	F	LU
1981 	0.0	Y12	DEATHRATE	F	LU
1980 	0.00039	Y12	DEATHRATE	F	LU
1979 	0.00039	Y12	DEATHRATE	F	LU
1978 	0.00038	Y12	DEATHRATE	F	LU
1977 	0.0	Y12	DEATHRATE	F	LU
1976 	0.0	Y12	DEATHRATE	F	LU
1975 	0.0	Y12	DEATHRATE	F	LU
1974 	0.0	Y12	DEATHRATE	F	LU
1973 	0.0	Y12	DEATHRATE	F	LU
1972 	0.00078	Y12	DEATHRATE	F	LU
1971 	0.0004	Y12	DEATHRATE	F	LU
1970 	0.00041	Y12	DEATHRATE	F	LU
1969 	0.0	Y12	DEATHRATE	F	LU
1968 	0.00041	Y12	DEATHRATE	F	LU
2012 	0.0	Y12	DEATHRATE	F	LV
2011 	0.00012	Y12	DEATHRATE	F	LV
2010 	0.0	Y12	DEATHRATE	F	LV
2009 	0.00011	Y12	DEATHRATE	F	LV
2008 	0.00011	Y12	DEATHRATE	F	LV
2007 	0.00029	Y12	DEATHRATE	F	LV
2006 	9e-05	Y12	DEATHRATE	F	LV
2005 	0.0003	Y12	DEATHRATE	F	LV
2004 	0.0	Y12	DEATHRATE	F	LV
2003 	6e-05	Y12	DEATHRATE	F	LV
2002 	0.00018	Y12	DEATHRATE	F	LV
2012 	0.00021	Y12	DEATHRATE	F	MD
2011 	0.0001	Y12	DEATHRATE	F	MD
2010 	0.00034	Y12	DEATHRATE	F	MD
2009 	5e-05	Y12	DEATHRATE	F	MD
2008 	0.00017	Y12	DEATHRATE	F	MD
2007 	4e-05	Y12	DEATHRATE	F	MD
2006 	0.00026	Y12	DEATHRATE	F	MD
2012 	0.0	Y12	DEATHRATE	F	ME
2011 	0.00025	Y12	DEATHRATE	F	ME
2010 	0.0	Y12	DEATHRATE	F	ME
2009 	0.0	Y12	DEATHRATE	F	ME
2008 	0.00023	Y12	DEATHRATE	F	ME
2007 	0.0	Y12	DEATHRATE	F	ME
2006 	0.0	Y12	DEATHRATE	F	ME
2005 	0.0	Y12	DEATHRATE	F	ME
2012 	8e-05	Y12	DEATHRATE	F	MK
2011 	8e-05	Y12	DEATHRATE	F	MK
2010 	0.00016	Y12	DEATHRATE	F	MK
2009 	0.0	Y12	DEATHRATE	F	MK
2008 	0.0	Y12	DEATHRATE	F	MK
