annee	valeur	age	indicateur	genre	pays
2009 	0.0008	Y01	DEATHRATE	F	AM
2008 	0.00067	Y01	DEATHRATE	F	AM
2007 	0.00052	Y01	DEATHRATE	F	AM
2006 	0.00123	Y01	DEATHRATE	F	AM
2012 	0.00018	Y01	DEATHRATE	F	AT
2011 	0.00018	Y01	DEATHRATE	F	AT
2010 	0.00034	Y01	DEATHRATE	F	AT
2009 	0.00042	Y01	DEATHRATE	F	AT
2008 	0.00039	Y01	DEATHRATE	F	AT
2007 	0.00036	Y01	DEATHRATE	F	AT
2006 	0.00036	Y01	DEATHRATE	F	AT
2005 	0.00039	Y01	DEATHRATE	F	AT
2004 	0.00023	Y01	DEATHRATE	F	AT
2003 	0.00039	Y01	DEATHRATE	F	AT
2002 	0.00037	Y01	DEATHRATE	F	AT
2001 	0.00036	Y01	DEATHRATE	F	AT
2000 	0.00043	Y01	DEATHRATE	F	AT
1999 	0.00034	Y01	DEATHRATE	F	AT
1998 	0.00038	Y01	DEATHRATE	F	AT
1997 	0.00039	Y01	DEATHRATE	F	AT
1996 	0.00034	Y01	DEATHRATE	F	AT
1995 	0.00035	Y01	DEATHRATE	F	AT
1994 	0.0005	Y01	DEATHRATE	F	AT
1993 	0.00065	Y01	DEATHRATE	F	AT
1992 	0.00057	Y01	DEATHRATE	F	AT
1991 	0.00052	Y01	DEATHRATE	F	AT
1990 	0.00067	Y01	DEATHRATE	F	AT
1989 	0.00052	Y01	DEATHRATE	F	AT
1988 	0.00042	Y01	DEATHRATE	F	AT
1987 	0.00066	Y01	DEATHRATE	F	AT
1986 	0.0007	Y01	DEATHRATE	F	AT
1985 	0.00057	Y01	DEATHRATE	F	AT
1984 	0.00069	Y01	DEATHRATE	F	AT
1983 	0.00065	Y01	DEATHRATE	F	AT
1982 	0.00071	Y01	DEATHRATE	F	AT
1981 	0.00086	Y01	DEATHRATE	F	AT
1980 	0.00095	Y01	DEATHRATE	F	AT
1979 	0.00098	Y01	DEATHRATE	F	AT
1978 	0.00099	Y01	DEATHRATE	F	AT
1977 	0.00102	Y01	DEATHRATE	F	AT
1976 	0.00104	Y01	DEATHRATE	F	AT
1975 	0.00134	Y01	DEATHRATE	F	AT
1974 	0.00112	Y01	DEATHRATE	F	AT
1973 	0.0011	Y01	DEATHRATE	F	AT
1972 	0.00152	Y01	DEATHRATE	F	AT
1971 	0.00131	Y01	DEATHRATE	F	AT
1970 	0.00158	Y01	DEATHRATE	F	AT
2012 	0.00132	Y01	DEATHRATE	F	AZ
2010 	0.00134	Y01	DEATHRATE	F	AZ
2009 	0.00111	Y01	DEATHRATE	F	AZ
2008 	0.0013	Y01	DEATHRATE	F	AZ
2007 	0.00187	Y01	DEATHRATE	F	AZ
2006 	0.00252	Y01	DEATHRATE	F	AZ
2012 	0.00025	Y01	DEATHRATE	F	BE
2011 	0.0003	Y01	DEATHRATE	F	BE
2010 	0.00021	Y01	DEATHRATE	F	BE
2009 	0.00041	Y01	DEATHRATE	F	BE
2008 	0.0003	Y01	DEATHRATE	F	BE
2007 	0.00039	Y01	DEATHRATE	F	BE
2006 	0.00035	Y01	DEATHRATE	F	BE
2005 	0.00025	Y01	DEATHRATE	F	BE
2004 	0.00033	Y01	DEATHRATE	F	BE
2003 	0.00049	Y01	DEATHRATE	F	BE
2002 	0.00041	Y01	DEATHRATE	F	BE
2001 	0.0005	Y01	DEATHRATE	F	BE
2000 	0.00036	Y01	DEATHRATE	F	BE
1999 	0.00039	Y01	DEATHRATE	F	BE
1998 	0.00042	Y01	DEATHRATE	F	BE
1997 	0.00046	Y01	DEATHRATE	F	BE
1996 	0.00051	Y01	DEATHRATE	F	BE
1995 	0.0005	Y01	DEATHRATE	F	BE
1994 	0.00038	Y01	DEATHRATE	F	BE
1993 	0.00041	Y01	DEATHRATE	F	BE
1992 	0.00049	Y01	DEATHRATE	F	BE
1991 	0.00053	Y01	DEATHRATE	F	BE
1990 	0.00063	Y01	DEATHRATE	F	BE
1989 	0.0005	Y01	DEATHRATE	F	BE
1988 	0.0006	Y01	DEATHRATE	F	BE
1987 	0.00056	Y01	DEATHRATE	F	BE
1986 	0.00061	Y01	DEATHRATE	F	BE
1985 	0.00071	Y01	DEATHRATE	F	BE
1984 	0.00081	Y01	DEATHRATE	F	BE
1983 	0.0006	Y01	DEATHRATE	F	BE
1982 	0.00067	Y01	DEATHRATE	F	BE
1981 	0.00104	Y01	DEATHRATE	F	BE
1980 	0.00121	Y01	DEATHRATE	F	BE
1979 	0.00126	Y01	DEATHRATE	F	BE
1978 	0.00093	Y01	DEATHRATE	F	BE
1977 	0.00095	Y01	DEATHRATE	F	BE
1976 	0.00108	Y01	DEATHRATE	F	BE
1975 	0.001	Y01	DEATHRATE	F	BE
1974 	0.00116	Y01	DEATHRATE	F	BE
1973 	0.001	Y01	DEATHRATE	F	BE
1972 	0.00133	Y01	DEATHRATE	F	BE
1971 	0.00128	Y01	DEATHRATE	F	BE
1970 	0.00123	Y01	DEATHRATE	F	BE
1969 	0.00141	Y01	DEATHRATE	F	BE
1968 	0.00155	Y01	DEATHRATE	F	BE
1967 	0.00132	Y01	DEATHRATE	F	BE
1966 	0.00129	Y01	DEATHRATE	F	BE
1965 	0.00153	Y01	DEATHRATE	F	BE
1964 	0.00137	Y01	DEATHRATE	F	BE
1963 	0.0017	Y01	DEATHRATE	F	BE
1962 	0.00161	Y01	DEATHRATE	F	BE
1961 	0.00168	Y01	DEATHRATE	F	BE
1960 	0.00159	Y01	DEATHRATE	F	BE
2012 	0.00069	Y01	DEATHRATE	F	BG
2011 	0.00067	Y01	DEATHRATE	F	BG
2010 	0.00055	Y01	DEATHRATE	F	BG
2009 	0.00089	Y01	DEATHRATE	F	BG
2008 	0.00067	Y01	DEATHRATE	F	BG
2007 	0.00089	Y01	DEATHRATE	F	BG
2006 	0.00059	Y01	DEATHRATE	F	BG
2005 	0.00097	Y01	DEATHRATE	F	BG
2004 	0.00103	Y01	DEATHRATE	F	BG
2003 	0.00099	Y01	DEATHRATE	F	BG
2002 	0.00092	Y01	DEATHRATE	F	BG
2001 	0.00103	Y01	DEATHRATE	F	BG
2000 	0.00129	Y01	DEATHRATE	F	BG
1999 	0.0012	Y01	DEATHRATE	F	BG
1998 	0.00183	Y01	DEATHRATE	F	BG
1997 	0.00211	Y01	DEATHRATE	F	BG
1996 	0.00123	Y01	DEATHRATE	F	BG
1995 	0.00137	Y01	DEATHRATE	F	BG
1994 	0.0015	Y01	DEATHRATE	F	BG
1993 	0.00109	Y01	DEATHRATE	F	BG
1992 	0.00134	Y01	DEATHRATE	F	BG
1991 	0.00154	Y01	DEATHRATE	F	BG
1990 	0.00128	Y01	DEATHRATE	F	BG
1989 	0.00129	Y01	DEATHRATE	F	BG
1988 	0.00156	Y01	DEATHRATE	F	BG
1987 	0.00137	Y01	DEATHRATE	F	BG
1986 	0.00137	Y01	DEATHRATE	F	BG
1985 	0.00151	Y01	DEATHRATE	F	BG
1984 	0.00157	Y01	DEATHRATE	F	BG
1983 	0.00167	Y01	DEATHRATE	F	BG
1982 	0.00205	Y01	DEATHRATE	F	BG
1981 	0.00168	Y01	DEATHRATE	F	BG
1980 	0.0016	Y01	DEATHRATE	F	BG
1979 	0.00168	Y01	DEATHRATE	F	BG
1978 	0.00195	Y01	DEATHRATE	F	BG
1977 	0.00184	Y01	DEATHRATE	F	BG
1976 	0.00196	Y01	DEATHRATE	F	BG
1975 	0.0019	Y01	DEATHRATE	F	BG
1974 	0.0017	Y01	DEATHRATE	F	BG
1973 	0.00172	Y01	DEATHRATE	F	BG
1972 	0.00177	Y01	DEATHRATE	F	BG
1971 	0.00205	Y01	DEATHRATE	F	BG
1970 	0.00229	Y01	DEATHRATE	F	BG
1969 	0.00229	Y01	DEATHRATE	F	BG
1968 	0.00248	Y01	DEATHRATE	F	BG
1967 	0.00317	Y01	DEATHRATE	F	BG
1966 	0.00273	Y01	DEATHRATE	F	BG
1965 	0.00286	Y01	DEATHRATE	F	BG
1964 	0.00309	Y01	DEATHRATE	F	BG
1963 	0.00404	Y01	DEATHRATE	F	BG
1962 	0.00395	Y01	DEATHRATE	F	BG
1961 	0.00464	Y01	DEATHRATE	F	BG
1960 	0.00652	Y01	DEATHRATE	F	BG
2012 	0.0004	Y01	DEATHRATE	F	BY
2011 	0.00036	Y01	DEATHRATE	F	BY
2012 	0.00015	Y01	DEATHRATE	F	CH
2011 	0.00013	Y01	DEATHRATE	F	CH
2010 	0.00013	Y01	DEATHRATE	F	CH
2009 	0.00032	Y01	DEATHRATE	F	CH
2008 	8e-05	Y01	DEATHRATE	F	CH
2007 	0.00048	Y01	DEATHRATE	F	CH
2006 	0.00031	Y01	DEATHRATE	F	CH
2005 	0.00026	Y01	DEATHRATE	F	CH
2004 	0.00057	Y01	DEATHRATE	F	CH
2003 	0.00023	Y01	DEATHRATE	F	CH
2002 	0.00026	Y01	DEATHRATE	F	CH
2001 	0.00044	Y01	DEATHRATE	F	CH
2000 	0.00031	Y01	DEATHRATE	F	CH
1999 	0.00039	Y01	DEATHRATE	F	CH
1998 	0.00035	Y01	DEATHRATE	F	CH
1997 	0.00048	Y01	DEATHRATE	F	CH
1996 	0.00027	Y01	DEATHRATE	F	CH
1995 	0.00037	Y01	DEATHRATE	F	CH
1994 	0.00044	Y01	DEATHRATE	F	CH
1993 	0.00082	Y01	DEATHRATE	F	CH
1992 	0.00073	Y01	DEATHRATE	F	CH
1991 	0.00065	Y01	DEATHRATE	F	CH
1990 	0.00049	Y01	DEATHRATE	F	CH
1989 	0.00048	Y01	DEATHRATE	F	CH
1988 	0.00065	Y01	DEATHRATE	F	CH
1987 	0.00052	Y01	DEATHRATE	F	CH
1986 	0.00069	Y01	DEATHRATE	F	CH
1985 	0.00064	Y01	DEATHRATE	F	CH
1984 	0.00097	Y01	DEATHRATE	F	CH
1983 	0.00075	Y01	DEATHRATE	F	CH
1982 	0.0005	Y01	DEATHRATE	F	CH
1981 	0.001	Y01	DEATHRATE	F	CH
1980 	0.00061	Y01	DEATHRATE	F	CH
1979 	0.00073	Y01	DEATHRATE	F	CH
1978 	0.00081	Y01	DEATHRATE	F	CH
1977 	0.00065	Y01	DEATHRATE	F	CH
1976 	0.00081	Y01	DEATHRATE	F	CH
1975 	0.00061	Y01	DEATHRATE	F	CH
1974 	0.00107	Y01	DEATHRATE	F	CH
1973 	0.00086	Y01	DEATHRATE	F	CH
1972 	0.001	Y01	DEATHRATE	F	CH
1971 	0.00106	Y01	DEATHRATE	F	CH
1970 	0.00091	Y01	DEATHRATE	F	CH
1969 	0.00134	Y01	DEATHRATE	F	CH
1968 	0.00122	Y01	DEATHRATE	F	CH
1967 	0.00113	Y01	DEATHRATE	F	CH
1966 	0.00182	Y01	DEATHRATE	F	CH
1965 	0.00127	Y01	DEATHRATE	F	CH
1964 	0.0015	Y01	DEATHRATE	F	CH
1963 	0.00128	Y01	DEATHRATE	F	CH
1962 	0.00201	Y01	DEATHRATE	F	CH
1961 	0.00127	Y01	DEATHRATE	F	CH
1960 	0.00159	Y01	DEATHRATE	F	CH
2012 	0.0	Y01	DEATHRATE	F	CY
2011 	0.00021	Y01	DEATHRATE	F	CY
2010 	0.00065	Y01	DEATHRATE	F	CY
2009 	0.00045	Y01	DEATHRATE	F	CY
2008 	0.0	Y01	DEATHRATE	F	CY
2007 	0.0	Y01	DEATHRATE	F	CY
2006 	0.0	Y01	DEATHRATE	F	CY
2005 	0.0005	Y01	DEATHRATE	F	CY
2004 	0.00053	Y01	DEATHRATE	F	CY
2003 	0.0	Y01	DEATHRATE	F	CY
2002 	0.00073	Y01	DEATHRATE	F	CY
2001 	0.00024	Y01	DEATHRATE	F	CY
2000 	0.00023	Y01	DEATHRATE	F	CY
1999 	0.00044	Y01	DEATHRATE	F	CY
1998 	0.0	Y01	DEATHRATE	F	CY
1997 	0.0	Y01	DEATHRATE	F	CY
1996 	0.0002	Y01	DEATHRATE	F	CY
1995 	0.0002	Y01	DEATHRATE	F	CY
1994 	0.00019	Y01	DEATHRATE	F	CY
1993 	0.00038	Y01	DEATHRATE	F	CY
2012 	0.00014	Y01	DEATHRATE	F	CZ
2011 	0.0002	Y01	DEATHRATE	F	CZ
2010 	0.00022	Y01	DEATHRATE	F	CZ
2009 	0.00033	Y01	DEATHRATE	F	CZ
2008 	0.00026	Y01	DEATHRATE	F	CZ
2007 	0.00028	Y01	DEATHRATE	F	CZ
2006 	0.00025	Y01	DEATHRATE	F	CZ
2005 	0.00026	Y01	DEATHRATE	F	CZ
2004 	0.00049	Y01	DEATHRATE	F	CZ
2003 	0.00034	Y01	DEATHRATE	F	CZ
2002 	0.00044	Y01	DEATHRATE	F	CZ
2001 	0.0003	Y01	DEATHRATE	F	CZ
2000 	0.00035	Y01	DEATHRATE	F	CZ
1999 	0.00039	Y01	DEATHRATE	F	CZ
1998 	0.00041	Y01	DEATHRATE	F	CZ
1997 	0.0004	Y01	DEATHRATE	F	CZ
1996 	0.00051	Y01	DEATHRATE	F	CZ
1995 	0.00073	Y01	DEATHRATE	F	CZ
1994 	0.00063	Y01	DEATHRATE	F	CZ
1993 	0.00051	Y01	DEATHRATE	F	CZ
1992 	0.00069	Y01	DEATHRATE	F	CZ
1991 	0.00053	Y01	DEATHRATE	F	CZ
1990 	0.00059	Y01	DEATHRATE	F	CZ
1989 	0.00063	Y01	DEATHRATE	F	CZ
1988 	0.00069	Y01	DEATHRATE	F	CZ
1987 	0.0006	Y01	DEATHRATE	F	CZ
1986 	0.00065	Y01	DEATHRATE	F	CZ
1985 	0.00062	Y01	DEATHRATE	F	CZ
1984 	0.00065	Y01	DEATHRATE	F	CZ
1983 	0.00085	Y01	DEATHRATE	F	CZ
1982 	0.00046	Y01	DEATHRATE	F	CZ
1981 	0.00082	Y01	DEATHRATE	F	CZ
1980 	0.0008	Y01	DEATHRATE	F	CZ
1979 	0.0009	Y01	DEATHRATE	F	CZ
1978 	0.00069	Y01	DEATHRATE	F	CZ
1977 	0.00074	Y01	DEATHRATE	F	CZ
1976 	0.00075	Y01	DEATHRATE	F	CZ
1975 	0.0006	Y01	DEATHRATE	F	CZ
1974 	0.00083	Y01	DEATHRATE	F	CZ
1973 	0.00088	Y01	DEATHRATE	F	CZ
1972 	0.00098	Y01	DEATHRATE	F	CZ
1971 	0.00107	Y01	DEATHRATE	F	CZ
1970 	0.00109	Y01	DEATHRATE	F	CZ
1969 	0.00141	Y01	DEATHRATE	F	CZ
1968 	0.00087	Y01	DEATHRATE	F	CZ
1967 	0.00125	Y01	DEATHRATE	F	CZ
1966 	0.00105	Y01	DEATHRATE	F	CZ
1965 	0.00127	Y01	DEATHRATE	F	CZ
1964 	0.00148	Y01	DEATHRATE	F	CZ
1963 	0.00136	Y01	DEATHRATE	F	CZ
1962 	0.00165	Y01	DEATHRATE	F	CZ
1961 	0.00155	Y01	DEATHRATE	F	CZ
1960 	0.00139	Y01	DEATHRATE	F	CZ
2012 	0.0002	Y01	DEATHRATE	F	DE
2011 	0.00024	Y01	DEATHRATE	F	DE
2010 	0.00029	Y01	DEATHRATE	F	DE
2009 	0.00026	Y01	DEATHRATE	F	DE
2008 	0.00029	Y01	DEATHRATE	F	DE
2007 	0.0003	Y01	DEATHRATE	F	DE
2006 	0.00025	Y01	DEATHRATE	F	DE
2005 	0.00033	Y01	DEATHRATE	F	DE
2004 	0.00032	Y01	DEATHRATE	F	DE
2003 	0.00035	Y01	DEATHRATE	F	DE
2002 	0.00041	Y01	DEATHRATE	F	DE
2001 	0.00037	Y01	DEATHRATE	F	DE
2000 	0.00037	Y01	DEATHRATE	F	DE
1999 	0.00035	Y01	DEATHRATE	F	DE
1998 	0.00043	Y01	DEATHRATE	F	DE
1997 	0.00041	Y01	DEATHRATE	F	DE
1996 	0.00037	Y01	DEATHRATE	F	DE
1995 	0.00046	Y01	DEATHRATE	F	DE
1994 	0.00054	Y01	DEATHRATE	F	DE
1993 	0.00053	Y01	DEATHRATE	F	DE
1992 	0.00053	Y01	DEATHRATE	F	DE
1991 	0.00055	Y01	DEATHRATE	F	DE
1990 	0.00051	Y01	DEATHRATE	F	DE
1989 	0.00052	Y01	DEATHRATE	F	DE
1988 	0.00064	Y01	DEATHRATE	F	DE
1987 	0.00056	Y01	DEATHRATE	F	DE
1986 	0.00068	Y01	DEATHRATE	F	DE
1985 	0.00069	Y01	DEATHRATE	F	DE
2012 	0.0002	Y01	DEATHRATE	F	DE_TOT
2011 	0.00024	Y01	DEATHRATE	F	DE_TOT
2010 	0.00029	Y01	DEATHRATE	F	DE_TOT
2009 	0.00026	Y01	DEATHRATE	F	DE_TOT
2008 	0.00029	Y01	DEATHRATE	F	DE_TOT
2007 	0.0003	Y01	DEATHRATE	F	DE_TOT
2006 	0.00025	Y01	DEATHRATE	F	DE_TOT
2005 	0.00033	Y01	DEATHRATE	F	DE_TOT
2004 	0.00032	Y01	DEATHRATE	F	DE_TOT
2003 	0.00035	Y01	DEATHRATE	F	DE_TOT
2002 	0.00041	Y01	DEATHRATE	F	DE_TOT
2001 	0.00037	Y01	DEATHRATE	F	DE_TOT
2000 	0.00037	Y01	DEATHRATE	F	DE_TOT
1999 	0.00035	Y01	DEATHRATE	F	DE_TOT
1998 	0.00043	Y01	DEATHRATE	F	DE_TOT
1997 	0.00041	Y01	DEATHRATE	F	DE_TOT
1996 	0.00037	Y01	DEATHRATE	F	DE_TOT
1995 	0.00046	Y01	DEATHRATE	F	DE_TOT
1994 	0.00054	Y01	DEATHRATE	F	DE_TOT
1993 	0.00053	Y01	DEATHRATE	F	DE_TOT
1992 	0.00053	Y01	DEATHRATE	F	DE_TOT
1991 	0.00055	Y01	DEATHRATE	F	DE_TOT
1990 	0.00061	Y01	DEATHRATE	F	DE_TOT
1989 	0.00059	Y01	DEATHRATE	F	DE_TOT
1988 	0.00069	Y01	DEATHRATE	F	DE_TOT
1987 	0.00062	Y01	DEATHRATE	F	DE_TOT
1986 	0.00072	Y01	DEATHRATE	F	DE_TOT
1985 	0.00076	Y01	DEATHRATE	F	DE_TOT
1984 	0.00071	Y01	DEATHRATE	F	DE_TOT
1983 	0.00079	Y01	DEATHRATE	F	DE_TOT
1982 	0.0008	Y01	DEATHRATE	F	DE_TOT
1981 	0.00087	Y01	DEATHRATE	F	DE_TOT
1980 	0.00091	Y01	DEATHRATE	F	DE_TOT
1979 	0.00094	Y01	DEATHRATE	F	DE_TOT
1978 	0.00095	Y01	DEATHRATE	F	DE_TOT
1977 	0.00089	Y01	DEATHRATE	F	DE_TOT
1976 	0.00097	Y01	DEATHRATE	F	DE_TOT
1975 	0.00117	Y01	DEATHRATE	F	DE_TOT
1974 	0.0011	Y01	DEATHRATE	F	DE_TOT
1973 	0.00112	Y01	DEATHRATE	F	DE_TOT
1972 	0.00117	Y01	DEATHRATE	F	DE_TOT
1971 	0.00133	Y01	DEATHRATE	F	DE_TOT
1970 	0.00142	Y01	DEATHRATE	F	DE_TOT
1969 	0.0015	Y01	DEATHRATE	F	DE_TOT
1968 	0.00155	Y01	DEATHRATE	F	DE_TOT
1967 	0.00148	Y01	DEATHRATE	F	DE_TOT
1966 	0.00164	Y01	DEATHRATE	F	DE_TOT
1965 	0.0017	Y01	DEATHRATE	F	DE_TOT
1964 	0.00171	Y01	DEATHRATE	F	DE_TOT
1963 	0.00194	Y01	DEATHRATE	F	DE_TOT
1962 	0.00204	Y01	DEATHRATE	F	DE_TOT
1961 	0.00212	Y01	DEATHRATE	F	DE_TOT
1960 	0.00226	Y01	DEATHRATE	F	DE_TOT
2012 	0.00026	Y01	DEATHRATE	F	DK
2011 	0.00016	Y01	DEATHRATE	F	DK
2010 	0.00019	Y01	DEATHRATE	F	DK
2009 	0.00035	Y01	DEATHRATE	F	DK
2008 	0.00025	Y01	DEATHRATE	F	DK
2007 	0.00031	Y01	DEATHRATE	F	DK
2006 	0.00041	Y01	DEATHRATE	F	DK
2005 	0.00025	Y01	DEATHRATE	F	DK
2004 	0.00054	Y01	DEATHRATE	F	DK
2003 	0.00022	Y01	DEATHRATE	F	DK
2002 	0.00049	Y01	DEATHRATE	F	DK
2001 	0.00052	Y01	DEATHRATE	F	DK
2000 	0.00049	Y01	DEATHRATE	F	DK
1999 	0.00028	Y01	DEATHRATE	F	DK
1998 	0.00054	Y01	DEATHRATE	F	DK
1997 	0.00039	Y01	DEATHRATE	F	DK
1996 	0.00055	Y01	DEATHRATE	F	DK
1995 	0.00045	Y01	DEATHRATE	F	DK
1994 	0.00055	Y01	DEATHRATE	F	DK
1993 	0.00056	Y01	DEATHRATE	F	DK
1992 	0.00032	Y01	DEATHRATE	F	DK
1991 	0.00075	Y01	DEATHRATE	F	DK
1990 	0.00044	Y01	DEATHRATE	F	DK
1989 	0.00079	Y01	DEATHRATE	F	DK
1988 	0.00084	Y01	DEATHRATE	F	DK
1987 	0.00074	Y01	DEATHRATE	F	DK
1986 	0.00092	Y01	DEATHRATE	F	DK
1985 	0.00044	Y01	DEATHRATE	F	DK
1984 	0.00083	Y01	DEATHRATE	F	DK
1983 	0.00077	Y01	DEATHRATE	F	DK
1982 	0.00059	Y01	DEATHRATE	F	DK
1981 	0.00074	Y01	DEATHRATE	F	DK
1980 	0.00067	Y01	DEATHRATE	F	DK
1979 	0.00086	Y01	DEATHRATE	F	DK
1978 	0.00052	Y01	DEATHRATE	F	DK
1977 	0.00087	Y01	DEATHRATE	F	DK
1976 	0.00057	Y01	DEATHRATE	F	DK
1975 	0.00069	Y01	DEATHRATE	F	DK
1974 	0.0005	Y01	DEATHRATE	F	DK
2012 	0.00023	Y01	DEATHRATE	F	EA16
2011 	0.00024	Y01	DEATHRATE	F	EA16
2010 	0.00028	Y01	DEATHRATE	F	EA16
2009 	0.00028	Y01	DEATHRATE	F	EA16
2008 	0.00026	Y01	DEATHRATE	F	EA16
2007 	0.00029	Y01	DEATHRATE	F	EA16
2006 	0.00028	Y01	DEATHRATE	F	EA16
2005 	0.00029	Y01	DEATHRATE	F	EA16
2004 	0.00031	Y01	DEATHRATE	F	EA16
2003 	0.00034	Y01	DEATHRATE	F	EA16
2002 	0.00035	Y01	DEATHRATE	F	EA16
2001 	0.00034	Y01	DEATHRATE	F	EA16
2000 	0.00037	Y01	DEATHRATE	F	EA16
1999 	0.00039	Y01	DEATHRATE	F	EA16
1998 	0.0004	Y01	DEATHRATE	F	EA16
1997 	0.00045	Y01	DEATHRATE	F	EA16
1996 	0.00041	Y01	DEATHRATE	F	EA16
1995 	0.00048	Y01	DEATHRATE	F	EA16
2012 	0.00023	Y01	DEATHRATE	F	EA17
2011 	0.00024	Y01	DEATHRATE	F	EA17
2010 	0.00028	Y01	DEATHRATE	F	EA17
2009 	0.00029	Y01	DEATHRATE	F	EA17
2008 	0.00027	Y01	DEATHRATE	F	EA17
2007 	0.00029	Y01	DEATHRATE	F	EA17
2006 	0.00028	Y01	DEATHRATE	F	EA17
2005 	0.00029	Y01	DEATHRATE	F	EA17
2004 	0.00031	Y01	DEATHRATE	F	EA17
2003 	0.00035	Y01	DEATHRATE	F	EA17
2002 	0.00035	Y01	DEATHRATE	F	EA17
2001 	0.00035	Y01	DEATHRATE	F	EA17
2000 	0.00038	Y01	DEATHRATE	F	EA17
1999 	0.00039	Y01	DEATHRATE	F	EA17
1998 	0.0004	Y01	DEATHRATE	F	EA17
1997 	0.00046	Y01	DEATHRATE	F	EA17
1996 	0.00042	Y01	DEATHRATE	F	EA17
1995 	0.00048	Y01	DEATHRATE	F	EA17
2012 	0.00023	Y01	DEATHRATE	F	EA18
2011 	0.00024	Y01	DEATHRATE	F	EA18
2010 	0.00028	Y01	DEATHRATE	F	EA18
2009 	0.00029	Y01	DEATHRATE	F	EA18
2008 	0.00027	Y01	DEATHRATE	F	EA18
2007 	0.00029	Y01	DEATHRATE	F	EA18
2006 	0.00028	Y01	DEATHRATE	F	EA18
2005 	0.00029	Y01	DEATHRATE	F	EA18
2004 	0.00032	Y01	DEATHRATE	F	EA18
2003 	0.00035	Y01	DEATHRATE	F	EA18
2002 	0.00036	Y01	DEATHRATE	F	EA18
2012 	0.00013	Y01	DEATHRATE	F	EE
2011 	0.00052	Y01	DEATHRATE	F	EE
2010 	0.00064	Y01	DEATHRATE	F	EE
2009 	0.00052	Y01	DEATHRATE	F	EE
2008 	0.00054	Y01	DEATHRATE	F	EE
2007 	0.0	Y01	DEATHRATE	F	EE
2006 	0.00044	Y01	DEATHRATE	F	EE
2005 	0.0006	Y01	DEATHRATE	F	EE
2004 	0.00062	Y01	DEATHRATE	F	EE
2003 	0.00079	Y01	DEATHRATE	F	EE
2002 	0.00016	Y01	DEATHRATE	F	EE
2001 	0.00115	Y01	DEATHRATE	F	EE
2000 	0.00068	Y01	DEATHRATE	F	EE
1999 	0.00154	Y01	DEATHRATE	F	EE
1998 	0.00116	Y01	DEATHRATE	F	EE
1997 	0.00127	Y01	DEATHRATE	F	EE
1996 	0.00107	Y01	DEATHRATE	F	EE
1995 	0.00131	Y01	DEATHRATE	F	EE
1994 	0.00078	Y01	DEATHRATE	F	EE
1993 	0.00103	Y01	DEATHRATE	F	EE
1992 	0.00112	Y01	DEATHRATE	F	EE
1991 	0.00163	Y01	DEATHRATE	F	EE
1990 	0.00144	Y01	DEATHRATE	F	EE
1989 	0.00157	Y01	DEATHRATE	F	EE
1988 	0.00151	Y01	DEATHRATE	F	EE
1987 	0.00077	Y01	DEATHRATE	F	EE
1986 	0.0011	Y01	DEATHRATE	F	EE
1985 	0.0017	Y01	DEATHRATE	F	EE
1984 	0.002	Y01	DEATHRATE	F	EE
1983 	0.00206	Y01	DEATHRATE	F	EE
1982 	0.00119	Y01	DEATHRATE	F	EE
1981 	0.00149	Y01	DEATHRATE	F	EE
1980 	0.00236	Y01	DEATHRATE	F	EE
1979 	0.00149	Y01	DEATHRATE	F	EE
1978 	0.00167	Y01	DEATHRATE	F	EE
1977 	0.00178	Y01	DEATHRATE	F	EE
1976 	0.00218	Y01	DEATHRATE	F	EE
1975 	0.00143	Y01	DEATHRATE	F	EE
1974 	0.00142	Y01	DEATHRATE	F	EE
1973 	0.00121	Y01	DEATHRATE	F	EE
1972 	0.00169	Y01	DEATHRATE	F	EE
1971 	0.00137	Y01	DEATHRATE	F	EE
1970 	0.00154	Y01	DEATHRATE	F	EE
1969 	0.00231	Y01	DEATHRATE	F	EE
1968 	0.00163	Y01	DEATHRATE	F	EE
1967 	0.00186	Y01	DEATHRATE	F	EE
1966 	0.00128	Y01	DEATHRATE	F	EE
1965 	0.00212	Y01	DEATHRATE	F	EE
1964 	0.00211	Y01	DEATHRATE	F	EE
1963 	0.00214	Y01	DEATHRATE	F	EE
1962 	0.00222	Y01	DEATHRATE	F	EE
1961 	0.00247	Y01	DEATHRATE	F	EE
1960 	0.00266	Y01	DEATHRATE	F	EE
2012 	0.00027	Y01	DEATHRATE	F	EEA30
2011 	0.00029	Y01	DEATHRATE	F	EEA30
2010 	0.00032	Y01	DEATHRATE	F	EEA30
2009 	0.00032	Y01	DEATHRATE	F	EEA30
2008 	0.00031	Y01	DEATHRATE	F	EEA30
2007 	0.00035	Y01	DEATHRATE	F	EEA30
2006 	0.00036	Y01	DEATHRATE	F	EEA30
2005 	0.00035	Y01	DEATHRATE	F	EEA30
2004 	0.00038	Y01	DEATHRATE	F	EEA30
2003 	0.0004	Y01	DEATHRATE	F	EEA30
2002 	0.00042	Y01	DEATHRATE	F	EEA30
2012 	0.00027	Y01	DEATHRATE	F	EEA31
2011 	0.00028	Y01	DEATHRATE	F	EEA31
2010 	0.00032	Y01	DEATHRATE	F	EEA31
2009 	0.00032	Y01	DEATHRATE	F	EEA31
2008 	0.00031	Y01	DEATHRATE	F	EEA31
2007 	0.00035	Y01	DEATHRATE	F	EEA31
