last_update	heure	minute	velo	place	somme	roulant
12/9/13 18:25	18	25	11737	26444	38181	 63   
12/9/13 18:30	18	30	11748	26430	38178	 66   
12/9/13 18:35	18	35	11831	26351	38182	 62   
12/9/13 18:40	18	40	11839	26342	38181	 63   
12/9/13 18:45	18	45	11767	26416	38183	 61   
12/9/13 18:50	18	50	11669	26515	38184	 60   
12/9/13 18:55	18	55	11579	26598	38177	 67   
12/9/13 19:00	19	0	11621	26567	38188	 56   
12/9/13 19:05	19	5	11663	26527	38190	 54   
12/9/13 19:10	19	10	11585	26603	38188	 56   
12/9/13 19:15	19	15	11577	26609	38186	 58   
12/9/13 19:20	19	20	11460	26726	38186	 58   
12/9/13 19:25	19	25	11488	26694	38182	 62   
12/9/13 19:30	19	30	11522	26662	38184	 60   
12/9/13 19:35	19	35	11601	26580	38181	 63   
12/9/13 19:40	19	40	11676	26504	38180	 64   
12/9/13 19:45	19	45	11743	26442	38185	 59   
12/9/13 19:50	19	50	11795	26388	38183	 61   
12/9/13 19:55	19	55	11836	26344	38180	 64   
12/9/13 20:00	20	0	11973	26202	38175	 69   
12/9/13 20:05	20	5	11991	26183	38174	 70   
12/9/13 20:10	20	10	12051	26122	38173	 71   
12/9/13 20:15	20	15	12155	26015	38170	 74   
12/9/13 20:20	20	20	12214	25963	38177	 67   
12/9/13 20:25	20	25	12311	25868	38179	 65   
12/9/13 20:30	20	30	12374	25803	38177	 67   
12/9/13 20:35	20	35	12514	25664	38178	 66   
12/9/13 20:40	20	40	12599	25584	38183	 61   
12/9/13 20:45	20	45	12610	25575	38185	 59   
12/9/13 20:50	20	50	12699	25487	38186	 58   
12/9/13 20:55	20	55	12836	25349	38185	 59   
12/9/13 21:00	21	0	12900	25288	38188	 56   
12/9/13 21:05	21	5	12926	25262	38188	 56   
12/9/13 21:10	21	10	12983	25203	38186	 58   
12/9/13 21:15	21	15	13025	25163	38188	 56   
12/9/13 21:20	21	20	13049	25141	38190	 54   
12/9/13 21:25	21	25	13057	25127	38184	 60   
12/9/13 21:30	21	30	13102	25082	38184	 60   
12/9/13 21:35	21	35	13118	25058	38176	 68   
12/9/13 21:40	21	40	13092	25089	38181	 63   
12/9/13 21:45	21	45	13098	25082	38180	 64   
12/9/13 21:50	21	50	13137	25041	38178	 66   
12/9/13 21:55	21	55	13150	25028	38178	 66   
12/9/13 22:00	22	0	13194	24984	38178	 66   
12/9/13 22:05	22	5	13207	24974	38181	 63   
12/9/13 22:10	22	10	13214	24969	38183	 61   
12/9/13 22:15	22	15	13213	24972	38185	 59   
12/9/13 22:20	22	20	13234	24949	38183	 61   
12/9/13 22:25	22	25	13189	24990	38179	 65   
12/9/13 22:30	22	30	13206	24976	38182	 62   
12/9/13 22:35	22	35	13175	25007	38182	 62   
12/9/13 22:40	22	40	13201	24979	38180	 64   
12/9/13 22:45	22	45	13236	24935	38171	 73   
12/9/13 22:50	22	50	13217	24950	38167	 77   
12/9/13 22:55	22	55	13239	24930	38169	 75   
12/9/13 23:00	23	0	13240	24927	38167	 77   
12/9/13 23:05	23	5	13237	24931	38168	 76   
12/9/13 23:10	23	10	13275	24899	38174	 70   
12/9/13 23:15	23	15	13277	24895	38172	 72   
12/9/13 23:20	23	20	13239	24930	38169	 75   
12/9/13 23:25	23	25	13200	24968	38168	 76   
12/9/13 23:30	23	30	13161	25009	38170	 74   
12/9/13 23:35	23	35	13149	25018	38167	 77   
12/9/13 23:40	23	40	13152	25013	38165	 79   
12/9/13 23:45	23	45	13205	24962	38167	 77   
12/9/13 23:50	23	50	13263	24906	38169	 75   
12/9/13 23:55	23	55	13283	24883	38166	 78   
13/9/13 0:00	0	0	13243	24911	38154	 90   
13/9/13 0:05	0	5	13223	24935	38158	 86   
13/9/13 0:10	0	10	13242	24917	38159	 85   
13/9/13 0:15	0	15	13275	24883	38158	 86   
13/9/13 0:20	0	20	13325	24840	38165	 79   
13/9/13 0:25	0	25	13330	24839	38169	 75   
13/9/13 0:30	0	30	13334	24833	38167	 77   
13/9/13 0:35	0	35	13294	24879	38173	 71   
13/9/13 0:40	0	40	13358	24812	38170	 74   
13/9/13 0:45	0	45	13410	24760	38170	 74   
13/9/13 0:50	0	50	13481	24671	38152	 92   
13/9/13 0:55	0	55	13410	24750	38160	 84   
13/9/13 1:00	1	0	13381	24782	38163	 81   
13/9/13 1:05	1	5	13364	24798	38162	 82   
13/9/13 1:10	1	10	13431	24727	38158	 86   
13/9/13 1:15	1	15	13481	24674	38155	 89   
13/9/13 1:20	1	20	13442	24695	38137	 107   
13/9/13 1:25	1	25	13413	24724	38137	 107   
13/9/13 1:30	1	30	13421	24716	38137	 107   
13/9/13 1:35	1	35	13472	24669	38141	 103   
13/9/13 1:40	1	40	13504	24636	38140	 104   
13/9/13 1:45	1	45	13532	24609	38141	 103   
13/9/13 1:50	1	50	13545	24602	38147	 97   
13/9/13 1:55	1	55	13563	24581	38144	 100   
13/9/13 2:00	2	0	13567	24578	38145	 99   
13/9/13 2:05	2	5	13616	24531	38147	 97   
13/9/13 2:10	2	10	13619	24525	38144	 100   
13/9/13 2:15	2	15	13631	24516	38147	 97   
13/9/13 2:20	2	20	13614	24534	38148	 96   
13/9/13 2:25	2	25	13622	24528	38150	 94   
13/9/13 2:30	2	30	13626	24525	38151	 93   
13/9/13 2:35	2	35	13661	24489	38150	 94   
13/9/13 2:40	2	40	13654	24495	38149	 95   
13/9/13 2:45	2	45	13678	24473	38151	 93   
13/9/13 2:50	2	50	13694	24457	38151	 93   
13/9/13 2:55	2	55	13718	24433	38151	 93   
13/9/13 3:00	3	0	13726	24411	38137	 107   
13/9/13 3:05	3	5	13760	24377	38137	 107   
13/9/13 3:10	3	10	13767	24349	38116	 128   
13/9/13 3:15	3	15	13780	24336	38116	 128   
13/9/13 3:20	3	20	13775	24341	38116	 128   
13/9/13 3:25	3	25	13758	24361	38119	 125   
13/9/13 3:30	3	30	13747	24374	38121	 123   
13/9/13 3:35	3	35	13811	24311	38122	 122   
13/9/13 3:40	3	40	13829	24292	38121	 123   
13/9/13 3:45	3	45	13755	24367	38122	 122   
13/9/13 3:50	3	50	13729	24393	38122	 122   
13/9/13 3:55	3	55	13790	24328	38118	 126   
13/9/13 4:00	4	0	13824	24293	38117	 127   
13/9/13 4:05	4	5	13832	24287	38119	 125   
13/9/13 4:10	4	10	13807	24311	38118	 126   
13/9/13 4:15	4	15	13788	24330	38118	 126   
13/9/13 4:20	4	20	13800	24318	38118	 126   
13/9/13 4:25	4	25	13820	24298	38118	 126   
13/9/13 4:30	4	30	13800	24281	38081	 163   
13/9/13 4:35	4	35	13825	24254	38079	 165   
13/9/13 4:40	4	40	13818	24262	38080	 164   
13/9/13 4:45	4	45	13839	24239	38078	 166   
13/9/13 4:50	4	50	13800	24239	38039	 205   
13/9/13 4:55	4	55	13819	24220	38039	 205   
13/9/13 5:00	5	0	13834	24206	38040	 204   
13/9/13 5:05	5	5	13850	24189	38039	 205   
13/9/13 5:10	5	10	13836	24203	38039	 205   
13/9/13 5:15	5	15	13839	24203	38042	 202   
13/9/13 5:20	5	20	13845	24196	38041	 203   
13/9/13 5:25	5	25	13849	24192	38041	 203   
13/9/13 5:30	5	30	13859	24181	38040	 204   
13/9/13 5:35	5	35	13867	24174	38041	 203   
13/9/13 5:40	5	40	13858	24183	38041	 203   
13/9/13 5:45	5	45	13865	24176	38041	 203   
13/9/13 5:50	5	50	13855	24184	38039	 205   
13/9/13 5:55	5	55	13873	24168	38041	 203   
13/9/13 6:00	6	0	13870	24172	38042	 202   
13/9/13 6:05	6	5	13865	24176	38041	 203   
13/9/13 6:10	6	10	13867	24174	38041	 203   
13/9/13 6:15	6	15	13870	24172	38042	 202   
13/9/13 6:20	6	20	13854	24188	38042	 202   
13/9/13 6:25	6	25	13838	24202	38040	 204   
13/9/13 6:30	6	30	13809	24233	38042	 202   
13/9/13 6:35	6	35	13791	24251	38042	 202   
13/9/13 6:40	6	40	13787	24255	38042	 202   
13/9/13 6:45	6	45	13777	24266	38043	 201   
13/9/13 6:50	6	50	13781	24260	38041	 203   
13/9/13 6:55	6	55	13757	24283	38040	 204   
13/9/13 7:00	7	0	13735	24308	38043	 201   
13/9/13 7:05	7	5	13723	24322	38045	 199   
13/9/13 7:10	7	10	13660	24385	38045	 199   
13/9/13 7:15	7	15	13614	24430	38044	 200   
13/9/13 7:20	7	20	13535	24505	38040	 204   
13/9/13 7:25	7	25	13441	24598	38039	 205   
13/9/13 7:30	7	30	13303	24735	38038	 206   
13/9/13 7:35	7	35	13207	24834	38041	 203   
13/9/13 7:40	7	40	13011	25043	38054	 190   
13/9/13 7:45	7	45	12795	25277	38072	 172   
13/9/13 7:50	7	50	12728	25349	38077	 167   
13/9/13 7:55	7	55	12692	25384	38076	 168   
13/9/13 8:00	8	0	12651	25425	38076	 168   
13/9/13 8:05	8	5	12538	25542	38080	 164   
13/9/13 8:10	8	10	12406	25672	38078	 166   
13/9/13 8:15	8	15	12235	25842	38077	 167   
13/9/13 8:20	8	20	12034	26045	38079	 165   
13/9/13 8:25	8	25	11826	26260	38086	 158   
13/9/13 8:30	8	30	11607	26483	38090	 154   
13/9/13 8:35	8	35	11271	26825	38096	 148   
13/9/13 8:40	8	40	10975	27127	38102	 142   
13/9/13 8:45	8	45	10727	27374	38101	 143   
13/9/13 8:50	8	50	10572	27530	38102	 142   
13/9/13 8:55	8	55	10794	27317	38111	 133   
13/9/13 9:00	9	0	11155	26967	38122	 122   
13/9/13 9:05	9	5	11408	26719	38127	 117   
13/9/13 9:10	9	10	11628	26512	38140	 104   
13/9/13 9:15	9	15	11750	26390	38140	 104   
13/9/13 9:20	9	20	11894	26263	38157	 87   
13/9/13 9:25	9	25	12060	26106	38166	 78   
13/9/13 9:30	9	30	12251	25925	38176	 68   
13/9/13 9:35	9	35	12359	25826	38185	 59   
13/9/13 9:40	9	40	12524	25659	38183	 61   
13/9/13 9:45	9	45	12564	25620	38184	 60   
13/9/13 9:50	9	50	12630	25561	38191	 53   
13/9/13 9:55	9	55	12658	25540	38198	 46   
13/9/13 10:00	10	0	12825	25383	38208	 36   
13/9/13 10:05	10	5	12908	25291	38199	 45   
13/9/13 10:10	10	10	12976	25232	38208	 36   
13/9/13 10:15	10	15	13101	25117	38218	 26   
13/9/13 10:20	10	20	13222	25013	38235	 9   
13/9/13 10:25	10	25	13335	24904	38239	 5   
13/9/13 10:30	10	30	13406	24838	38244	 -     
13/9/13 10:35	10	35	13474	24726	38200	 44   
13/9/13 10:40	10	40	13535	24663	38198	 46   
13/9/13 10:45	10	45	13493	24696	38189	 55   
13/9/13 10:50	10	50	13502	24693	38195	 49   
13/9/13 10:55	10	55	13477	24719	38196	 48   
13/9/13 11:00	11	0	13462	24736	38198	 46   
13/9/13 11:05	11	5	13498	24705	38203	 41   
13/9/13 11:10	11	10	13524	24678	38202	 42   
13/9/13 11:15	11	15	13519	24686	38205	 39   
13/9/13 11:20	11	20	13546	24661	38207	 37   
13/9/13 11:25	11	25	13560	24653	38213	 31   
