Label	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13
0	-7.1418449168273	0	0.666666666666667	-8	-2.45236921938374	-2.07054025281304	11.8857657189227	-2.94828362076366	-1.19279688486242	-2.90016463954298	-2.00457379922451	-8.74411625802246	0	4
0	-8.74411625802246	0	0.666666666666667	-8	-2.26782187090807	-1.29570254067944	10.8979010923995	-2.42932454298243	-0.162080538376452	-2.73375777164669	-1.80188597016945	-14.3069978445495	0	4
0	-14.3069978445495	0	1.0	-8	-2.69993508650895	-2.91838145938934	12.3102830142858	-3.58629126696031	-2.22056949044404	-2.90016463954298	-2.41762494568341	-17.7720829295448	0	1
1	-0.522770002914503	0	0.666666666666667	-8	-2.84205937606787	-2.57782092124266	10.18221921032	-2.72631729950289	-2.42932454298243	-2.95036098048906	-2.73375777164669	-11.9764706580977	0	4
0	-11.9764706580977	0	0.666666666666667	-8	-2.86618832739475	-3.1563042832316	10.1845708063456	-3.58629126696031	-2.72631729950289	-2.95036098048906	-2.78201567430045	-13.3757805065197	0	1
0	-13.3757805065197	0	1.0	-8	-2.75397470102569	-2.79161922271091	11.5515494986886	-3.73942983294415	-2.20610329220615	-2.9230752692524	-2.60509106217796	-15.4415557430931	0	4
0	-15.4415557430931	0	0.666666666666667	-8	-2.86618832739475	-2.84105399549508	10.1845708063456	-2.95579069148726	-2.72631729950289	-2.95036098048906	-2.78201567430045	-17.152730141684	0	2
0	-17.152730141684	0	0.666666666666667	-8	-2.86618832739475	-3.06462252215035	10.1845708063456	-3.40292774479782	-2.72631729950289	-2.95036098048906	-2.78201567430045	-19.7390753688019	0	2
1	-3.66024861299252	0	0.75	-8	-2.54344694218542	-2.01009735024854	11.4247753091696	-2.42932454298243	-1.62519996872261	-2.76106316466182	-2.13551989024776	-4.64917384620081	0	4
0	-4.64917384620081	0	0.75	-8	-2.54344694218542	-2.85383320278851	11.4247753091696	-4.15640752634252	-1.9757675390406	-2.76106316466182	-2.13551989024776	-15.1139492681758	0	4
0	-15.1139492681758	0	0.75	-8	-2.55953290973668	-2.39575292490784	11.4263430398534	-3.58629126696031	-1.62519996872261	-2.78201567430045	-2.13551989024776	-16.1028745013841	0	1
0	-16.1028745013841	0	0.75	-8	-2.55953290973668	-3.23948877744781	11.4263430398534	-4.15640752634252	-1.9757675390406	-2.78201567430045	-2.13551989024776	-16.3631307758517	0	1
0	-16.3631307758517	0	0.75	-8	-2.83598540920429	-2.41241389277111	11.4944173069928	-3.11098382407059	-1.62519996872261	-3.13094480491666	-2.61594825803441	-17.3204731459539	0	4
1	-2.52191939109278	0	1.0	-8	-3.37079329995756	-2.67523910626257	11.8299155407072	-2.71598916902111	-2.63448904350403	-3.46290171972176	-3.27868488019335	-6.09050086923846	0	4
0	-6.09050086923846	0	1.0	-8	-3.37079329995756	-3.82644124995234	11.8299155407072	-5.01839345640064	-2.63448904350403	-3.46290171972176	-3.27868488019335	-11.0764618065626	0	4
0	-11.0764618065626	0	1.0	-8	-3.37079329995756	-2.25000233517484	11.8299155407072	-2.63448904350403	-1.86551562684565	-3.46290171972176	-3.27868488019335	-14.4303054075519	0	4
0	-14.4303054075519	0	1.0	-8	-3.37079329995756	-3.66739442519496	11.8299155407072	-4.70029980688589	-2.63448904350403	-3.46290171972176	-3.27868488019335	-16.2976055360128	0	4
0	-16.2976055360128	0	1.0	-8	-3.38104291913625	-3.02568647745613	11.8354715298012	-3.33538378589115	-2.71598916902111	-3.46290171972176	-3.29918411855074	-16.4329559093072	0	2
1	-2.52191939109278	0	1.0	-8	-3.37079329995756	-2.67523910626257	11.8299155407072	-2.71598916902111	-2.63448904350403	-3.46290171972176	-3.27868488019335	-6.09050086923846	0	4
