Label	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16
0	-10.769546744332	0	0.8	-8	-3.03033828770962	-2.09765180541327	13.1197908128032	-2.56485126618934	-1.48998197547561	-3.32640862774351	-2.61180217767287	-13.5010622313681	0	2	-10	-10	0.0269604587748764
1	-13.5010622313681	0	0.8	-8	-3.03033828770962	-2.97649196477966	13.1197908128032	-5.58947592548175	-1.48998197547561	-3.32640862774351	-2.61180217767287	-14.2609212033073	0	2	-10	-10	1.90436789242372
1	-13.5010622313681	0	0.8	-8	-3.03033828770962	-2.97649196477966	13.1197908128032	-5.58947592548175	-1.48998197547561	-3.32640862774351	-2.61180217767287	-14.2609212033073	0	2	-10	-10	1.90436789242372
0	-10.769546744332	0	0.8	-8	-3.03033828770962	-2.09765180541327	13.1197908128032	-2.56485126618934	-1.48998197547561	-3.32640862774351	-2.61180217767287	-13.5010622313681	0	2	-10	-10	0.0269604587748764
1	-13.5010622313681	0	0.8	-8	-3.03033828770962	-2.97649196477966	13.1197908128032	-5.58947592548175	-1.48998197547561	-3.32640862774351	-2.61180217767287	-14.2609212033073	0	2	-10	-10	1.90436789242372
0	-14.2609212033073	0	0.8	-8	-3.03033828770962	-2.32892822029671	13.1197908128032	-2.99922094754996	-1.48998197547561	-3.32640862774351	-2.61180217767287	-16.3373201775568	0	2	-10	-10	-11.2616081628071
0	-7.41126848367719	0	0.5	-8	-2.85085061091125	-2.22972450356344	10.238357861963	-2.53019822596009	-1.92925078116678	-2.99749128170769	-2.7042099401148	-13.7097101678844	0	2	-10	-10	-4.70244040043482
1	-13.7097101678844	0	1.0	-8	-2.88396265664142	-2.88358206305621	12.5761455983399	-5.58947592548175	-1.45075027938698	-3.13780185082113	-2.64849834102877	-14.4695691398235	0	2	-10	-10	3.29241139363806
0	-14.4695691398235	0	1.0	-8	-2.88396265664142	-2.23601831857327	12.5761455983399	-2.99922094754996	-1.45075027938698	-3.13780185082113	-2.64849834102877	-16.545968114073	0	2	-10	-10	-10.6898383532339
0	-3.97858807368763	0	1.0	-8	-2.73309171729515	-2.40631466865404	12.0410626522703	-2.56485126618934	-2.10396729770216	-3.04534049460098	-2.49017049566055	-6.0791368586848	0	2	-10	-10	-0.203022064573055
1	-6.0791368586848	0	0.666666666666667	-8	-2.45365002903805	-1.63800507281096	11.0517229395311	-2.10396729770216	-1.17204284791975	-2.66376416162394	-2.24353589645217	-13.7018815032418	0	2	-10	-10	-2.68268366417857
0	-13.7018815032418	0	0.666666666666667	-8	-2.47667716622357	-1.61122120130052	11.0750489501414	-2.10396729770216	-1.11847510489887	-2.66376416162394	-2.2895901708232	-15.0147167035008	0	2	-10	-10	-11.3786799702815
0	-7.25645591541828	0	0.4	-8	-2.12659627414674	-1.05991841118692	9.28055069182453	-1.71407148708951	-0.405765335284331	-2.58908826636574	-1.66410428192773	-12.8010109356473	0	2	-10	-10	-4.9481119164464
1	-12.8010109356473	0	0.8	-8	-2.79021918860223	-2.90638867504022	11.2252396035516	-5.58947592548175	-1.71407148708951	-3.13780185082113	-2.58908826636574	-13.5608699075865	0	2	-10	0.274362577560687	7.21870887435059
