Label	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16
1	-1.23915231144711	0	0.5	-8	-1.48999028830881	-1.20366075877946	10.48099514372	-1.8769547655586	-0.530366752000319	-2.37792060262524	-0.602059973992375	-4.08841765911396	0	3	-1e+300	0.597817134204341	-4.28742576579023
0	-4.08841765911396	0	0.75	-8	-1.7604345063126	-1.15037211668068	11.4033523970034	-1.8769547655586	-0.668119539854612	-2.37792060262524	-0.888901212913356	-16.9420894779346	0	3	-1e+300	-1e+300	-0.139047670809858
0	-16.9420894779346	0	0.5	-8	-1.49038749704119	-0.904384236304538	10.4858466194749	-1.27840172060876	-0.530366752000319	-2.37871502009001	-0.602059973992375	-19.5665815826389	0	1	-1e+300	-1e+300	-12.823415914609
1	-0.321361637387866	0	1.0	-8	-2.22370824169168	-1.92373791054753	10.5648741517013	-2.29446537062435	-1.64938995352348	-2.48629611927543	-1.88565334287831	-1.87207257579764	0	3	-1e+300	0.126275741389801	-1.09930004252287
0	-1.87207257579764	0	1.0	-8	-2.29469187258951	-1.99929449457401	10.6119953184343	-2.5412338447399	-1.64938995352348	-2.84121427376459	-1.88565334287831	-5.07074304552284	0	3	-1e+300	-1e+300	0.520258116593922
0	-5.07074304552284	0	1.0	-8	-2.26083682957401	-1.90873423871393	10.5994506989846	-2.29446537062435	-1.57437159435551	-2.48629611927543	-2.07129628228995	-6.62145398393262	0	1	-1e+300	-1e+300	1.10039300514696
0	-0.538449580889825	0	0.75	-8	-1.78468794186066	-1.3460830902441	12.2128898370254	-1.39215096400087	-1.3211785088694	-1.87705062427851	-1.63115389366104	-1.15742804176048	0	2	-1e+300	0.613825001321881	7.11536947389315
0	-1.15742804176048	0	1.0	-8	-2.04970287530992	-1.51893701926342	12.4713675006062	-1.99774903903463	-1.3211785088694	-2.87505285003473	-1.63115389366104	-2.6362688648214	0	2	-1e+300	0.281722161550577	4.16680105840577
1	-2.6362688648214	0	0.75	-8	-1.64942095382792	-1.20533452595872	11.529804237948	-1.32491979786202	-0.969905271144731	-1.84585930764242	-1.47124966018031	-8.071536298624	0	2	-1e+300	0.599901044951655	8.00174824721348
1	-0.356449794599757	0	1.0	-8	-1.97644983713139	-1.74413516361262	9.92350350917691	-1.86923139838252	-1.46616150219984	-2.23357596760914	-1.7316801181734	-4.24478913773541	0	3	-1e+300	0.597817134204341	-2.38341237698821
0	-4.24478913773541	0	1.0	-8	-1.90492674237834	-1.37028888335706	10.0030915109113	-1.83433487325177	2.89529658306311e-09	-2.23357596760914	-1.60852585727506	-6.67961588860239	0	3	-1e+300	0.487551289647691	5.14666056310335
0	-6.67961588860239	0	1.0	-8	-2.02498733995231	-1.90471115851268	9.92891856469549	-2.63721484775208	-1.46616150219984	-2.27446155097461	-1.7316801181734	-7.56138229536609	0	1	-1e+300	-1e+300	-8.1649538139544
1	-1.25073724263799	0	1.0	-8	-1.90333510818757	-1.4373196798623	11.8765688376617	-1.88381047322118	-1.0924657033751	-2.10710735901577	-1.64831774246512	-4.10839952433858	0	3	-1e+300	0.613825001321881	3.75603742716899
0	-4.10839952433858	0	1.0	-8	-1.9529498911672	-1.46805899849488	11.9583569098094	-1.97602842911891	-1.0924657033751	-2.25595170795466	-1.64831774246512	-17.5646916721778	0	1	-1e+300	-1e+300	3.10892899571463
