Label	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12
1	-7.84516010986729	0	0.666666666666667	-8	-5.15548381475207	-4.42101167289713	0.954242509439324	-8.0	-0.842023345794264	-8.0	-2.31096762950414	-8.86520858094084	0
0	-8.87526148586602	0	1.0	-8	-5.04507965289715	-4.45497239917556	1.14390086496511	-8.0	-0.909944798351113	-8.0	-2.0901593057943	-10.9755342108755	0
0	-10.9755342108755	0	1.0	-8	-5.04507965289715	-4.45497239917556	1.14390086496511	-8.0	-0.909944798351113	-8.0	-2.0901593057943	-12.8374564089144	0
1	-2.60003550923247	1	1.0	-8	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-6.15353582397672	0
0	-6.15353582397672	1	1.0	-8	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-230.675363264053	0
1	-1.64057343101049	0	0.5	-8	-2.72307713425975	-1.50402801884395	10.0367491993586	-1.8419845027868	-1.16607153490109	-3.26526478526145	-2.18088948325805	-5.18485955008462	0
0	-5.18485955008462	0	0.5	-8	-2.72307713425975	-1.50402801884395	10.0367491993586	-1.8419845027868	-1.16607153490109	-3.26526478526145	-2.18088948325805	-10.7440807715408	0
0	-0.638298863293531	0	0.8	-8	-2.71535141852214	-2.74418501328267	11.8819065506236	-3.97114240148026	-1.86864411745279	-3.12006740880412	-2.07325947791646	-3.35039929958083	0
1	-3.35039929958083	0	0.8	-8	-2.71535141852214	-2.74418501328267	11.8819065506236	-3.97114240148026	-1.86864411745279	-3.12006740880412	-2.07325947791646	-5.36645043972573	0
1	-2.80547311764206	0	0.666666666666667	-8	-2.63845206971262	-2.9758995384987	11.6240385460216	-3.24821086990332	-2.70358820709409	-2.89208741462047	-2.38481672480478	-3.08834795904679	0
0	-3.08834795904679	0	0.666666666666667	-8	-2.63845206971262	-2.9758995384987	11.6240385460216	-3.24821086990332	-2.70358820709409	-2.89208741462047	-2.38481672480478	-6.77415877687538	0
0	-8.97113137677845	0	1.0	-8	-4.1271576825849	-3.93810255596669	6.81092047205401	-8.0	-1.71078264135786	-8.0	-2.21959290377288	-11.4758295763869	0
0	-11.4758295763869	0	1.0	-8	-4.1271576825849	-3.93810255596669	6.81092047205401	-8.0	-1.71078264135786	-8.0	-2.21959290377288	-11.7585716014888	0
1	-1.14873667585068	0	0.5	-8	-1.65356019784633	-0.915629514671635	10.7845698627362	-2.39553046048372	0.564271431140453	-3.03605363146125	-0.271066764231409	-6.20332103772182	0
0	-6.20332103772182	0	0.5	-8	-1.65356019784633	-0.915629514671635	10.7845698627362	-2.39553046048372	0.564271431140453	-3.03605363146125	-0.271066764231409	-10.3808897070213	0
0	-1.45429909023395	0	1.0	-8	-2.91170316046425	-2.90811051861259	12.3407130071774	-4.73851112827204	-1.82310576241836	-3.12850699178762	-2.52707011358915	-7.03826575509849	0
0	-7.03826575509849	0	1.0	-8	-2.91170316046425	-2.90811051861259	12.3407130071774	-4.73851112827204	-1.82310576241836	-3.12850699178762	-2.52707011358915	-9.37596261776014	0
0	-5.47151615792723	0	0.8	-8	-2.77513564458495	-2.37346265548648	12.0463754037583	-2.99922094754996	-1.7555935347925	-3.13780185082113	-2.29005859474756	-5.77556868626169	0
0	-5.77556868626169	0	0.8	-8	-2.77513564458495	-2.37346265548648	12.0463754037583	-2.99922094754996	-1.7555935347925	-3.13780185082113	-2.29005859474756	-9.13289487463321	0
0	-1.32395682199904	0	0.666666666666667	-8	-5.72478707629007	-5.44492917557339	0.499999999999999	-8.0	-2.88985835114678	-8.0	-3.44957415258015	-1.61278405007007	0
1	-1.61278405007007	0	0.666666666666667	-8	-5.72478707629007	-5.44492917557339	0.499999999999999	-8.0	-2.88985835114678	-8.0	-3.44957415258015	-14.0653158408459	0
0	-10.0154639903027	0	1.0	-8	-2.85351754434638	-3.50740500378414	12.1895373270687	-5.58947592548175	-1.72901392728307	-3.13780185082113	-2.44207999619299	-12.7469794773388	0
1	-12.7469794773388	0	1.0	-8	-2.85351754434638	-3.50740500378414	12.1895373270687	-5.58947592548175	-1.72901392728307	-3.13780185082113	-2.44207999619299	-13.506838449278	0
0	-9.3072861811809	0	0.75	-8	-2.44517016345235	-2.37943908280086	12.304387842207	-4.85951501061888	-0.785976561377082	-3.13780185082113	-1.59187355630855	-11.7560596431151	0
0	-11.7560596431151	0	0.75	-8	-2.44517016345235	-2.37943908280086	12.304387842207	-4.85951501061888	-0.785976561377082	-3.13780185082113	-1.59187355630855	-12.038801668217	0
0	-7.08426798162392	0	1.0	-8	-2.79218772625302	-3.03813225833604	12.7215777599103	-5.90621274126698	-1.49282567640663	-3.14197935214871	-2.58670239841477	-10.6637302542166	0
0	-10.6637302542166	0	1.0	-8	-2.79218772625302	-3.03813225833604	12.7215777599103	-5.90621274126698	-1.49282567640663	-3.14197935214871	-2.58670239841477	-10.9464722793186	0
0	-5.4568784266648	0	0.8	-8	-2.8822295017052	-2.36341458983234	12.0460314684002	-2.91893590154538	-1.75769634857429	-3.80208043035208	-2.41251189904917	-11.8617648304579	0
0	-11.8617648304579	0	0.8	-8	-2.8822295017052	-2.36341458983234	12.0460314684002	-2.91893590154538	-1.75769634857429	-3.80208043035208	-2.41251189904917	-12.1445068555598	0
1	-6.93511594944905	0	1.0	-8	-4.49188774804131	-4.14086447025404	5.61817768894577	-8.0	-1.55721186166667	-8.0	-2.54738998801327	-7.83920667764283	1
0	-7.83920667764283	0	1.0	-8	-4.49188774804131	-4.14086447025404	5.61817768894577	-8.0	-1.55721186166667	-8.0	-2.54738998801327	-13.6587421412092	1
1	-4.95359462554339	0	0.75	-8	-2.71735042614844	-2.48444380189856	11.9364851248383	-4.20451162020087	-1.23072300873245	-3.01560652700133	-2.43791928619581	-5.52561059071579	1
0	-5.52561059071579	0	0.75	-8	-2.71735042614844	-2.48444380189856	11.9364851248383	-4.20451162020087	-1.23072300873245	-3.01560652700133	-2.43791928619581	-6.40524717547849	1
0	-8.5558525311182	0	0.75	-8	-4.33502850252819	-4.30729989654041	4.97165170952508	-8.0	-1.75719644757275	-8.0	-2.37909829184448	-9.01288171587085	0
1	-9.01288171587085	0	0.75	-8	-4.33502850252819	-4.30729989654041	4.97165170952508	-8.0	-1.75719644757275	-8.0	-2.37909829184448	-10.6101895952571	0
1	-4.16551509042847	0	1.0	-8	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-4.67042853580389	0
0	-4.67042853580389	0	1.0	-8	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-10.2068320672408	0
0	-2.46877077268029	1	1.0	-8	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-6.65131472638363	1
0	-6.65131472638363	1	1.0	-8	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-6.71248427754464	1
1	-4.73500178252887	0	1.0	-8	-4.66291452370898	-4.72724938649472	4.8419961993859	-8.0	-2.04282552228167	-8.0	-2.67836453656621	-13.9414536483438	1
0	-13.9414536483438	0	1.0	-8	-4.66291452370898	-4.72724938649472	4.8419961993859	-8.0	-2.04282552228167	-8.0	-2.67836453656621	-14.8696243784632	1
1	-230.620365602085	1	1.0	-8	-1.98565055351685	0.0579919501573428	8.90308998699194	0.0579919501573428	0.0579919501573428	-1.98565055351685	-1.98565055351685	-234.371107301936	1
0	-234.371107301936	1	1.0	-8	-1.98565055351685	0.0579919501573428	8.90308998699194	0.0579919501573428	0.0579919501573428	-1.98565055351685	-1.98565055351685	-234.964171023939	1
0	-5.91687563551675	0	0.75	-8	-3.15813518207575	-2.99308750136134	12.0231908965022	-6.17151674493453	-0.205416879930956	-3.28774696011507	-2.96233698851005	-5.96420928543808	1
0	-5.96420928543808	0	0.75	-8	-3.15813518207575	-2.99308750136134	12.0231908965022	-6.17151674493453	-0.205416879930956	-3.28774696011507	-2.96233698851005	-8.69572477247419	1
1	-4.66966446029577	0	1.0	-8	-4.28331409810803	-3.91982191413858	4.90549193313212	-8.0	-1.73337117944185	-8.0	-2.40964941212311	-6.49299158455046	1
0	-6.49299158455046	0	1.0	-8	-4.28331409810803	-3.91982191413858	4.90549193313212	-8.0	-1.73337117944185	-8.0	-2.40964941212311	-7.65364501751955	1
1	-12.4895023877325	0	1.0	-8	-2.61998793774445	-2.50363658834127	12.4998646058665	-4.31584636835414	-1.34871679616252	-3.00375999825413	-2.30843368624226	-16.2270397321129	1
0	-16.2270397321129	0	1.0	-8	-2.61998793774445	-2.50363658834127	12.4998646058665	-4.31584636835414	-1.34871679616252	-3.00375999825413	-2.30843368624226	-16.4600427206068	1
1	-3.76533509445651	0	0.75	-8	-2.85116287484962	-3.15132614389764	12.7454197225404	-4.76760803696766	-1.90528077304456	-3.10159271029555	-2.52362265814263	-6.53631460336701	1
0	-6.53631460336701	0	0.75	-8	-2.85116287484962	-3.15132614389764	12.7454197225404	-4.76760803696766	-1.90528077304456	-3.10159271029555	-2.52362265814263	-7.83636662691279	1
0	-6.63361754690786	0	0.8	-8	-2.67187839539261	-2.1615353600791	11.4174283581663	-3.53659665523623	-0.570285003623332	-2.93011943312936	-2.44261134686585	-7.11486310038687	1
0	-7.11486310038687	0	0.8	-8	-2.67187839539261	-2.1615353600791	11.4174283581663	-3.53659665523623	-0.570285003623332	-2.93011943312936	-2.44261134686585	-8.55316380515599	1
1	-3.1771461643852	0	1.0	-8	-5.28763994103606	-6.03340540931185	1.51771486909227	-8.0	-4.06681081862371	-8.0	-2.57527988207212	-6.00752312221692	1
0	-6.00752312221692	0	1.0	-8	-5.28763994103606	-6.03340540931185	1.51771486909227	-8.0	-4.06681081862371	-8.0	-2.57527988207212	-7.84109305037801	1
0	-5.73199993817923	0	1.0	-8	-2.89469618070834	-3.18385783106773	13.4553890518061	-5.65638798793757	-1.99818666049887	-3.17982040962225	-2.60951750381583	-8.46351542521534	1
1	-8.46351542521534	0	1.0	-8	-2.89469618070834	-3.18385783106773	13.4553890518061	-5.65638798793757	-1.99818666049887	-3.17982040962225	-2.60951750381583	-9.22337439715452	1
1	-4.26165531830796	0	1.0	-8	-5.30475875190792	-6.04561742874879	2.67307962969533	-8.0	-4.09123485749759	-8.0	-2.60951750381583	-7.21924981345362	0
0	-7.21924981345362	0	1.0	-8	-5.30475875190792	-6.04561742874879	2.67307962969533	-8.0	-4.09123485749759	-8.0	-2.60951750381583	-11.4939074854532	0
0	-3.45137237643955	0	0.6	-8	-2.73867275837861	-1.31536538584132	12.7181166483176	-2.20525491317864	0.340794483939191	-2.87591050758881	-2.60951750381583	-6.42941934805358	1
1	-6.42941934805358	0	0.6	-8	-2.73867275837861	-1.31536538584132	12.7181166483176	-2.20525491317864	0.340794483939191	-2.87591050758881	-2.60951750381583	-8.92818699755353	1
1	-6.53201867803857	0	1.0	-8	-2.80192118927551	-2.91055243757444	13.215876461391	-5.07700148185219	-1.32672085248686	-3.24459940854668	-2.38760612617637	-7.64306257077619	1
0	-7.64306257077619	0	1.0	-8	-2.80192118927551	-2.91055243757444	13.215876461391	-5.07700148185219	-1.32672085248686	-3.24459940854668	-2.38760612617637	-9.37678452319259	1
1	-5.65165012008354	0	0.75	-8	-2.60027140092694	-3.01486145927821	12.2205269771448	-3.67312109571243	-2.50781855551632	-2.96966676236989	-2.38760612617637	-5.74518208010492	1
0	-5.74518208010492	0	0.75	-8	-2.60027140092694	-3.01486145927821	12.2205269771448	-3.67312109571243	-2.50781855551632	-2.96966676236989	-2.38760612617637	-8.49641596523756	1
0	-5.52194431748933	0	0.75	-8	-2.59594964793023	-2.54922874168752	12.2858175137709	-4.82691883539298	-1.10552419201261	-3.06083213749447	-2.11749930248038	-8.24469346263678	1
0	-8.24469346263678	0	0.75	-8	-2.59594964793023	-2.54922874168752	12.2858175137709	-4.82691883539298	-1.10552419201261	-3.06083213749447	-2.11749930248038	-11.9167392737075	1
0	-0.574328446895899	0	0.75	-8	-2.68818393734959	-3.870065471151	12.4276361156039	-5.0767937119691	-2.44216784398632	-2.8011259059854	-2.60951750381583	-2.1403107262551	0
1	-2.1403107262551	0	0.75	-8	-2.68818393734959	-3.870065471151	12.4276361156039	-5.0767937119691	-2.44216784398632	-2.8011259059854	-2.60951750381583	-9.37256289340037	0
1	-0.7663669221547	0	0.8	-8	-2.30410566131012	-1.89117247810396	12.6765447313635	-2.92355074269837	0.0067630539895885	-3.28014622181036	-0.533056442181249	-2.52661288046321	1
0	-2.52661288046321	0	0.8	-8	-2.30410566131012	-1.89117247810396	12.6765447313635	-2.92355074269837	0.0067630539895885	-3.28014622181036	-0.533056442181249	-3.31210753942147	1
0	-6.78199339400893	0	1.0	-8	-2.81453283038251	-2.40826584959482	13.4539294646594	-4.09123485749759	-1.25874911819322	-3.13780185082113	-2.3982042351906	-9.51350888104504	0
1	-9.51350888104504	0	1.0	-8	-2.81453283038251	-2.40826584959482	13.4539294646594	-4.09123485749759	-1.25874911819322	-3.13780185082113	-2.3982042351906	-10.2733678529842	0
0	-6.31777249249392	0	0.666666666666667	-8	-2.85740157349526	-2.01481103045942	11.9121575050437	-2.31231915127794	-1.40274256035379	-3.13331340723435	-2.5470390143245	-8.09891032224314	1
1	-8.09891032224314	0	0.666666666666667	-8	-2.85740157349526	-2.01481103045942	11.9121575050437	-2.31231915127794	-1.40274256035379	-3.13331340723435	-2.5470390143245	-10.67040236512	1
1	-7.40058649135151	0	0.8	-8	-2.24016140517412	-1.79526877404385	12.8124595946441	-3.34905693768412	-0.182731039660905	-2.92827325611067	-1.02516922890189	-8.3046772195453	0
0	-8.3046772195453	0	0.8	-8	-2.24016140517412	-1.79526877404385	12.8124595946441	-3.34905693768412	-0.182731039660905	-2.92827325611067	-1.02516922890189	-9.45368724397758	0
0	-5.26380242253042	0	1.0	-8	-2.76202052465041	-2.85633166278789	12.4926588805069	-4.47848987942872	-1.90134836175154	-3.13399629887995	-2.56209721517821	-6.6248655988036	1
0	-6.6248655988036	0	1.0	-8	-2.76202052465041	-2.85633166278789	12.4926588805069	-4.47848987942872	-1.90134836175154	-3.13399629887995	-2.56209721517821	-7.54564876411589	1
1	-7.04809524229518	0	1.0	-8	-3.04515967274367	-2.31060555476724	12.9658546253313	-3.11098382407059	-1.44836198770851	-3.27674156750271	-2.78811967548343	-7.44517960395138	1
0	-7.44517960395138	0	1.0	-8	-3.04515967274367	-2.31060555476724	12.9658546253313	-3.11098382407059	-1.44836198770851	-3.27674156750271	-2.78811967548343	-8.42096225376584	1
0	-4.53441554424105	0	1.0	-8	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-4.55209764342944	1
1	-4.55209764342944	0	1.0	-8	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-10.9773366845493	1
1	-1.39911445830894	0	1.0	-8	-5.43408203341357	-5.70056086289347	2.60423545877843	-8.0	-3.40112172578695	-8.0	-2.86816406682714	-2.48359231917639	1
0	-2.48359231917639	0	1.0	-8	-5.43408203341357	-5.70056086289347	2.60423545877843	-8.0	-3.40112172578695	-8.0	-2.86816406682714	-16.7479259714238	1
1	-3.76483275091637	0	1.0	-8	1.50414063940805	1.12719086378845	11.4068131371527	-2.45074571764243	8.0	-4.12591303279266	11.2113875529369	-8.50723498919455	1
0	-8.50723498919455	0	1.0	-8	1.50414063940805	1.12719086378845	11.4068131371527	-2.45074571764243	8.0	-4.12591303279266	11.2113875529369	-8.92815427479727	1
1	-2.61963782065629	0	1.0	-8	-2.64006495722522	-2.0907630827398	12.3608950599956	-2.27642861806647	-1.8222241861172	-2.93531400834912	-2.48222530241756	-3.12059931212904	1
0	-3.12059931212904	0	1.0	-8	-2.64006495722522	-2.0907630827398	12.3608950599956	-2.27642861806647	-1.8222241861172	-2.93531400834912	-2.48222530241756	-15.127547027307	1
0	-17.681054238386	0	1.0	-8	-2.89902393000926	-2.27054495720358	12.6994212023968	-3.27558250952794	-1.45175865944198	-3.13780185082113	-2.4693239111112	-18.9561956444501	0
0	-18.9561956444501	0	1.0	-8	-2.89902393000926	-2.27054495720358	12.6994212023968	-3.27558250952794	-1.45175865944198	-3.13780185082113	-2.4693239111112	-19.35647036853	0
0	-11.9093890240481	0	0.6	-8	-2.66791272358573	-2.72944983152017	11.997696760065	-3.57045083915094	-1.58575519889362	-3.016233695974	-2.33708356137502	-12.2753092925044	1
0	-12.2753092925044	0	0.6	-8	-2.66791272358573	-2.72944983152017	11.997696760065	-3.57045083915094	-1.58575519889362	-3.016233695974	-2.33708356137502	-13.5067884300701	1
0	-12.1310126888422	0	0.833333333333333	-8	-2.83497046847789	-1.84362355345531	12.6978123932544	-2.2495248658309	-1.17290246413018	-3.07029801104996	-2.64533805889105	-12.4969329572985	1
0	-12.4969329572985	0	0.833333333333333	-8	-2.83497046847789	-1.84362355345531	12.6978123932544	-2.2495248658309	-1.17290246413018	-3.07029801104996	-2.64533805889105	-13.7284120948643	1
1	-6.38483002565873	0	0.6	-8	-2.95149411956232	-1.29415134713378	11.223262772254	-2.2495248658309	-0.192545040456304	-3.02424840414301	-2.82647395628981	-8.71890220370068	1
