Label	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11
1	-1.556694583419025	0.6666666666666666	0.6666666666666666	-8.0	-2.9067581836102443	-8.0	6.903395135792035	-8.0	-8.0	-3.335633622302429	-2.47788274491806	12.505117384691067
0	-9.32212468912722	0.25	1.0	-8.0	-2.7189129193199815	-8.0	9.49031272485903	-8.0	-8.0	-3.1407329359600893	-2.2815567453500596	2.45086280213088
0	-11.7729874912581	0.5	0.75	-8.0	-2.525021243513331	-8.0	8.921189497537396	-8.0	-8.0	-2.838929160211562	-2.2815567453500596	0.2802479007692078
0	-5.367153343803578	0.4	0.8	-8.0	-2.9711217962557868	-8.0	8.39522123753272	-8.0	-8.0	-4.016943571078447	-2.4141816179749234	6.511426201353757
0	-11.878579545157335	0.4	0.8	-8.0	-2.8776841991416346	-8.0	9.024886662304716	-8.0	-8.0	-3.8030481934016813	-2.4141816179749234	0.280247900769206
1	-6.919310951283776	0.6666666666666666	0.6666666666666666	-8.0	-2.645538273522952	-8.0	8.691722759926517	-8.0	-8.0	-2.6961044762955977	-2.594972070750307	0.9199104231854616
0	-7.839221374469237	0.3333333333333333	1.0	-8.0	-2.1952490145764956	-8.0	9.555896804302229	-8.0	-8.0	-2.9347181395074475	-1.0560568334717326	5.783285404004068
1	-4.94348233449146	0.5	0.75	-8.0	-2.742355923463419	-8.0	8.911479524246992	-8.0	-8.0	-3.0230774374176894	-2.4893093031864466	0.6142324550712992
0	-5.557714789562759	0.5	0.75	-8.0	-2.742355923463419	-8.0	8.911479524246992	-8.0	-8.0	-3.0230774374176894	-2.4893093031864466	0.8111195526924639
1	-5.353355984015231	0.3333333333333333	1.0	-8.0	-3.044703322610454	-8.0	9.40612209830728	-8.0	-8.0	-3.353991133343546	-2.7008045157486698	0.21373700391345984
0	-5.567092987928691	0.6666666666666666	0.6666666666666666	-8.0	-2.4072805161574498	-8.0	8.402447298895881	-8.0	-8.0	-3.079314318739146	-1.7352467135757534	10.205209173120668
1	-4.146606252825499	0.5	1.0	-8.0	-2.6198486026238417	-8.0	7.0827260364159645	-8.0	-8.0	-2.6627558341166724	-2.5769413711310105	0.5308889317786818
0	-4.677495184604181	0.5	1.0	-8.0	-2.6198486026238417	-8.0	7.0827260364159645	-8.0	-8.0	-2.6627558341166724	-2.5769413711310105	5.613827391206218
1	-3.154791996235136	1.0	1.0	-8.0	-2.330557779017094	-8.0	6.146128035678241	-8.0	-8.0	-2.330557779017094	-2.330557779017094	3.014928198008669
0	-6.169720194243805	1.0	1.0	-8.0	-2.5835749246180852	-8.0	5.477121254719677	-8.0	-8.0	-2.5835749246180852	-2.5835749246180852	224.1948863537457
1	-230.62036560208526	1.0	1.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	3.750741699850778
0	-234.37110730193604	1.0	1.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	0.5930637220029951
1	-9.32191514666307	1.0	1.0	-8.0	-2.630426021075868	-8.0	6.322219294733921	-8.0	-8.0	-2.630426021075868	-2.630426021075868	221.16408069285163
0	-230.4859958395147	1.0	1.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	3.932177488232611
1	-230.275530986974	1.0	1.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	3.13502728564319
0	-233.41055827261718	1.0	1.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	0.5913644862500007
