index	nb_urls	delimit_hash	geo	text	nb_symbols	annee	delimit_mention	nb_extended_entities	text_mention	id_str	nb_user_photos	nb_user_mentions	type_extended_entities	created_at	lang	retweet_count	nb_hashtags	favorite_count	text_hashtags
778241143351939072	0	, 80, 91		Angelina Jolie et Brad Pitt divorcent ! Je ne suis que tristesse ! (viaz @TMZ ) #brangelina	0	2016	, 73, 77	0	, TMZ	778241143351939072	0	1	[]	Tue Sep 20 14:35:22 +0000 2016	fr	0	1	0	, brangelina
778242492005228548	1	, 28, 39		NON!!!!!! Je braille!!!! :( #brangelina  https://t.co/rMZfeEshNy	0	2016		0		778242492005228548	0	0	[]	Tue Sep 20 14:40:43 +0000 2016	fr	0	1	0	, brangelina
778242940233711616	1	, 63, 74		Voilà, ça c'est la vraie annonce de l'arrivée de l'apocalypse! #brangelina https://t.co/IajvfXwcRp	0	2016		0		778242940233711616	0	0	[]	Tue Sep 20 14:42:30 +0000 2016	fr	1	1	1	, brangelina
778243351422304256	0	, 20, 31		C'est l'apocalypse  #brangelina	0	2016		0		778243351422304256	0	0	[]	Tue Sep 20 14:44:08 +0000 2016	fr	0	1	1	, brangelina
778243536231596032	0	, 35, 46		L'alerte AFP qu'on n'attendait pas #brangelina https://t.co/QXRpeGbC29	0	2016		1		778243536231596032	1	0	['photo']	Tue Sep 20 14:44:52 +0000 2016	fr	2	1	2	, brangelina
778243803127971840	1	, 6, 20, 43, 52, 78, 89		ladh: #AngelinaJolie demande le divorce de #BradPitt  https://t.co/kCn6nCP9xj #brangelina https://t.co/igpa0hg3t7	0	2016		1		778243803127971840	1	0	['photo']	Tue Sep 20 14:45:56 +0000 2016	fr	0	3	0	, AngelinaJolie, BradPitt, brangelina
778243863177629697	0	, 34, 45, 46, 50		Et soudain, Twitter s'enflamme... #brangelina #TMZ	0	2016		0		778243863177629697	0	0	[]	Tue Sep 20 14:46:10 +0000 2016	fr	0	2	2	, brangelina, TMZ
778244036834553856	1	, 50, 61		"Et voilà, encore un couple mythique qui se sépare #Brangelina
https://t.co/QeXVTIAlEc"	0	2016		0		778244036834553856	0	0	[]	Tue Sep 20 14:46:52 +0000 2016	fr	1	1	2	, Brangelina
778244066597371904	1	, 52, 63		Angelina Jolie demande le divorce selon le site TMZ #brangelina https://t.co/ThHa8IK7NO	0	2016		0		778244066597371904	0	0	[]	Tue Sep 20 14:46:59 +0000 2016	fr	0	1	0	, brangelina
778244508551094274	0	, 25, 36		C'EST UNE BLAGUE ???!!!! #brangelina	0	2016		0		778244508551094274	0	0	[]	Tue Sep 20 14:48:44 +0000 2016	fr	0	1	1	, brangelina
778244655108517888	1	, 53, 64		Jennifer Aniston en train d'apprendre la nouvelle de #brangelina sur @TMZ https://t.co/WUnTGyiHpo	0	2016	, 69, 73	0	, TMZ	778244655108517888	0	1	[]	Tue Sep 20 14:49:19 +0000 2016	fr	17	1	41	, brangelina
778244674603614208	0	, 80, 91		Précisons au passage que l'AFP a jugé bon de faire un urgent sur le divorce des #Brangelina. https://t.co/r6Ayt84Rn8	0	2016		1		778244674603614208	1	0	['photo']	Tue Sep 20 14:49:24 +0000 2016	fr	0	1	2	, Brangelina
778244679322206208	1	, 93, 104		Selon le site américain TMZ Angélina Jolie aurait demandé le divorce https://t.co/QH7c9bBsZh #brangelina https://t.co/iOeeMWjMfX	0	2016		1		778244679322206208	1	0	['photo']	Tue Sep 20 14:49:25 +0000 2016	fr	1	1	2	, brangelina
778244724104818688	0	, 23, 34		J'adore, le divorce de #Brangelina est en train de créer de vives réactions au bureau	0	2016		0		778244724104818688	0	0	[]	Tue Sep 20 14:49:35 +0000 2016	fr	0	1	4	, Brangelina
778244811862204416	2	, 0, 11, 28, 36, 37, 47		#Brangelina ne sera plus??? #Divorce #Hollywood https://t.co/qPv5C2uNH4 https://t.co/5a0TqYk0dl	0	2016		0		778244811862204416	0	0	[]	Tue Sep 20 14:49:56 +0000 2016	fr	0	3	0	, Brangelina, Divorce, Hollywood
778244967957495808	0	, 105, 116		🚨 BrENDgelina : Les filles de la rédac d'OFNI dansent de façon hystérique sous des litres de champagne 🚨 #Brangelina	0	2016		0		778244967957495808	0	0	[]	Tue Sep 20 14:50:34 +0000 2016	fr	109	1	366	, Brangelina
778244983371472897	0	, 8, 19		Je suis #Brangelina.	0	2016		0		778244983371472897	0	0	[]	Tue Sep 20 14:50:37 +0000 2016	fr	8	1	46	, Brangelina
778244986294894592	1	, 88, 92, 93, 101, 102, 113		OMG Angelina Jolie et Brad Pitt divorce !! Jennifer Aniston doit sortir le Champagne :) #TMZ #divorce #Brangelina… https://t.co/i0if3Tb2Bt	0	2016		0		778244986294894592	0	0	[]	Tue Sep 20 14:50:38 +0000 2016	fr	1	3	4	, TMZ, divorce, Brangelina
778245238167113728	1	, 77, 88		Angelina Jolie demande le divorce à Brad Pitt .. après deux ans de mariage 🚨 #Brangelina https://t.co/RltbvDZE0A	0	2016		0		778245238167113728	0	0	[]	Tue Sep 20 14:51:38 +0000 2016	fr	2	1	0	, Brangelina
778245407616806912	0	, 6, 17		Et tu #Brangelina	0	2016		0		778245407616806912	0	0	[]	Tue Sep 20 14:52:18 +0000 2016	fr	0	1	0	, Brangelina
778245670125891584	0	, 0, 11		#brangelina euh c une blague	0	2016		0		778245670125891584	0	0	[]	Tue Sep 20 14:53:21 +0000 2016	fr	0	1	0	, brangelina
778245739440967680	0	, 84, 95, 96, 119		Ah bah tiens il y a quelques jours je matais par hasard "By the Sea". Coincidence ? #Brangelina #installezmoimaroulotte	0	2016		0		778245739440967680	0	0	[]	Tue Sep 20 14:53:38 +0000 2016	fr	0	2	1	, Brangelina, installezmoimaroulotte
778245835293351936	1	, 29, 33, 34, 45		Ma tête en lisant le push 😱  #OMG #Brangelina https://t.co/Fb2EglRnRL	0	2016		0		778245835293351936	0	0	[]	Tue Sep 20 14:54:00 +0000 2016	fr	0	2	1	, OMG, Brangelina
778245894915448832	0	, 113, 124		Par contre les sites d'actualité qui te sortent des "break ingénieur news" tranquille ça reste une info People 😒 #brangelina	0	2016		0		778245894915448832	0	0	[]	Tue Sep 20 14:54:15 +0000 2016	fr	0	1	2	, brangelina
778245930197876736	0	, 0, 11		"#Brangelina it's over et j'men balek. Ça sera mon seul commentaire.
Les agences, vous pouvez reprendre, c'est cadeau."	0	2016		0		778245930197876736	0	0	[]	Tue Sep 20 14:54:23 +0000 2016	fr	1	1	0	, Brangelina
778245934534782976	0	, 110, 121		Mais donc, être beaux, riches et célèbres ne serait pas synonyme de bonheur en amour? Je comprends plus rien. #brangelina	0	2016		0		778245934534782976	0	0	[]	Tue Sep 20 14:54:24 +0000 2016	fr	1	1	16	, brangelina
778246007956070400	0	, 76, 87, 97, 105		Brad... je ne suis pas dispo, mais sur un malentendu, ça peut s'arranger... #Brangelina &gt;&gt; #Isabrad	0	2016		0		778246007956070400	0	0	[]	Tue Sep 20 14:54:42 +0000 2016	fr	0	2	0	, Brangelina, Isabrad
778246018248957952	1	, 64, 75		les trois phases de jennifer aniston après l'annonce du divorce #brangelina. https://t.co/SSLL9wOzCF	0	2016		0		778246018248957952	0	0	[]	Tue Sep 20 14:54:44 +0000 2016	fr	49	1	64	, brangelina
778246038847098880	1	, 38, 49		ALERTE déprogrammation : en hommage à #Brangelina les chaînes de TV du monde entier rediffusent "Mr. &amp; Mrs. Smith". https://t.co/HZQV5JPSCH	0	2016		0		778246038847098880	0	0	[]	Tue Sep 20 14:54:49 +0000 2016	fr	0	1	7	, Brangelina
778246050662457345	0	, 102, 113, 114, 128, 129, 138		Gros mouvement de panique à la rédaction après l'annonce du divorce d'Angelina Jolie et Brad Pitt ! 😂😂#brangelina #AngelinaJolie #BradPitt	0	2016		0		778246050662457345	0	0	[]	Tue Sep 20 14:54:52 +0000 2016	fr	0	3	1	, brangelina, AngelinaJolie, BradPitt
778246136058503168	0	, 0, 11		#Brangelina, c’est la fin !	0	2016		0		778246136058503168	0	0	[]	Tue Sep 20 14:55:12 +0000 2016	fr	0	1	2	, Brangelina
778246408533053440	1	, 76, 87		C'est la fin d'un ère, Angelina Jolie demande le divorce de Brad Pitt Adios #Brangelina https://t.co/6RaqFDFzDV	0	2016		0		778246408533053440	0	0	[]	Tue Sep 20 14:56:17 +0000 2016	fr	0	1	1	, Brangelina
778246474526318592	0	, 117, 128		Et 12 ans après... on en revient toujours à Jennifer Aniston (alors qu'elle a dit et redit qu'elle avait moved on !) #Brangelina	0	2016		0		778246474526318592	0	0	[]	Tue Sep 20 14:56:33 +0000 2016	fr	0	1	0	, Brangelina
778246479177781252	1	, 37, 41, 42, 53, 54, 62		Si même les Brangelina divorcent 😱😱😱 #OMG #brangelina #divorce https://t.co/uFNa5E5HJz	0	2016		0		778246479177781252	0	0	[]	Tue Sep 20 14:56:34 +0000 2016	fr	1	3	1	, OMG, brangelina, divorce
778246582852546560	1	, 77, 91, 92, 103		"La galère quand va falloir préparer les valises des gosses le Dimanche soir.
#GardeAlternée #brangelina https://t.co/W19svmHKD7"	0	2016		0		778246582852546560	0	0	[]	Tue Sep 20 14:56:59 +0000 2016	fr	1	2	4	, GardeAlternée, brangelina
778246643883868160	0	, 11, 22		Tiens, les #Brangelina divorcent encore ..	0	2016		0		778246643883868160	0	0	[]	Tue Sep 20 14:57:13 +0000 2016	fr	0	1	0	, Brangelina
778246676167417856	0	, 114, 125		J'essaie désespérément de me concentrer pour finir mon TM mais je suis tellement distraite que même le divorce de #brangelina me fascine	0	2016		0		778246676167417856	0	0	[]	Tue Sep 20 14:57:21 +0000 2016	fr	2	1	6	, brangelina
778246682261778432	0	, 23, 34		BRAAAAD JE SUIS DISPO. #brangelina	0	2016		0		778246682261778432	0	0	[]	Tue Sep 20 14:57:22 +0000 2016	fr	0	1	1	, brangelina
778246834674425856	1	, 0, 7, 12, 23, 97, 106		#People Les #Brangelina c'est fini ! Angelina a demandé le divorce et serait en train de quitter #BradPitt ! Fin... https://t.co/keSa8ynZub	0	2016		0		778246834674425856	0	0	[]	Tue Sep 20 14:57:59 +0000 2016	fr	0	3	0	, People, Brangelina, BradPitt
778246843801174016	1	, 45, 58, 59, 70, 71, 81		Mais non ?!!! Dites moi que c'est pas vrai ? #LinfoLaVraie #BranGelina #SourceTMZ https://t.co/hVt7LTCcTD	0	2016		0		778246843801174016	0	0	[]	Tue Sep 20 14:58:01 +0000 2016	fr	0	3	0	, LinfoLaVraie, BranGelina, SourceTMZ
778246996058578945	0	, 0, 16, 38, 49		#jenniferaniston si surely jealous of #brangelina!	0	2016		0		778246996058578945	0	0	[]	Tue Sep 20 14:58:37 +0000 2016	fr	0	2	3	, jenniferaniston, brangelina
778247208709787648	0	, 89, 100		Après 6 gamins et 12 ans de relation elle dit que maintenant que c'est un mauvais père 🤔 #brangelina	0	2016		0		778247208709787648	0	0	[]	Tue Sep 20 14:59:28 +0000 2016	fr	3	1	3	, brangelina
778247239244386304	0	, 43, 54, 55, 64, 65, 79		Qui suit le compte de Jennifer Aniston ??? #brangelina #BradPitt #AngelinaJolie	0	2016		0		778247239244386304	0	0	[]	Tue Sep 20 14:59:35 +0000 2016	fr	0	3	0	, brangelina, BradPitt, AngelinaJolie
778247246865391617	0	, 0, 11		#brangelina Angelina Jolie et Brad Pitt divorcent ? 😱😱😱 oh putain je ne crois plus aux relations sans fin	0	2016		0		778247246865391617	0	0	[]	Tue Sep 20 14:59:37 +0000 2016	fr	0	1	0	, brangelina
778247548268077056	0	, 45, 56		ok donc la mon feed facebook ne parle que de #Brangelina	0	2016		0		778247548268077056	0	0	[]	Tue Sep 20 15:00:49 +0000 2016	fr	0	1	0	, Brangelina
778247609303633920	0	, 26, 37		Je vais pas m'en remettre #brangelina	0	2016		0		778247609303633920	0	0	[]	Tue Sep 20 15:01:03 +0000 2016	fr	0	1	0	, brangelina
778247677314203648	0	, 0, 11		#Brangelina  va être pas mal tendance dans pas long...	0	2016		0		778247677314203648	0	0	[]	Tue Sep 20 15:01:20 +0000 2016	fr	0	1	0	, Brangelina
778247706997362688	1	, 44, 55, 56, 65		Ok, je ne crois donc plus DU TOUT à l'amour #brangelina #noooooon https://t.co/op8qw22wDC	0	2016		0		778247706997362688	0	0	[]	Tue Sep 20 15:01:27 +0000 2016	fr	5	2	10	, brangelina, noooooon
778247758973198336	1	, 71, 80, 84, 98, 103, 114		Et merde, je n'ai désormais plus aucune chance de me faire adopter par #BradPitt et #AngelinaJolie 😭😭😪 #brangelina https://t.co/gysIvSYu3w	0	2016		0		778247758973198336	0	0	[]	Tue Sep 20 15:01:39 +0000 2016	fr	2	3	0	, BradPitt, AngelinaJolie, brangelina
778247843723247616	0	, 115, 126, 127, 132		Angelina Jolie demande le divorce et un fight annoncé avec Brad Pitt, Jenifer Aniston frise direct le Trendy Topic #brangelina #Fact	0	2016		0		778247843723247616	0	0	[]	Tue Sep 20 15:01:59 +0000 2016	fr	3	2	10	, brangelina, Fact
778247877621579776	0	, 0, 11		#Brangelina divorce 😱😱💔 Ok jcrois plus en l'amour après ça 😪	0	2016		0		778247877621579776	0	0	[]	Tue Sep 20 15:02:07 +0000 2016	fr	1	1	2	, Brangelina
778247881920749568	1	, 127, 138		Minute people, c’est Angelina qui demande le divorce et la garde des gosses. Brad Pitt en mode célib 🤗https://t.co/DXs4CVyZtq  #brangelina	0	2016		0		778247881920749568	0	0	[]	Tue Sep 20 15:02:08 +0000 2016	fr	1	1	0	, brangelina
778248117615341568	1	, 16, 27, 65, 72		C'est la fin de #brangelina 💔 https://t.co/r6eX75R8zT (Via @TMZ) #People https://t.co/igFqvLSE4L	0	2016	, 59, 63	1	, TMZ	778248117615341568	1	1	['photo']	Tue Sep 20 15:03:05 +0000 2016	fr	0	2	1	, brangelina, People
778248142026379264	1	, 89, 100		Mais ?! 😱 Bon courage aux avocats et au juge pour décider de la garde des enfants la ... #Brangelina https://t.co/Jgdg7OK5zR	0	2016		0		778248142026379264	0	0	[]	Tue Sep 20 15:03:10 +0000 2016	fr	1	1	2	, Brangelina
778248158312796160	1	, 78, 89, 90, 98		"Angelina et Brad Pitt : la fin d'un couple culte 
😱😱😱
https://t.co/QO59GGpC5p
#brangelina #Divorce"	0	2016		0		778248158312796160	0	0	[]	Tue Sep 20 15:03:14 +0000 2016	fr	1	2	2	, brangelina, Divorce
778248199077330944	1	, 54, 65		Tu vois Jen, je t'avais dit que ça ne durerait pas !! #brangelina https://t.co/t4RFfcgmZD	0	2016		0		778248199077330944	0	0	[]	Tue Sep 20 15:03:24 +0000 2016	fr	0	1	0	, brangelina
778248214927577088	0	, 43, 54		Installé à Répu avec ma banderole "Je suis #Brangelina", pour l'instant y'a moi et un mec torse-nu qui parle tout seul mais j'y crois.	0	2016		0		778248214927577088	0	0	[]	Tue Sep 20 15:03:28 +0000 2016	fr	41	1	62	, Brangelina
778248238017220608	0	, 71, 82		Je vous parle même pas de mes deadlines, c'est mon Watergate à moi là. #brangelina	0	2016		0		778248238017220608	0	0	[]	Tue Sep 20 15:03:33 +0000 2016	fr	1	1	3	, brangelina
778248346892898304	0	, 82, 93		Le divorce et Brad Pitt et Angelina Jolie me fend le coeur. Tellement des icônes. #Brangelina	0	2016		0		778248346892898304	0	0	[]	Tue Sep 20 15:03:59 +0000 2016	fr	1	1	0	, Brangelina
778248354048401408	0	, 34, 45		SI Trump gagne je cancelled 2016  #brangelina pcq c trop	0	2016		0		778248354048401408	0	0	[]	Tue Sep 20 15:04:01 +0000 2016	fr	0	1	0	, brangelina
778248389628661761	1	, 79, 90		Quand Angelina Jolie s'entraînait pour quitter Brad Pitt de la meilleure façon #brangelina https://t.co/kB7FvJe33J	0	2016		0		778248389628661761	0	0	[]	Tue Sep 20 15:04:09 +0000 2016	fr	0	1	1	, brangelina
778248425720676354	1	, 102, 113		Angelina Jolie demande le divorce de Brad Pitt, selon le site américain TMZ - https://t.co/ACqcYNqgyo #brangelina	0	2016		0		778248425720676354	0	0	[]	Tue Sep 20 15:04:18 +0000 2016	fr	0	1	0	, brangelina
778248496969162752	1	, 7, 18		Savage #brangelina https://t.co/520yPSlRQr	0	2016		0		778248496969162752	0	0	[]	Tue Sep 20 15:04:35 +0000 2016	fr	0	1	1	, brangelina
778248501616672768	0	, 96, 107		Parait qu'en privé, Angelina était pas si Jolie et Bradd, lui, était loin d'être un brave Pitt. #Brangelina	0	2016		0		778248501616672768	0	0	[]	Tue Sep 20 15:04:36 +0000 2016	fr	1	1	4	, Brangelina
778248617845022720	0	, 10, 21		Au revoir #brangelina.	0	2016		0		778248617845022720	0	0	[]	Tue Sep 20 15:05:04 +0000 2016	fr	1	1	0	, brangelina
778248673008508929	1	, 2, 13		« #Brangelina, le plus beau couple d'Hollywood. » https://t.co/3sj2dKZ3wt	0	2016		0		778248673008508929	0	0	[]	Tue Sep 20 15:05:17 +0000 2016	fr	36	1	36	, Brangelina
778248683959836673	0	, 30, 41		Mais nan c'est pas possible ? #Brangelina	0	2016		0		778248683959836673	0	0	[]	Tue Sep 20 15:05:20 +0000 2016	fr	0	1	0	, Brangelina
778248684257542145	1	, 23, 34		J'ai envie de pleurer. #brangelina https://t.co/4aCGALxIsF	0	2016		0		778248684257542145	0	0	[]	Tue Sep 20 15:05:20 +0000 2016	fr	0	1	0	, brangelina
778248737349111808	0	, 8, 19, 46, 60		ALERTE. #brangelina Elle demande le divorce ! #AngelinaJolie https://t.co/BVDlkwXlPn	0	2016		1		778248737349111808	1	0	['photo']	Tue Sep 20 15:05:32 +0000 2016	fr	2	2	0	, brangelina, AngelinaJolie
778248798392971264	0	, 49, 60		En vrai je connais personne qui aimait le couple #brangelina donc faites pas genre vous êtes tristes !	0	2016		0		778248798392971264	0	0	[]	Tue Sep 20 15:05:47 +0000 2016	fr	0	1	1	, brangelina
778248828487098368	0	, 78, 89		"Justin-Sophie; il ne reste que vous pour nous faire croire au grand amour. 🌹

#brangelina"	0	2016		0		778248828487098368	0	0	[]	Tue Sep 20 15:05:54 +0000 2016	fr	0	1	1	, brangelina
778248831632834561	1	, 44, 55, 56, 60		C'est une page de l'histoire qui se tourne. #Brangelina #RIP https://t.co/gTsWU41Eek https://t.co/Cj9z7v0McT	0	2016		1		778248831632834561	1	0	['photo']	Tue Sep 20 15:05:55 +0000 2016	fr	1	2	0	, Brangelina, RIP
778248886750179328	0	, 43, 54, 55, 63, 64, 72		J'ai bien fait de boire du Miraval cet été #brangelina #divorce #teamjen	0	2016		0		778248886750179328	0	0	[]	Tue Sep 20 15:06:08 +0000 2016	fr	0	3	0	, brangelina, divorce, teamjen
778248903783243777	0	, 0, 11, 12, 26, 27, 36		#Brangelina #AngelinaJolie #bradpitt : J'imagine qu'ils ont du perdre un des enfants sur le chemin et ils se sont vener.	0	2016		0		778248903783243777	0	0	[]	Tue Sep 20 15:06:12 +0000 2016	fr	0	3	0	, Brangelina, AngelinaJolie, bradpitt
778248947898937344	1	, 39, 50		Il a un problème avec la fidélité donc #Brangelina https://t.co/Qb6iydQgKa	0	2016		0		778248947898937344	0	0	[]	Tue Sep 20 15:06:23 +0000 2016	fr	0	1	0	, Brangelina
778249075539976192	0	, 88, 99		J'ai trouvé ça compliqué divorcer... j'imagine pas ce que ça doit être avec 34 enfants! #Brangelina	0	2016		0		778249075539976192	0	0	[]	Tue Sep 20 15:06:53 +0000 2016	fr	2	1	10	, Brangelina
778249102769397760	0	, 9, 20		Choquée. #brangelina	0	2016		0		778249102769397760	0	0	[]	Tue Sep 20 15:06:59 +0000 2016	fr	0	1	0	, brangelina
778249148961320960	1	, 42, 53		Elle aurait pu trouver mieux comme raison #Brangelina https://t.co/ESGQORXsCw	0	2016		0		778249148961320960	0	0	[]	Tue Sep 20 15:07:10 +0000 2016	fr	3	1	3	, Brangelina
778249149057732613	0	, 43, 54		Une alerte pour le divorce hypothétique de #brangelina, @LeHuffPost, vraiment?	0	2016	, 56, 67	0	, LeHuffPost	778249149057732613	0	1	[]	Tue Sep 20 15:07:10 +0000 2016	fr	0	1	0	, brangelina
778249225347985409	1	, 45, 56		La vengeance est un plat qui se mange froid. #brangelina https://t.co/1zoNYbOx4q	0	2016		0		778249225347985409	0	0	[]	Tue Sep 20 15:07:29 +0000 2016	fr	11	1	20	, brangelina
778249266515050497	0	, 0, 11, 12, 26		#Brangelina #AngelinaJolie Une pensée émue pour leurs 523 enfants et tous ces millions de dollars à se partager. 😕	0	2016		0		778249266515050497	0	0	[]	Tue Sep 20 15:07:38 +0000 2016	fr	20	2	27	, Brangelina, AngelinaJolie
778249274362593280	0	, 7, 18		Et tu, #brangelina ?	0	2016		0		778249274362593280	0	0	[]	Tue Sep 20 15:07:40 +0000 2016	fr	0	1	1	, brangelina
778249282558328834	0	, 109, 127, 128, 139		Si t'avais une annonce à faire aujourd'hui sur les medias sociaux, t'es peut-être mieux d'attendre à demain. #eclipsemediatique #brangelina	0	2016		0		778249282558328834	0	0	[]	Tue Sep 20 15:07:42 +0000 2016	fr	0	2	4	, eclipsemediatique, brangelina
778249329475723265	0	, 8, 19		je suis #brangelina	0	2016		0		778249329475723265	0	0	[]	Tue Sep 20 15:07:53 +0000 2016	fr	7	1	10	, brangelina
778249370089189377	0	, 0, 11		#brangelina divorce désolant ....! Où est l'amour ?!?! 😓	0	2016		0		778249370089189377	0	0	[]	Tue Sep 20 15:08:03 +0000 2016	fr	0	1	0	, brangelina
778249430856241152	0	, 56, 67		Les gifs de Jennifer Aniston sont une vraie merveille ! #Brangelina	0	2016		0		778249430856241152	0	0	[]	Tue Sep 20 15:08:18 +0000 2016	fr	0	1	0	, Brangelina
778249439303569408	1	, 46, 57		Pendant ce temps la, chez Jennifer Aniston... #Brangelina https://t.co/tI6c4drr04	0	2016		0		778249439303569408	0	0	[]	Tue Sep 20 15:08:20 +0000 2016	fr	2	1	3	, Brangelina
778249551073476609	0	, 68, 79		Du coup, il est diffusé sur quelle chaîne Mr&amp;Ms Smith ce soir ? #brangelina	0	2016		0		778249551073476609	0	0	[]	Tue Sep 20 15:08:46 +0000 2016	fr	10	1	13	, brangelina
778249568190431232	0	, 50, 61, 62, 70, 71, 82		"Le service de presse de @Paris au cœur de l'actu💔
#brangelina #divorce #coeurbrisé https://t.co/zXSbm32VXl"	0	2016	, 24, 30	1	, Paris	778249568190431232	1	1	['photo']	Tue Sep 20 15:08:50 +0000 2016	fr	1	3	5	, brangelina, divorce, coeurbrisé
778249625622966272	1	, 0, 5, 9, 18, 75, 86, 87, 96, 97, 111		#Brad et #Angelina : Le divorce ? https://t.co/LRXgPzoUCH via @misstif0388 #brangelina #bradpitt #angelinajolie	0	2016	, 62, 74	0	, misstif0388	778249625622966272	0	1	[]	Tue Sep 20 15:09:04 +0000 2016	fr	0	5	0	, Brad, Angelina, brangelina, bradpitt, angelinajolie
778249658334322688	0	, 8, 19		WHAT?!! #brangelina le divorce?!! Mais mais...! Ceci dit j'en connais une qui doit jubiler...	0	2016		0		778249658334322688	0	0	[]	Tue Sep 20 15:09:12 +0000 2016	fr	0	1	1	, brangelina
778249666462965761	1	, 29, 40		"Littéralement ma réaction au #brangelina gate. 😂
https://t.co/tCGB1SLoOa"	0	2016		0		778249666462965761	0	0	[]	Tue Sep 20 15:09:14 +0000 2016	fr	0	1	1	, brangelina
778249725422211072	1	, 31, 42		Une réaction Jennifer Aniston? #brangelina https://t.co/n4cWhV6Klu	0	2016		0		778249725422211072	0	0	[]	Tue Sep 20 15:09:28 +0000 2016	fr	1	1	1	, brangelina
778249726953127937	0	, 0, 11		#brangelina en fait y'a que des memes de Jennifer Aniston sur ce hashtag...	0	2016		0		778249726953127937	0	0	[]	Tue Sep 20 15:09:28 +0000 2016	fr	0	1	0	, brangelina
778249773476446208	0	, 67, 78, 79, 84, 85, 91, 92, 101		"Quel dommage de voire Brad et Angie divorcer...
l'amour est mort ! #brangelina #Pitt #Jolie #endofera"	0	2016		0		778249773476446208	0	0	[]	Tue Sep 20 15:09:39 +0000 2016	fr	0	4	1	, brangelina, Pitt, Jolie, endofera
778249898466639872	0	, 22, 33		Les causes du divorce #brangelina ça va être	0	2016		0		778249898466639872	0	0	[]	Tue Sep 20 15:10:09 +0000 2016	fr	2	1	1	, brangelina
778249959611203584	0	, 28, 39		Je suis pas d'accord, nope. #brangelina	0	2016		0		778249959611203584	0	0	[]	Tue Sep 20 15:10:24 +0000 2016	fr	0	1	0	, brangelina
778250045078503424	1	, 28, 40, 42, 53		"Ben ouais 
Tout fout l'camp #monde2merde  #brangelina 😞😓💔 https://t.co/Um9yWHanDA"	0	2016		0		778250045078503424	0	0	[]	Tue Sep 20 15:10:44 +0000 2016	fr	0	2	0	, monde2merde, brangelina
778250046013857792	0	, 21, 32		Une alerte BBC, toi. #brangelina https://t.co/c4LHsAsqlm	0	2016		1		778250046013857792	1	0	['photo']	Tue Sep 20 15:10:44 +0000 2016	fr	1	1	0	, brangelina
778250058319990784	1	, 72, 83, 84, 98		Les journalistes people du @Madamefigaro après l'annonce du divorce des #brangelina #AngelinaJolie https://t.co/S2kFfWUyUF	0	2016	, 27, 40	0	, Madamefigaro	778250058319990784	0	1	[]	Tue Sep 20 15:10:47 +0000 2016	fr	1	2	13	, brangelina, AngelinaJolie
778250080675594240	0	, 17, 28		C'EST UNE BLAGUE #brangelina	0	2016		0		778250080675594240	0	0	[]	Tue Sep 20 15:10:53 +0000 2016	fr	0	1	0	, brangelina
778250094894313472	0	, 59, 70		À vendre maison dans le sud de la France, cause divorce... #brangelina	0	2016		0		778250094894313472	0	0	[]	Tue Sep 20 15:10:56 +0000 2016	fr	0	1	1	, brangelina
778250140507406336	0	, 0, 14, 15, 26, 27, 36, 41, 62, 69, 81, 102, 122		#AngelinaJolie #brangelina #BradPitt  et #DictionnaireDuCouple en TT #coincidence ? je n'crois pas... #ObligeCestUnComplot	0	2016		0		778250140507406336	0	0	[]	Tue Sep 20 15:11:07 +0000 2016	fr	2	6	2	, AngelinaJolie, brangelina, BradPitt, DictionnaireDuCouple, coincidence, ObligeCestUnComplot
778250195662409728	0	, 54, 65, 66, 78		Mais non 😢😰😱😭 Brangelina ne peuvent PAS divorcer !!!! #Brangelina #Couplegoals	0	2016		0		778250195662409728	0	0	[]	Tue Sep 20 15:11:20 +0000 2016	fr	0	2	0	, Brangelina, Couplegoals
778250217883852801	0	, 68, 79		En même temps Jennifer Aniston doit bien s'en foutre du divorce des #brangelina avec le magnifique mari qu'elle a aujourd'hui !	0	2016		0		778250217883852801	0	0	[]	Tue Sep 20 15:11:25 +0000 2016	fr	0	1	5	, brangelina
778250298385108992	1	, 32, 43		"Jennifer Aniston en ce moment.

#Brangelina https://t.co/m1ODoYM73I"	0	2016		0		778250298385108992	0	0	[]	Tue Sep 20 15:11:44 +0000 2016	fr	0	1	3	, Brangelina
778250301371539456	1	, 17, 28		"La roue tourne" #Brangelina https://t.co/LKz1NwSBEa	0	2016		0		778250301371539456	0	0	[]	Tue Sep 20 15:11:45 +0000 2016	fr	29	1	29	, Brangelina
778250320703057920	0	, 9, 20		Choquée  #brangelina	0	2016		0		778250320703057920	0	0	[]	Tue Sep 20 15:11:50 +0000 2016	fr	0	1	0	, brangelina
778250372594958336	0	, 0, 11		#brangelina C'est la finitude.	0	2016		0		778250372594958336	0	0	[]	Tue Sep 20 15:12:02 +0000 2016	fr	0	1	0	, brangelina
778250473228931072	1	, 0, 11		#brangelina  c'est fini ! https://t.co/RYpCIlyTSr	0	2016		0		778250473228931072	0	0	[]	Tue Sep 20 15:12:26 +0000 2016	fr	0	1	0	, brangelina
778250478052343809	1	, 20, 31		Pendant ce temps... #brangelina https://t.co/IwiLmWbgw5	0	2016		0		778250478052343809	0	0	[]	Tue Sep 20 15:12:27 +0000 2016	fr	1	1	1	, brangelina
