index	nb_urls	delimit_hash	geo	text	nb_symbols	annee	delimit_mention	nb_extended_entities	text_mention	id_str	nb_user_photos	nb_user_mentions	type_extended_entities	created_at	lang	retweet_count	nb_hashtags	favorite_count	text_hashtags
778304644997087232	0	, 38, 49		C'est une grosse blague ils divorcent #brangelina	0	2016		0		778304644997087232	0	0	[]	Tue Sep 20 18:47:42 +0000 2016	fr	1	1	1	, brangelina
778304761896599553	0	, 42, 53		Twitter et l'irrespect face au divorce de #brangelina ❤️ j'adore.	0	2016		0		778304761896599553	0	0	[]	Tue Sep 20 18:48:10 +0000 2016	fr	0	1	1	, brangelina
778304823129206784	0	, 17, 28		Choquée et déçue #brangelina	0	2016		0		778304823129206784	0	0	[]	Tue Sep 20 18:48:24 +0000 2016	fr	0	1	1	, brangelina
778304872584245248	0	, 39, 50		Jcrois plus en l'amour c'est fini mddr #Brangelina	0	2016		0		778304872584245248	0	0	[]	Tue Sep 20 18:48:36 +0000 2016	fr	0	1	0	, Brangelina
778304880918335489	0	, 78, 89		J'RENTRE DES COURS ET J'VOIS BRAS ET ANGELINA CEST FINI J'SUIS CHOQUÉE PUTAIN #Brangelina	0	2016		0		778304880918335489	0	0	[]	Tue Sep 20 18:48:38 +0000 2016	fr	0	1	1	, Brangelina
778304883095171073	0	, 63, 74		Je peux plus croire en l'amour si Brad et Angelina divorcent 😱 #brangelina	0	2016		0		778304883095171073	0	0	[]	Tue Sep 20 18:48:38 +0000 2016	fr	0	1	3	, brangelina
778304947544813568	0	, 56, 67		La défense de Langenthal est aussi solide que le couple #brangelina 😂	0	2016		0		778304947544813568	0	0	[]	Tue Sep 20 18:48:54 +0000 2016	fr	0	1	5	, brangelina
778304992054738944	0	, 0, 11		#brangelina choquée et déçue!!! J'arrive pas à y croire 😳	0	2016		0		778304992054738944	0	0	[]	Tue Sep 20 18:49:04 +0000 2016	fr	2	1	4	, brangelina
778304998442754048	1	, 71, 82, 83, 95		Quand Guillaume Canet a demander à Marion Cotillard des explications ! #brangelina #Brangelexit https://t.co/PbpD4KbE84	0	2016		0		778304998442754048	0	0	[]	Tue Sep 20 18:49:06 +0000 2016	fr	43	2	53	, brangelina, Brangelexit
778305031435059200	0	, 43, 54		Mais nan c'est pas possiiiible!!!! Pas eux #brangelina	0	2016		0		778305031435059200	0	0	[]	Tue Sep 20 18:49:14 +0000 2016	fr	0	1	0	, brangelina
778305058391912449	0	, 36, 47		Un petit Mr and mrs Smith ce soir ? #brangelina	0	2016		0		778305058391912449	0	0	[]	Tue Sep 20 18:49:20 +0000 2016	fr	1	1	1	, brangelina
778305185881796608	0	, 48, 59		Bien triste pour le couple qui faisait rêver... #Brangelina	0	2016		0		778305185881796608	0	0	[]	Tue Sep 20 18:49:51 +0000 2016	fr	2	1	1	, Brangelina
778305263891836928	0	, 45, 56, 57, 73		"NOOOOOO!!! Wikipedia!
Vous êtes des sauvages #brangelina #MarionCotillard 😂😂😂⚰ https://t.co/X4waBEkizs"	0	2016		1		778305263891836928	1	0	['photo']	Tue Sep 20 18:50:09 +0000 2016	fr	22	2	26	, brangelina, MarionCotillard
778305274574700544	1	, 33, 44		Pour moi c'était juste LE couple #Brangelina https://t.co/dZEPMiv0f7	0	2016		0		778305274574700544	0	0	[]	Tue Sep 20 18:50:12 +0000 2016	fr	3	1	2	, Brangelina
778305304924721152	0	, 6, 17, 19, 30, 35, 48		Après #Brangelina, #Branadette ? 🤔 #CharlieHebdo https://t.co/aRex9Arpzd	0	2016		1		778305304924721152	1	0	['photo']	Tue Sep 20 18:50:19 +0000 2016	fr	0	3	0	, Brangelina, Branadette, CharlieHebdo
778305315473326081	0	, 30, 41, 57, 80		La vraie raison du divorce de #Brangelina, Sylvangelina? #TantQuàSemerLaPagaille https://t.co/zahSHMMjYk	0	2016		1		778305315473326081	1	0	['photo']	Tue Sep 20 18:50:22 +0000 2016	fr	7	2	15	, Brangelina, TantQuàSemerLaPagaille
778305329947938816	0	, 43, 54		Triste nouvelle quand même leur séparation #brangelina	0	2016		0		778305329947938816	0	0	[]	Tue Sep 20 18:50:25 +0000 2016	fr	0	1	0	, brangelina
778305335081697281	0	, 14, 25		Si le divorce #brangelina est vrai(officiel), je suis pas surprise, aucun couple n'est parfait, ce sont juste des apparences.	0	2016		0		778305335081697281	0	0	[]	Tue Sep 20 18:50:26 +0000 2016	fr	2	1	3	, brangelina
778305357072457728	0	, 19, 30		oh nan pas eux :-( #brangelina	0	2016		0		778305357072457728	0	0	[]	Tue Sep 20 18:50:31 +0000 2016	fr	0	1	3	, brangelina
778305362365743104	0	, 36, 47		ils vont galéré pr la garde partagé #Brangelina	0	2016		0		778305362365743104	0	0	[]	Tue Sep 20 18:50:33 +0000 2016	fr	3	1	2	, Brangelina
778305402798764032	0	, 35, 46		C'est pas joli joli cette histoire #Brangelina	0	2016		0		778305402798764032	0	0	[]	Tue Sep 20 18:50:42 +0000 2016	fr	0	1	0	, Brangelina
778305529693298689	1	, 9, 20, 45, 57		Quand le #brangelina gate entraîne la rumeur #Canetillard gate. https://t.co/xEaNSrY3sT	0	2016		0		778305529693298689	0	0	[]	Tue Sep 20 18:51:13 +0000 2016	fr	1	2	1	, brangelina, Canetillard
778305557027491840	0	, 52, 63		C'est vraiment un mythe qui s'effondre trop triste  #brangelina	0	2016		0		778305557027491840	0	0	[]	Tue Sep 20 18:51:19 +0000 2016	fr	3	1	0	, brangelina
778305564153565184	0	, 98, 109, 110, 119, 120, 137		Quoi ?! Brad Pitt se serait fait Guillaume Canet ???!!! J'y comprends rien à ton bordel Twitter ! #Brangelina #Trolling #JeRetourneBosser	0	2016		0		778305564153565184	0	0	[]	Tue Sep 20 18:51:21 +0000 2016	fr	1	3	5	, Brangelina, Trolling, JeRetourneBosser
778305624945922048	0	, 0, 11		#Brangelina dites moi que c'est pas vrai	0	2016		0		778305624945922048	0	0	[]	Tue Sep 20 18:51:35 +0000 2016	fr	0	1	0	, Brangelina
778305628292968449	0	, 48, 56, 57, 68		C'est Jennifer Aniston qui doit être contente ! #divorce #brangelina	0	2016		0		778305628292968449	0	0	[]	Tue Sep 20 18:51:36 +0000 2016	fr	0	2	0	, divorce, brangelina
778305657053278208	0	, 21, 32		Plein de détails sur #Brangelina made in le Daily Mail https://t.co/Qiw6yAfI5z	0	2016		4		778305657053278208	1	0	['photo', 'photo', 'photo', 'photo']	Tue Sep 20 18:51:43 +0000 2016	fr	0	1	6	, Brangelina
778305804772470785	0	, 4, 15, 52, 69, 121, 128		Oui #brangelina c'est fini mais moi j'ai le dernier #TheBigBangTheory à regarder, c'est quand même plus important non? 🙊 #comère	0	2016		0		778305804772470785	0	0	[]	Tue Sep 20 18:52:18 +0000 2016	fr	0	3	1	, brangelina, TheBigBangTheory, comère
778305845998354432	0	, 34, 45		Je parle évidemment du divorce de #brangelina	0	2016		0		778305845998354432	0	0	[]	Tue Sep 20 18:52:28 +0000 2016	fr	0	1	0	, brangelina
778305892861284352	0	, 75, 86		qu est ce qu on sen branle que Angelina Jolie et Brad Pitt ils se séparent #brangelina	0	2016		0		778305892861284352	0	0	[]	Tue Sep 20 18:52:39 +0000 2016	fr	0	1	5	, brangelina
778305893381308417	1	, 11, 22		Rt svp !!! #brangelina https://t.co/YZ4F9lySOr	0	2016		0		778305893381308417	0	0	[]	Tue Sep 20 18:52:39 +0000 2016	fr	0	1	0	, brangelina
778305917049774080	0	, 0, 11		#brangelina Ça me brise le coeur... 💔	0	2016		0		778305917049774080	0	0	[]	Tue Sep 20 18:52:45 +0000 2016	fr	0	1	1	, brangelina
778305964663508992	0	, 44, 55		Quand @BFMTV se lance dans la presse people #brangelina https://t.co/xQeDtj5Weg	0	2016	, 6, 12	1	, BFMTV	778305964663508992	1	1	['photo']	Tue Sep 20 18:52:56 +0000 2016	fr	27	1	27	, brangelina
778305966190231552	1	, 62, 73		Je vois trop Jennifer Anniston réagir comme ça sur le divorce #brangelina https://t.co/xo53sM2ACO	0	2016		0		778305966190231552	0	0	[]	Tue Sep 20 18:52:57 +0000 2016	fr	1	1	1	, brangelina
778305977724628992	0	, 128, 139		Le divorce de Brad êt Angelina Ca montre bien que une fois que la femme va mieux elle s'en fou de tout ce qu'on a fai pour elle #Brangelina	0	2016		0		778305977724628992	0	0	[]	Tue Sep 20 18:52:59 +0000 2016	fr	1	1	0	, Brangelina
778305983516991488	0	, 105, 116		Le couple le plus mythique du millénaire va se séparer si le pen est élue enrico Macias quitte la France #Brangelina	0	2016		0		778305983516991488	0	0	[]	Tue Sep 20 18:53:01 +0000 2016	fr	0	1	0	, Brangelina
778305991821651968	0	, 54, 65		"Heureusement, il nous reste Victoria et David Beckham
#brangelina"	0	2016		0		778305991821651968	0	0	[]	Tue Sep 20 18:53:03 +0000 2016	fr	0	1	2	, brangelina
778306004765270016	0	, 0, 11		#brangelina viens ici que je te réconforte Brad ❤	0	2016		0		778306004765270016	0	0	[]	Tue Sep 20 18:53:06 +0000 2016	fr	8	1	6	, brangelina
778306033177559041	1	, 68, 79		VOTEZ - Quel est le couple le plus glamour de ces dernières années? #Brangelina  https://t.co/dtVzNyxAYZ https://t.co/EWKiSChrPV	0	2016		1		778306033177559041	1	0	['photo']	Tue Sep 20 18:53:13 +0000 2016	fr	3	1	5	, Brangelina
778306045852524544	0	, 77, 90, 92, 108, 109, 120		Roh allez quoi, vous allez pas embêter une femme enceinte (oui mais de qui ? #CétaitFacile) #MarionCotillard #Brangelina	0	2016		0		778306045852524544	0	0	[]	Tue Sep 20 18:53:16 +0000 2016	fr	0	3	1	, CétaitFacile, MarionCotillard, Brangelina
778306078543085568	0	, 24, 35		C'était le couple goal  #Brangelina	0	2016		0		778306078543085568	0	0	[]	Tue Sep 20 18:53:24 +0000 2016	fr	0	1	0	, Brangelina
778306115553595393	0	, 0, 11		#brangelina choqué😳😳	0	2016		0		778306115553595393	0	0	[]	Tue Sep 20 18:53:32 +0000 2016	fr	0	1	1	, brangelina
778306170234740736	0	, 59, 70		Ah ok donc Mr &amp; Mme Smith se séparent ah bah d'accord  #Brangelina	0	2016		0		778306170234740736	0	0	[]	Tue Sep 20 18:53:45 +0000 2016	fr	0	1	0	, Brangelina
778306228342652928	0	, 14, 25		Jsuis brisée  #Brangelina	0	2016		0		778306228342652928	0	0	[]	Tue Sep 20 18:53:59 +0000 2016	fr	0	1	0	, Brangelina
778306228774694912	0	, 0, 11, 29, 37		#brangelina attendez vous au #jayonce bientôt … on en reparlera	0	2016		0		778306228774694912	0	0	[]	Tue Sep 20 18:53:59 +0000 2016	fr	0	2	0	, brangelina, jayonce
778306247930023936	0	, 0, 11, 35, 51, 107, 116		#Brangelina divorcent ! YES ! Team #JenniferAniston depuis le début ! J'espère qu'il en bave ce connard de #BradPitt	0	2016		0		778306247930023936	0	0	[]	Tue Sep 20 18:54:04 +0000 2016	fr	1	3	3	, Brangelina, JenniferAniston, BradPitt
778306267936919552	0	, 34, 45		Aniston elle est contente mdrrrr  #Brangelina	0	2016		0		778306267936919552	0	0	[]	Tue Sep 20 18:54:09 +0000 2016	fr	0	1	0	, Brangelina
778306331602259970	0	, 20, 31		jsuis choquee ptn 😭 #Brangelina	0	2016		0		778306331602259970	0	0	[]	Tue Sep 20 18:54:24 +0000 2016	fr	0	1	0	, Brangelina
778306343740567552	0	, 0, 11		#Brangelina jles ai plus vus en couple que mes parents mdr	0	2016		0		778306343740567552	0	0	[]	Tue Sep 20 18:54:27 +0000 2016	fr	0	1	0	, Brangelina
778306377102098433	0	, 0, 11		#Brangelina c'est fini ! Maintenant place à Joffr- *ajoutes la moitié de ton prénom* ! 😀🤗😉	0	2016		0		778306377102098433	0	0	[]	Tue Sep 20 18:54:35 +0000 2016	fr	0	1	0	, Brangelina
778306399134711808	0	, 96, 107		Sa fait au moins plus que sa ne va plus entre les deux!! ils fallait juste qu'ils officialise!! #Brangelina	0	2016		0		778306399134711808	0	0	[]	Tue Sep 20 18:54:40 +0000 2016	fr	0	1	0	, Brangelina
778306427999969284	0	, 0, 11		#Brangelina divorcent ? Je cours me suicider	0	2016		0		778306427999969284	0	0	[]	Tue Sep 20 18:54:47 +0000 2016	fr	0	1	2	, Brangelina
778306480269303808	0	, 0, 11		#Brangelina toutes bonnes choses ont une fin :'(	0	2016		0		778306480269303808	0	0	[]	Tue Sep 20 18:54:59 +0000 2016	fr	0	1	0	, Brangelina
778306496169910273	0	, 83, 94		Au fait, on ne joue pas Mr. and Mrs. Smith ce soir à la télé? Tout fout le camp... #Brangelina	0	2016		0		778306496169910273	0	0	[]	Tue Sep 20 18:55:03 +0000 2016	fr	1	1	0	, Brangelina
778306555343167489	0	, 71, 82		Brangelina qui divorcent c'est la fin de la base des bases des couples #Brangelina	0	2016		0		778306555343167489	0	0	[]	Tue Sep 20 18:55:17 +0000 2016	fr	1	1	0	, Brangelina
778306618379427848	1	, 20, 31		Parfaite reprise !! #Brangelina https://t.co/Ur5TXmrG9x	0	2016		0		778306618379427848	0	0	[]	Tue Sep 20 18:55:32 +0000 2016	fr	0	1	1	, Brangelina
778306654559432704	0	, 30, 41		Perso j'en ai rien à foutre ! #Brangelina	0	2016		0		778306654559432704	0	0	[]	Tue Sep 20 18:55:41 +0000 2016	fr	0	1	0	, Brangelina
778306955316199424	0	, 97, 108		NO WAY! Bon... Fallait s'en douter à un moment donné ça fait des années que la rumeur circule... #brangelina	0	2016		0		778306955316199424	0	0	[]	Tue Sep 20 18:56:53 +0000 2016	fr	0	1	0	, brangelina
778306957379788800	0	, 15, 26		Ok y a plus de #Brangelina je ne crois plus en rien.	0	2016		0		778306957379788800	0	0	[]	Tue Sep 20 18:56:53 +0000 2016	fr	0	1	1	, Brangelina
778307098799202304	0	, 101, 112		Il n'y a que moi qui s'en bas royalement les couilles du divorce de Angelina Jolie et de Brad Pitt ? #Brangelina	0	2016		0		778307098799202304	0	0	[]	Tue Sep 20 18:57:27 +0000 2016	fr	1	1	2	, Brangelina
778307109826027520	0	, 0, 11, 91, 97		#brangelina : je suis aussi triste que le jour où Hélène a plaqué Nicolas pour Thomas Fava #lmdla	0	2016		0		778307109826027520	0	0	[]	Tue Sep 20 18:57:29 +0000 2016	fr	6	2	16	, brangelina, lmdla
778307179837292545	0	, 14, 25		Sur l'affaire #Brangelina il doit y avoir 100 tweets à la seconde, et encore.	0	2016		0		778307179837292545	0	0	[]	Tue Sep 20 18:57:46 +0000 2016	fr	0	1	1	, Brangelina
778307184442675202	0	, 56, 67		J'ai jamais aimé leur couple Maïs c'est triste pour eux #Brangelina	0	2016		0		778307184442675202	0	0	[]	Tue Sep 20 18:57:47 +0000 2016	fr	0	1	1	, Brangelina
778307199458242560	0	, 0, 11		#Brangelina divorcez pas svp vous pouvez pas me faire ça, vous êtes le couple idéal à mes yeux 😢😢😢	0	2016		0		778307199458242560	0	0	[]	Tue Sep 20 18:57:51 +0000 2016	fr	0	1	0	, Brangelina
778307237982965761	0	, 131, 142		Angelina Jolie&amp;Brad Pitt plus ensemble? On fait comment mtn pour croire en l'amour nous? Bande d'égoïste,vous pensez qu'à vous!#Brangelina	0	2016		0		778307237982965761	0	0	[]	Tue Sep 20 18:58:00 +0000 2016	fr	0	1	0	, Brangelina
778307252486803457	0	, 99, 110, 111, 129		Brad Pitt et Angelina Joli qui divorcent c'est le pompon sur la Garonne.C'est un modèle ce couple. #Brangelina #brangelinadivorce	0	2016		0		778307252486803457	0	0	[]	Tue Sep 20 18:58:03 +0000 2016	fr	0	2	0	, Brangelina, brangelinadivorce
778307277996617728	0	, 86, 97		Tu ne peux pas avoir un mariage béni quand tu voles le mari d'une autre ... et oui  😏 #Brangelina	0	2016		0		778307277996617728	0	0	[]	Tue Sep 20 18:58:09 +0000 2016	fr	2	1	3	, Brangelina
778307344849629184	0	, 4, 15, 61, 75		Les #Brangelina divorcent, je pense que j'ai une chance avec #AngelinaJolie maintenant hahahahah	0	2016		0		778307344849629184	0	0	[]	Tue Sep 20 18:58:25 +0000 2016	fr	1	2	0	, Brangelina, AngelinaJolie
778307364395085824	0	, 0, 11		#Brangelina ok je crois plus en l'amour	0	2016		0		778307364395085824	0	0	[]	Tue Sep 20 18:58:30 +0000 2016	fr	0	1	0	, Brangelina
778307398146621440	0	, 25, 36		On s'en bat les couilles #Brangelina	0	2016		0		778307398146621440	0	0	[]	Tue Sep 20 18:58:38 +0000 2016	fr	0	1	0	, Brangelina
778307477678981120	0	, 42, 53		Ca me rappelle mon divorce avec Joséphine #Brangelina	0	2016		0		778307477678981120	0	0	[]	Tue Sep 20 18:58:57 +0000 2016	fr	40	1	57	, Brangelina
778307507693481984	0	, 81, 92		La c'est comme si vous venez annoncer le divorce de mes parents c'est chaud  ... #Brangelina	0	2016		0		778307507693481984	0	0	[]	Tue Sep 20 18:59:04 +0000 2016	fr	0	1	1	, Brangelina
778307585489379328	1	, 0, 11		#Brangelina c'est fini ... ou autrement dit la revanche de Jenifer Aniston 😂 https://t.co/PLe9Aeg7lv	0	2016		0		778307585489379328	0	0	[]	Tue Sep 20 18:59:23 +0000 2016	fr	15	1	25	, Brangelina
778307613217918980	0	, 60, 71		"Daech revendique le divorce d'Angelina jolie et Brad Pitt.

#Brangelina"	0	2016		0		778307613217918980	0	0	[]	Tue Sep 20 18:59:29 +0000 2016	fr	262	1	178	, Brangelina
778307624966193152	0	, 92, 103, 104, 122, 123, 135		C'est pour ça que je ne suis pas actrice... j'aime bien quand ma vie privée reste privée... #Brangelina #brangelinadivorce #PrivateLife	0	2016		0		778307624966193152	0	0	[]	Tue Sep 20 18:59:32 +0000 2016	fr	0	3	0	, Brangelina, brangelinadivorce, PrivateLife
778307696617484288	0	, 62, 73		Le tout Hollywood doit être sans dessus dessous quand même... #Brangelina	0	2016		0		778307696617484288	0	0	[]	Tue Sep 20 18:59:49 +0000 2016	fr	0	1	0	, Brangelina
778307711301746688	0	, 0, 11		#Brangelina nannnn jsuis choque et puis deçuuuu ms cest juste pr la garde des enfants ça va être chaud jimagine même ps le bazar que ce sra	0	2016		0		778307711301746688	0	0	[]	Tue Sep 20 18:59:53 +0000 2016	fr	0	1	0	, Brangelina
778307745120485380	0	, 27, 38		Tous mes couples divorcent #Brangelina ; Wiz Khalifa Amber Rose ; Johnny vanessa etc...😭😭 c'est moi je porte la poisse ou quoi ????	0	2016		0		778307745120485380	0	0	[]	Tue Sep 20 19:00:01 +0000 2016	fr	0	1	2	, Brangelina
778307747460907008	0	, 5, 16		ptdr #Brangelina arrêtez ça, ils sont plus ensemble c'est cool	0	2016		0		778307747460907008	0	0	[]	Tue Sep 20 19:00:01 +0000 2016	fr	0	1	0	, Brangelina
778307770311409664	0	, 0, 11		#Brangelina un couple mythique qui se sépare...	0	2016		0		778307770311409664	0	0	[]	Tue Sep 20 19:00:07 +0000 2016	fr	0	1	0	, Brangelina
778307771947184128	0	, 8, 13, 28, 38, 68, 74, 78, 89		Mais si #Brad  a fauté avec #Cotillard on peut poser une option sur #Canet ?? #Brangelina	0	2016		0		778307771947184128	0	0	[]	Tue Sep 20 19:00:07 +0000 2016	fr	3	4	2	, Brad, Cotillard, Canet, Brangelina
778307805442957312	1	, 94, 105		J'ai appris le divorce de Brangelina dans un magasin de chaussures, j'en ai perdu un escarpin #Brangelina https://t.co/ezhYGKcgsU	0	2016		0		778307805442957312	0	0	[]	Tue Sep 20 19:00:15 +0000 2016	fr	2	1	2	, Brangelina
778307805883277312	0	, 37, 48		C'est bon je crois plus en l'amour 🌚 #Brangelina	0	2016		0		778307805883277312	0	0	[]	Tue Sep 20 19:00:15 +0000 2016	fr	0	1	0	, Brangelina
778307814213181440	0	, 31, 42		Je les aimais trop ensemble !  #Brangelina	0	2016		0		778307814213181440	0	0	[]	Tue Sep 20 19:00:17 +0000 2016	fr	0	1	0	, Brangelina
778307822178209792	1	, 20, 31, 95, 104		Faites une pause de #Brangelina et écoutez l'histoire de nos origines! https://t.co/441dqKZTB8 #FCI20ans	0	2016		0		778307822178209792	0	0	[]	Tue Sep 20 19:00:19 +0000 2016	fr	2	2	2	, Brangelina, FCI20ans
778307852062588928	0	, 27, 38		Pardon ils divorcent ????  #Brangelina	0	2016		0		778307852062588928	0	0	[]	Tue Sep 20 19:00:26 +0000 2016	fr	0	1	0	, Brangelina
778307880730656768	0	, 62, 73		Brad Pitt et Angelina Jolie qui divorcent ça me choque trop 😱 #Brangelina	0	2016		0		778307880730656768	0	0	[]	Tue Sep 20 19:00:33 +0000 2016	fr	0	1	0	, Brangelina
778307902020972544	0	, 33, 44		Ah mais c'est ps une blague pour #brangelina c'est meme passer à TF1	0	2016		0		778307902020972544	0	0	[]	Tue Sep 20 19:00:38 +0000 2016	fr	0	1	1	, brangelina
778307909008711682	0	, 79, 90		"- Fais pas ça reviens bébé !
- Vas y t'ma saoulé avec tes bails de sobriété là
#Brangelina https://t.co/i5XGl2Pyto"	0	2016		2		778307909008711682	1	0	['photo', 'photo']	Tue Sep 20 19:00:40 +0000 2016	fr	146	1	347	, Brangelina
778307927916572672	0	, 73, 84		Moi tant que les Obama restent ensemble, je continue à croire en l’amour #Brangelina https://t.co/vEYD6VBwSP	0	2016		1		778307927916572672	1	0	['photo']	Tue Sep 20 19:00:44 +0000 2016	fr	351	1	344	, Brangelina
778308091431555073	0	, 0, 11		#Brangelina bon bah Angie est de nouveau célibataire... ok c bon ca va! 😂	0	2016		0		778308091431555073	0	0	[]	Tue Sep 20 19:01:23 +0000 2016	fr	0	1	1	, Brangelina
778308124298076160	0	, 68, 79		De toute manière j'ai jamais aimé le film Mrs &amp; Mr Smith ... oO #Brangelina (*pas taper*)	0	2016		0		778308124298076160	0	0	[]	Tue Sep 20 19:01:31 +0000 2016	fr	0	1	0	, Brangelina
778308135005986816	0	, 25, 36, 52, 58		Ni Beyoncé&amp;jay-z, ni #Brangelina , me quedo con #Kimye ♡	0	2016		0		778308135005986816	0	0	[]	Tue Sep 20 19:01:34 +0000 2016	fr	0	2	0	, Brangelina, Kimye
778308188731047937	0	, 20, 31		choquee et déçue de #Brangelina la vie dma mere j'ai l'impression c mes parents	0	2016		0		778308188731047937	0	0	[]	Tue Sep 20 19:01:47 +0000 2016	fr	7	1	3	, Brangelina
778308207517261824	0	, 62, 73		Arretez avec jennyfer Aniston elle est mariée elle s'en blc 😂 #brangelina	0	2016		0		778308207517261824	0	0	[]	Tue Sep 20 19:01:51 +0000 2016	fr	0	1	0	, brangelina
778308244271992832	0	, 0, 11		#Brangelina ils divorcent une fois par mois depuis 4 ans donc bon	0	2016		0		778308244271992832	0	0	[]	Tue Sep 20 19:02:00 +0000 2016	fr	0	1	0	, Brangelina
778308287590727684	0	, 0, 11		#Brangelina je réalise pas ... 😢	0	2016		0		778308287590727684	0	0	[]	Tue Sep 20 19:02:10 +0000 2016	fr	0	1	0	, Brangelina
778308383061471236	0	, 65, 76		Par contre, je ne m'attendais vraiment pas à ce qu'ils divorcent #Brangelina	0	2016		0		778308383061471236	0	0	[]	Tue Sep 20 19:02:33 +0000 2016	fr	0	1	0	, Brangelina
778308440594780161	1	, 61, 72		C'est là que tu pries pour que ce soit juste une connerie... #Brangelina https://t.co/VSrVGqBEYV	0	2016		0		778308440594780161	0	0	[]	Tue Sep 20 19:02:47 +0000 2016	fr	0	1	0	, Brangelina
778308458965790720	0	, 26, 37		Yes elle est libre mdrr😂😁 #Brangelina	0	2016		0		778308458965790720	0	0	[]	Tue Sep 20 19:02:51 +0000 2016	fr	0	1	1	, Brangelina
778308490494377984	0	, 62, 74, 75, 86		"Quand t'apprends que ton mec te trompe avec Marion Cotillard.
#CroisonsLes #Brangelina https://t.co/OpUDouCRuK"	0	2016		1		778308490494377984	1	0	['photo']	Tue Sep 20 19:02:59 +0000 2016	fr	33	2	54	, CroisonsLes, Brangelina
778308541966942208	1	, 11, 22, 49, 58, 59, 73, 74, 90, 91, 101		Le divorce #brangelina vu par Jennifer Aniston 😂 #BradPitt #AngelinaJoile #JenniferAniston #vengeance 😂 https://t.co/N6EUNlhz0M	0	2016		0		778308541966942208	0	0	[]	Tue Sep 20 19:03:11 +0000 2016	fr	1	5	2	, brangelina, BradPitt, AngelinaJoile, JenniferAniston, vengeance
778308726067429378	0	, 50, 61		La Jolie i l'Aniston fent-se amigues en 3,2,1.... #Brangelina	0	2016		0		778308726067429378	0	0	[]	Tue Sep 20 19:03:55 +0000 2016	fr	0	1	1	, Brangelina
778308726537289728	0	, 32, 43		on s'en fout des ces dinosaures #Brangelina	0	2016		0		778308726537289728	0	0	[]	Tue Sep 20 19:03:55 +0000 2016	fr	0	1	0	, Brangelina
778308855684005888	0	, 98, 109, 131, 137		Si @ELLEfrance pouvait arreter de tweeter toujours le même tweet toute les 30 min avec le GIF des #Brangelina ... C'est saoulant ! #Merci	0	2016	, 3, 14	0	, ELLEfrance	778308855684005888	0	1	[]	Tue Sep 20 19:04:26 +0000 2016	fr	0	2	0	, Brangelina, Merci
778308881671917568	0	, 128, 139		Je suis toujours sous le choc!! Comment il a pu la tromper avec une moche ptn! Ce gars il avait la PERFECTION entre ses mains 😔 #Brangelina	0	2016		0		778308881671917568	0	0	[]	Tue Sep 20 19:04:32 +0000 2016	fr	1	1	3	, Brangelina
778308882024325120	0	, 36, 44, 45, 59, 60, 69, 70, 78, 79, 90		Mariés avec Tom Ford malgré  tout 😎 #tomford #AngelinaJolie #marcolin #lunette #Brangelina https://t.co/ZkYlUfEPx1	0	2016		1		778308882024325120	1	0	['photo']	Tue Sep 20 19:04:32 +0000 2016	fr	1	5	1	, tomford, AngelinaJolie, marcolin, lunette, Brangelina
778308897174089728	0	, 16, 27		Je suis choquée #Brangelina	0	2016		0		778308897174089728	0	0	[]	Tue Sep 20 19:04:36 +0000 2016	fr	1	1	1	, Brangelina
778308947145027585	0	, 20, 31, 77, 87		Pour m'avoir appris #Brangelina, twitter je ne te remercie pas, évidemment ! #OnSenFout	0	2016		0		778308947145027585	0	0	[]	Tue Sep 20 19:04:47 +0000 2016	fr	0	2	0	, Brangelina, OnSenFout
778309017017937920	0	, 20, 31		À la tienne Angie ! #Brangelina https://t.co/YFNDlvJ1iZ	0	2016		1		778309017017937920	1	0	['photo']	Tue Sep 20 19:05:04 +0000 2016	fr	0	1	0	, Brangelina
778309030901125120	0	, 59, 70		vous êtes archi chiants avec vos "j'crois plus à l'amour 😭😭#Brangelina " srx	0	2016		0		778309030901125120	0	0	[]	Tue Sep 20 19:05:07 +0000 2016	fr	5	1	0	, Brangelina
778309060932296705	0	, 73, 84		Et en guise de Happy Ending Jennifer console Brad et retourne avec lui ? #Brangelina	0	2016		0		778309060932296705	0	0	[]	Tue Sep 20 19:05:15 +0000 2016	fr	0	1	3	, Brangelina
778309135599333377	0	, 17, 28		J'y crois pas 😨😨😨#Brangelina	0	2016		0		778309135599333377	0	0	[]	Tue Sep 20 19:05:32 +0000 2016	fr	1	1	1	, Brangelina
778309135817474048	0	, 91, 107, 108, 119		"Dujardin / Lamy
Cassel / Bellucci
Depp / Paradis
...
Pitt / Jolie 😓😓 
J'ai mal à mon amour #CouplesMythique #Brangelina 💔"	0	2016		0		778309135817474048	0	0	[]	Tue Sep 20 19:05:32 +0000 2016	fr	83	2	86	, CouplesMythique, Brangelina
778309144310714368	0	, 0, 11, 43, 66		#Brangelina Pourquoi vous nous faites ça ? #BrangelinaDivorceParty	0	2016		0		778309144310714368	0	0	[]	Tue Sep 20 19:05:34 +0000 2016	fr	1	2	1	, Brangelina, BrangelinaDivorceParty
778309180180557824	0	, 82, 93		Une pensée à tous ces millions de petits enfants qui ne seront jamais adoptés ... #Brangelina	0	2016		0		778309180180557824	0	0	[]	Tue Sep 20 19:05:43 +0000 2016	fr	1	1	3	, Brangelina
