index	nb_user_mentions	nb_extended_entities	nb_hashtags	geo	text_hashtags	annee	delimit_mention	lang	id_str	text_mention	retweet_count	favorite_count	type_extended_entities	text	nb_user_photos	nb_urls	nb_symbols	created_at	delimit_hash
776066992054861825	0	0	1		, SiJétaisPrésident	2016		fr	776066992054861825		4	3	[]	#SiJétaisPrésident se serait la fin du monde... mdr 😂	0	0	0	Wed Sep 14 14:36:04 +0000 2016	, 0, 18
776067660979245056	0	0	1		, SiJétaisPrésident	2016		fr	776067660979245056		5	8	[]	"#SiJétaisPrésident je donnerai plus de vacances 😌, genre 1mois de cours 1 mois de vacances etc...
Votez pour moi !😂"	0	0	0	Wed Sep 14 14:38:43 +0000 2016	, 0, 18
776312610811703296	0	0	4		, Alstom, Macron, haute, BFMTV	2016		fr	776312610811703296		0	0	[]	"Affaire #Alstom #Macron c'est de la #haute-trahison !" Dupont-Aignan en campagne... jusqu'au 2e tour 😃#BFMTV	0	0	0	Thu Sep 15 06:52:04 +0000 2016	, 9, 16, 17, 24, 37, 43, 103, 109
776313587094740996	1	1	1		, Macron	2016	, 20, 30	fr	776313587094740996	, vtremolet	25	15	['photo']	Excellent billet de @vtremolet qui démonte, 1 à 1, les multiples contradictions, voire l'inconsistance de M.#Macron https://t.co/QJ3N0ZTtex	1	0	0	Thu Sep 15 06:55:57 +0000 2016	, 108, 115
776314470276694016	0	0	2		, Macron, Sarkozy	2016		fr	776314470276694016		1	2	[]	Sondage, au premier tour #Macron met #Sarkozy dans la marge d'erreur.	0	0	0	Thu Sep 15 06:59:27 +0000 2016	, 25, 32, 37, 45
776315980054159360	1	0	1		, Macron	2016	, 0, 12	fr	776315980054159360	, GrandesVoix	0	0	[]	@GrandesVoix Incohérence sur les énarques. D'un côté, il y en a trop en politique et de l'autre #Macron, énarque, est "rafraîchissant"...	0	0	0	Thu Sep 15 07:05:27 +0000 2016	, 96, 103
776316173210222592	0	0	2		, Macron, hollande	2016		fr	776316173210222592		0	0	[]	"Pour qu’il y ait Brutus, encore faut-il qu’il y ait César dans l’avion" #Macron vs #hollande ! https://t.co/4S0bsBUtoh	0	1	0	Thu Sep 15 07:06:13 +0000 2016	, 73, 80, 84, 93
776317192916852736	2	0	2		, Macron, Invitepol	2016	, 0, 16, 17, 32	fr	776317192916852736	, pierremoscovici, radioclassique	0	0	[]	@pierremoscovici @radioclassique vous allez bien voter pour la droite au second tour de la présidentielle. #Macron #Invitepol	0	0	0	Thu Sep 15 07:10:16 +0000 2016	, 107, 114, 115, 125
776319461385265153	0	0	5		, Macron, Hollande, Valls, POUTINE, Alstom	2016		fr	776319461385265153		0	0	[]	Que #Macron #Hollande #Valls et tous les autres s'inspirent de #POUTINE pour sauver #Alstom : https://t.co/363x6Y7TQY	0	1	0	Thu Sep 15 07:19:17 +0000 2016	, 4, 11, 12, 21, 22, 28, 63, 71, 84, 91
776320156221972480	0	1	6		, haïku, poésie, loimacron, Alstom, SNCF, Macron	2016		fr	776320156221972480		0	3	['photo']	"#haïku #poésie #loimacron #Alstom 

La #SNCF,
Après la loi #Macron,
Boude nos wagons. https://t.co/mnhcRnLZgT"	1	0	0	Thu Sep 15 07:22:03 +0000 2016	, 0, 6, 7, 14, 15, 25, 26, 33, 39, 44, 59, 66
776322310865317888	0	0	2		, Macron, LCImatin	2016		fr	776322310865317888		5	7	[]	Besancenot #Macron : "Caricature de classe pol qui cherche une nouveauté là où il n'y a que du vieux. Il est en noir et blanc !" #LCImatin	0	0	0	Thu Sep 15 07:30:36 +0000 2016	, 11, 18, 129, 138
776324695754940417	2	0	3		, Valls, Macron, Rocard	2016	, 91, 101, 102, 111	fr	776324695754940417	, paFurbury, LesEchos	0	0	[]	#Valls et #Macron se disputent à nouveau l'héritage de #Rocard https://t.co/nSXhpRKigv via @paFurbury @LesEchos	0	1	0	Thu Sep 15 07:40:05 +0000 2016	, 0, 6, 10, 17, 55, 62
776326412785549312	3	0	1		, Macron	2016	, 26, 38, 93, 102, 105, 115	fr	776326412785549312	, Gaspard2012, Le1hebdo, vtremolet	4	4	[]	"Un peu de Gaspard Koenig @Gaspard2012 dans l'éloge de la loi Le Chapelier" par #Macron dans @Le1hebdo / @vtremolet https://t.co/UHg7w2P7Lf	0	1	0	Thu Sep 15 07:46:54 +0000 2016	, 80, 87
776326789626994688	1	0	1		, Macron	2016	, 88, 103	fr	776326789626994688	, EmmanuelMacron	1	0	[]	Il va pleuvoir aujourd'hui. C'est la faute à #Macron selon ses opposants. C'est grâce à @EmmanuelMacron selon les agriculteurs ;-)	0	0	0	Thu Sep 15 07:48:24 +0000 2016	, 45, 52
776326844106833921	0	0	1		, Macron	2016		fr	776326844106833921		0	0	[]	"La liberté permet d'accéder à une plus grande égalité. Je ne suis pas pour autant pour la disparition de l'Etat" #Macron 4/09/2016	0	0	0	Thu Sep 15 07:48:37 +0000 2016	, 114, 121
776326867313975296	0	0	2		, Valls, Macron	2016		fr	776326867313975296		1	0	[]	#Valls et #Macron se disputent à nouveau l'héritage de Rocard - https://t.co/76HbL8Da68	0	1	0	Thu Sep 15 07:48:43 +0000 2016	, 0, 6, 10, 17
776327036755402752	1	0	1		, Macron	2016	, 101, 113	fr	776327036755402752	, franceinter	1	0	[]	"""La clé, par la liberté, par des ouvertures, c'est de redonner des égalités d'opportunité"" 
#Macron, @FranceInter 4/09/2016"	0	0	0	Thu Sep 15 07:49:23 +0000 2016	, 92, 99
776327447637819392	1	0	1		, Macron	2016	, 47, 57	fr	776327447637819392	, vtremolet	0	0	[]	A ceux qui sont déjà lassés de #Macron...  par @vtremolet https://t.co/gZnKT1le6t	0	1	0	Thu Sep 15 07:51:01 +0000 2016	, 31, 38
776327992427614209	0	0	2		, touquet, emmanuelmacron	2016		fr	776327992427614209		2	1	[]	#touquet: #emmanuelmacron, gendre idéal... https://t.co/oKWgPTWrmN	0	1	0	Thu Sep 15 07:53:11 +0000 2016	, 0, 8, 10, 25
776329413550084096	3	0	1		, Macron	2016	, 0, 16, 17, 27, 28, 39	fr	776329413550084096	, david_lacombled, ACheinine, Groupe_BVA	0	0	[]	"@david_lacombled @ACheinine @Groupe_BVA 
#Macron l'émissaire des banques envoyé en mission pour contrôler Hollande se dissocie du PS"	0	0	0	Thu Sep 15 07:58:50 +0000 2016	, 41, 48
776335334162460672	1	0	2		, Sarkozy, Macron	2016	, 97, 112	fr	776335334162460672	, EmmanuelMacron	1	3	[]	A creuser: le cas 1er tr  #Sarkozy-#Macron-Hollande avec 19%NS &amp; 18,5EM Quel résultat ss FH? @EmmanuelMacron dvt NS? https://t.co/pqq4BIsWom	0	1	0	Thu Sep 15 08:22:21 +0000 2016	, 26, 34, 35, 42
776337505369088001	1	0	2		, Sarkozy, Macron	2016	, 0, 12	fr	776337505369088001	, f_philippot	0	1	[]	@f_philippot Et si la droite de #Sarkozy était éliminée du 2nd tour par #Macron ? Hypothèse très possible au vu de ce sondage.	0	0	0	Thu Sep 15 08:30:59 +0000 2016	, 32, 40, 72, 79
776338779120373760	0	1	2		, Alstom, Macron	2016		fr	776338779120373760		3	1	['photo']	#Alstom : #Macron affirme ne pas avoir fait "des promesses intenables"  &gt;&gt; https://t.co/Di0ErNfgjp https://t.co/579qhpI23J	1	1	0	Thu Sep 15 08:36:03 +0000 2016	, 0, 7, 10, 17
776341295274926080	1	1	1		, Macron	2016	, 1, 8	fr	776341295274926080	, bayrou	2	0	['photo']	.@bayrou sur #Macron: "tant que je serai là, pas d'OPA sur le centre"  &gt;&gt; https://t.co/zmAtzm5d4m https://t.co/OvjMc0xfPc	1	1	0	Thu Sep 15 08:46:03 +0000 2016	, 13, 20
776343084867129344	0	0	1		, Macron	2016		fr	776343084867129344		0	1	[]	"""-Vous, avec votre pognon, vous achetez des costards!
-La meilleur façon de se payer un costard c'est de travailler."" #Macron 👏🏽"	0	0	0	Thu Sep 15 08:53:09 +0000 2016	, 118, 125
776343724804669440	0	0	2		, Hollande, Macron	2016		fr	776343724804669440		0	0	[]	#Hollande répond à #Macron "Je continue de penser que le clivage gauche-droite reste fondateur de la démocratie" https://t.co/lbyfWwqVeL	0	1	0	Thu Sep 15 08:55:42 +0000 2016	, 0, 9, 19, 26
776344454240342016	0	2	1		, Macron	2016		fr	776344454240342016		1	1	['photo', 'photo']	#Macron 2 images suffisent... https://t.co/h9xngB1TK5	1	0	0	Thu Sep 15 08:58:36 +0000 2016	, 0, 7
776344487660511233	0	0	4		, alsthom, ridicule, macron, malicieux	2016		fr	776344487660511233		0	0	[]	"#alsthom Comment un gouv. actionnaire peut arguer
 'nous ne savions pas' #ridicule. '#macron savait mais
a caché la vérité' #malicieux"	0	0	0	Thu Sep 15 08:58:44 +0000 2016	, 0, 8, 73, 82, 85, 92, 124, 134
776346794548535296	0	0	4		, Macron, Touquettois, potins, people	2016		fr	776346794548535296		0	0	[]	Emmanuel #Macron, le gendre idéal des #Touquettois #potins #people https://t.co/TWJ8nGKLLk	0	1	0	Thu Sep 15 09:07:54 +0000 2016	, 9, 16, 38, 50, 51, 58, 59, 66
776359344631848960	0	0	1		, Macron	2016		fr	776359344631848960		1	2	[]	Effectivement. A lire . Xavier Bertrand "imagine en confiance une alliance possible avec #Macron en 2022" https://t.co/4SMcKB5eU9	0	1	0	Thu Sep 15 09:57:46 +0000 2016	, 89, 96
776359867959406592	0	0	4		, DSK, Cahuzac, Thévenoud, Macron	2016		fr	776359867959406592		0	0	[]	Sans parler de #DSK, #Cahuzac et #Thévenoud. Ni du bilan du P"S" et de #Macron. La droite, c'est tout pourri ! https://t.co/66XMATTFMG	0	1	0	Thu Sep 15 09:59:51 +0000 2016	, 15, 19, 21, 29, 33, 43, 71, 78
776359988700643328	0	1	2		, Presidentielles2017, Macron	2016		fr	776359988700643328		0	0	['photo']	"#Presidentielles2017: #Macron va-t-il y aller? ""Sky is the limit"", répond-il
https://t.co/wcvz8W2lG2 https://t.co/qfkM7tBInE"	1	1	0	Thu Sep 15 10:00:20 +0000 2016	, 0, 20, 22, 29
776360763996925953	1	0	1		, Macron	2016	, 0, 13	fr	776360763996925953	, dupontaignan	0	0	[]	@dupontaignan Allez-vous poursuivre #Macron en justice ou est-ce une déclaration sans suite?	0	0	0	Thu Sep 15 10:03:24 +0000 2016	, 36, 43
776361007576969216	0	0	4		, Clinton, Trump, 3e, Macron	2016		fr	776361007576969216		0	0	[]	COUP D'ETAT IMMINENT AUX USA #Clinton #Trump #3e guerre mondiale #Macron https://t.co/xhXcrDP5kP	0	1	0	Thu Sep 15 10:04:22 +0000 2016	, 29, 37, 38, 44, 45, 48, 65, 72
776362693523566592	0	0	1		, macron	2016		fr	776362693523566592		0	0	[]	Pascal Terrasse dans "Dimanche en politique" : participez au débat ! - https://t.co/uYx32cWhzo #macron	0	1	0	Thu Sep 15 10:11:04 +0000 2016	, 95, 102
776362728902496256	0	0	1		, Macron	2016		fr	776362728902496256		0	1	[]	"#Macron
ALSTOM M'A TUER
Allez Manu, reviens nous dans 5 ans avec un baratin renové"	0	0	0	Thu Sep 15 10:11:13 +0000 2016	, 0, 7
776362858309361664	0	1	1		, macron	2016		fr	776362858309361664		0	0	['photo']	Mon voisin d'atelier est revenu de vacances. Son souvenir le voici #macron " il voulait me tirer mon chapeau ce con" https://t.co/XvEyFpCnpE	1	0	0	Thu Sep 15 10:11:44 +0000 2016	, 67, 74
776363628505227264	0	0	1		, Macron	2016		fr	776363628505227264		3	3	[]	"#Macron ""Les gens sont pas gentils avec moi
Ils ne m'écoutent pas, ils ne font que me demander des compte sur mon bilan....""
pov chou"	0	0	0	Thu Sep 15 10:14:47 +0000 2016	, 0, 7
776364341591412736	0	0	2		, MerciMacron, EcoplaVivra	2016		fr	776364341591412736		11	5	[]	Les Ecopla en marche vers Macron ! https://t.co/RdOVrzD9rz #MerciMacron #EcoplaVivra	0	1	0	Thu Sep 15 10:17:37 +0000 2016	, 59, 71, 72, 84
776364445396267008	1	1	2		, Hollande, Macron	2016	, 71, 80	fr	776364445396267008	, LesEchos	1	0	['photo']	#Hollande-#Macron, la course des horlogers https://t.co/KbCjB6mZsa via @LesEchos https://t.co/IoZNBLTe36	1	1	0	Thu Sep 15 10:18:02 +0000 2016	, 0, 9, 10, 17
776364869205524481	0	0	1		, Macron	2016		fr	776364869205524481		1	0	[]	"se complaît" sinon il faut se faire tailler un costume comme #Macron  https://t.co/flbO6s4w9s	0	1	0	Thu Sep 15 10:19:43 +0000 2016	, 62, 69
776366452643336192	0	0	8		, Cahuzac, Sarkozy, Balkany, Dassault, Cambadélis, Macron, Montebourg, Hamon	2016		fr	776366452643336192		0	0	[]	"#Cahuzac, #Sarkozy, #Balkany, #Dassault, #Cambadélis et dans un autre registre #Macron #Montebourg #Hamon
Ambassadeurs de notre déchéance.."	0	0	0	Thu Sep 15 10:26:01 +0000 2016	, 0, 8, 10, 18, 20, 28, 30, 39, 41, 52, 79, 86, 87, 98, 99, 105
776367925854863360	0	0	1		, macron	2016		fr	776367925854863360		0	0	[]	Les «cars Macron» connaissent leur première suppression d'emplois https://t.co/McZQKOVWPr #macron	0	1	0	Thu Sep 15 10:31:52 +0000 2016	, 90, 97
776368453934522369	1	0	1		, macron	2016	, 0, 12	fr	776368453934522369	, Rihan_Cypel	4	1	[]	@Rihan_Cypel en direct sur https://t.co/d5mLAQ31lg: "Emanuel #macron n'a pas fait part de sa volonté de s'ancrer dans le camp de la gauche"	0	1	0	Thu Sep 15 10:33:58 +0000 2016	, 61, 68
776373844697354241	0	1	3		, Presidentielle2017, Hollande, Macron	2016		fr	776373844697354241		2	2	['photo']	#Presidentielle2017 : un plan secret entre #Hollande et #Macron ? https://t.co/MC8abyfgyj https://t.co/dIGtq5ZxzQ	1	1	0	Thu Sep 15 10:55:23 +0000 2016	, 0, 19, 43, 52, 56, 63
776374184876314624	2	0	4		, SPACE2016, Macron, agriculture, NDA2016	2016	, 11, 24, 117, 130	fr	776374184876314624	, dupontaignan, DLF_Officiel	2	2	[]	#SPACE2016 @dupontaignan à #Macron : "vous avez accepté la mort de l'#agriculture française" https://t.co/2dht58yS9P @DLF_Officiel #NDA2016	0	1	0	Thu Sep 15 10:56:44 +0000 2016	, 0, 10, 27, 34, 69, 81, 131, 139
776374235547729920	0	1	2		, EnMarche, Macron	2016		fr	776374235547729920		3	4	['photo']	Dans le 1, Vincent Martigny analyse l'imaginaire social et politique d'#EnMarche et #Macron https://t.co/uDx6wa1EFK	1	0	0	Thu Sep 15 10:56:56 +0000 2016	, 71, 80, 84, 91
776375183053430784	0	0	3		, Bayrou, Macron, centriste	2016		fr	776375183053430784		1	0	[]	#Bayrou a fait ses preuves au niveau des idées. #Macron = inconnu il y a peu...voyons si c'est un vrai #centriste https://t.co/YNCABofebV	0	1	0	Thu Sep 15 11:00:42 +0000 2016	, 0, 7, 48, 55, 103, 113
776375295079219200	1	0	2		, EnMarche, Macron	2016	, 0, 9	fr	776375295079219200	, Le1hebdo	0	0	[]	@Le1hebdo pour ceux là #EnMarche #Macron prévoit au mieux le travail forcé,l'esclavage et sinon l'extermination com son idole Adolphe	0	0	0	Thu Sep 15 11:01:09 +0000 2016	, 23, 32, 33, 40
776375391883759616	1	1	1		, Macron	2016	, 103, 114	fr	776375391883759616	, JeanBunzac	0	0	['photo']	[Bloc-notes] Le “cas“ #Macron n’est pas si simple https://t.co/WirgjVvEAl - par Jean-Claude Guillebaud @JeanBunzac https://t.co/PiFEMEYJ64	1	1	0	Thu Sep 15 11:01:32 +0000 2016	, 22, 29
776375469784563712	4	0	1		, macron	2016	, 0, 10, 11, 23, 27, 36, 55, 61	fr	776375469784563712	, fhollande, manuelvalls, JJUrvoas, Adlc_	0	1	[]	@fhollande @manuelvalls et @JJUrvoas non plus. Seule l'@Adlc_  s'est laissée bernée par #macron et les financiers.  https://t.co/x8vUB3kMsw	0	1	0	Thu Sep 15 11:01:51 +0000 2016	, 88, 95
776375620125200384	0	0	1		, Macron	2016		fr	776375620125200384		3	2	[]	Notez également comme on "apprécie" la controverse dans le camp #Macron (le monsieur à lunettes) sur la video https://t.co/2dht58yS9P	0	1	0	Thu Sep 15 11:02:26 +0000 2016	, 64, 71
776376569719820288	1	0	4		, NDA2016, Macron, agriculture, SiOnChangeaitDePolitique	2016	, 9, 22	fr	776376569719820288	, dupontaignan	4	1	[]	#NDA2016 @dupontaignan à #Macron "vous avez accepté la mort de l'#agriculture française" https://t.co/2dht58yS9P #SiOnChangeaitDePolitique	0	1	0	Thu Sep 15 11:06:13 +0000 2016	, 0, 8, 25, 32, 65, 77, 113, 138
776377814618628096	0	1	2		, Presidentielles2017, Macron	2016		fr	776377814618628096		0	0	['photo']	#Presidentielles2017  La campagne électorale de #Macron serait estimée à 9M d'€. (RTL) https://t.co/SH12Llg7pF	1	0	0	Thu Sep 15 11:11:10 +0000 2016	, 0, 20, 48, 55
776377908080312320	0	0	1		, Macron	2016		fr	776377908080312320		0	0	[]	#Macron "enfant phare"...de l'Occcident ? - ou en fanfaron ?  https://t.co/sXhmC6kEYv	0	1	0	Thu Sep 15 11:11:32 +0000 2016	, 0, 7
776378493663928320	0	0	1		, Macron	2016		fr	776378493663928320		1	0	[]	#Macron veut surmonter «le fatalisme» et «la défiance» qui frappent la société française https://t.co/IIGHCAS6mV	0	1	0	Thu Sep 15 11:13:51 +0000 2016	, 0, 7
776380449023197184	3	0	3		, Macron, SiOnChangeaitDePolitique, NDA2016	2016	, 5, 19, 21, 34, 96, 104	fr	776380449023197184	, JJBourdin_RMC, dupontaignan, Valeurs	0	0	[]	Chez @JJBourdin_RMC, @dupontaignan accuse #Macron de haute trahison https://t.co/21GDIvPBbZ via @valeurs #SiOnChangeaitDePolitique #NDA2016	0	1	0	Thu Sep 15 11:21:38 +0000 2016	, 42, 49, 105, 130, 131, 139
776381126726316032	0	0	2		, HauteTrahison, Macron	2016		fr	776381126726316032		1	0	[]	Ils sont nombreux tous ceux &amp; celles qui devront être jugés pour #HauteTrahison dans l'exécutif socialiste. #Macron https://t.co/21GDIvPBbZ	0	1	0	Thu Sep 15 11:24:19 +0000 2016	, 69, 83, 112, 119
776381602091954176	2	0	1		, Macron	2016	, 0, 11, 12, 24	fr	776381602091954176	, EnMarche84, emacron2017	0	1	[]	@EnMarche84 @emacron2017 Pauvres groupies de la créature #Macron qui va se dégonfler comme la baudruche politique qu'il est.	0	0	0	Thu Sep 15 11:26:13 +0000 2016	, 57, 64
776385152024969216	0	1	2		, Macron, Macron	2016		fr	776385152024969216		0	0	['photo']	Intéressante Itw #Macron dans le 1. Risque élimination camp progressiste du 2nd tour = pas de candidature #Macron ? https://t.co/udycMyyaP4	1	0	0	Thu Sep 15 11:40:19 +0000 2016	, 17, 24, 106, 113
776388497376743424	0	0	2		, Macron, DeGaulle	2016		fr	776388497376743424		0	0	[]	#Macron piège à cons perturbe les sondages de la présidentielle. Tout beau, tout neuf.  "Les français sont des veaux"  #DeGaulle	0	0	0	Thu Sep 15 11:53:37 +0000 2016	, 0, 7, 119, 128
776389289609424896	3	0	5		, Valls, PS, Hollande, Mélanchon, Macron	2016	, 0, 14, 15, 28, 132, 138	fr	776389289609424896	, GianluigiTRCT, MyriamJerome, BFMTV	1	1	[]	@GianluigiTRCT @MyriamJerome Le problème de #Valls est que le #PS ne croit ni en LUI ni en #Hollande, mais en #Mélanchon et #Macron @BFMTV !	0	0	0	Thu Sep 15 11:56:45 +0000 2016	, 44, 50, 62, 65, 91, 100, 110, 120, 124, 131
776391362174455808	2	0	3		, Sarkosy, Macron, Primaire	2016	, 0, 14, 44, 60	fr	776391362174455808	, MaryseSchumim, lesRepublicains	0	0	[]	"@MaryseSchumim J'ai trop honte que #Sarkosy
@lesRepublicains veuille encore diriger la FR en 2017. Je voterais #Macron si il gagne #Primaire"	0	0	0	Thu Sep 15 12:05:00 +0000 2016	, 35, 43, 111, 118, 131, 140
776393101619392512	1	0	2		, Juppe, Macron	2016	, 0, 12	fr	776393101619392512	, f_philippot	0	0	[]	@f_philippot C'est bien, mais l"important c'est le deuxième tour, et là je crains soit #Juppe soit #Macron . Gare aux manipulations gauchos	0	0	0	Thu Sep 15 12:11:54 +0000 2016	, 87, 93, 99, 106
776397494553026560	0	0	3		, macron, rocard, politics	2016		fr	776397494553026560		1	0	[]	La citation #macron #rocard #politics https://t.co/966ykKvE2y	0	1	0	Thu Sep 15 12:29:22 +0000 2016	, 12, 19, 20, 27, 28, 37
776397740334907397	0	1	4		, LoiMacron, liberté, clarification, ExpertsComptables	2016		fr	776397740334907397		0	0	['photo']	"#LoiMacron : #liberté &amp; #clarification pour l'activité des #ExpertsComptables
https://t.co/jAecSKJ6l8 https://t.co/fMyEXawHXm"	1	1	0	Thu Sep 15 12:30:20 +0000 2016	, 0, 10, 13, 21, 28, 42, 63, 81
776399154712973314	0	0	1		, Macron	2016		fr	776399154712973314		2	0	[]	"Vanter l'invasion massive de migrants musulmans sur une télé israélienne est un tour de force énorme.
#Macron https://t.co/Wxtz9oK0S0"	0	1	0	Thu Sep 15 12:35:57 +0000 2016	, 102, 109
776400148817645568	0	0	1		, Macron	2016		fr	776400148817645568		0	0	[]	3,4 millions de passagers transportés par les cars #Macron depuis 11 mois 39 % de plus au 2e trimestre 2016 !	0	0	0	Thu Sep 15 12:39:54 +0000 2016	, 51, 58
776400501399166976	0	2	2		, Cars, Macron	2016		fr	776400501399166976		1	0	['photo', 'photo']	#Cars #Macron : avec trois opérateurs, la carte des réseaux est nettement simplifiée... https://t.co/6wSz4pmWme	1	0	0	Thu Sep 15 12:41:19 +0000 2016	, 0, 5, 6, 13
776400506591719430	1	0	2		, Macron, FN	2016	, 0, 14	fr	776400506591719430	, AcquaroneJean	0	0	[]	@AcquaroneJean Le Yorkshire de Bolloré a appris à ne mordre que ceux qui pourraient gêner son maître et à bien lécher les autres #Macron #FN	0	0	0	Thu Sep 15 12:41:20 +0000 2016	, 129, 136, 137, 140
776401110072459264	0	0	1		, Macron	2016		fr	776401110072459264		0	0	[]	Jardins pensés à la plume et réalisés avec des analphabètes. On vous attend avec vos tablettes 😜 poke #Macron https://t.co/Wg5zbLpqtw	0	1	0	Thu Sep 15 12:43:44 +0000 2016	, 102, 109
776401114128277504	0	0	1		, Macron	2016		fr	776401114128277504		1	0	[]	Cars #Macron : 1,5 million de passagers transportés au 2e trimestre 2016, +39% par rapport au pcdt trimestre	0	0	0	Thu Sep 15 12:43:45 +0000 2016	, 5, 12
776402946057707520	0	1	3		, Macron, Melenchon, Hollande	2016		fr	776402946057707520		0	0	['photo']	"2017: #Macron et #Melenchon battraient #Hollande au premier tour
https://t.co/VMhgCsjVs2 https://t.co/4413TqwbuQ"	1	1	0	Thu Sep 15 12:51:01 +0000 2016	, 6, 13, 17, 27, 39, 48
776403553820680192	1	0	1		, Macron	2016	, 11, 20	fr	776403553820680192	, Le1hebdo	0	2	[]	#Macron in @Le1hebdo: La République doit être intraitable quand des individus utilisent la religion en vue d'exercer une hégémonie politique	0	0	0	Thu Sep 15 12:53:26 +0000 2016	, 0, 7
776404943750074369	1	0	2		, Macron, primaires	2016	, 105, 118	fr	776404943750074369	, Contrepoints	0	0	[]	Quelle ombre fait peser #Macron sur les #primaires à gauche comme à droite ? https://t.co/QvGYj9jMQY Via @Contrepoints	0	1	0	Thu Sep 15 12:58:58 +0000 2016	, 24, 31, 40, 50
776407888004734976	2	0	3		, Hollande, Mélanchon, Macron	2016	, 0, 13, 14, 19	fr	776407888004734976	, deuxiemetour, lobs	0	0	[]	@deuxiemetour @lobs Le seul sens du mandat de #Hollande est celui de la sortie en mai 2017.. Coincé entre #Mélanchon et #Macron il est mort	0	0	0	Thu Sep 15 13:10:40 +0000 2016	, 46, 55, 106, 116, 120, 127
776408644019556352	0	0	2		, Cahuzac, Macron	2016		fr	776408644019556352		0	0	[]	Mais foutézy la paix à Roro, il est encore chaud et pourtant tout le monde joue avec le cadavre #Cahuzac #Macron https://t.co/0M64MVkF7l	0	1	0	Thu Sep 15 13:13:40 +0000 2016	, 96, 104, 105, 112
776409128893767680	1	1	2		, Macron, EnMarche	2016	, 105, 114	fr	776409128893767680	, LesEchos	4	3	['photo']	#Macron #EnMarche Qui sont ses soutiens? Réponses dans notre DIAPORAMA -&gt; https://t.co/7eNZilF40e via @LesEchos https://t.co/sYJ4xCkJ4R	1	1	0	Thu Sep 15 13:15:35 +0000 2016	, 0, 7, 8, 17
776410736130088963	1	0	3		, Cahuzac, EnMarche, Macron	2016	, 0, 14	fr	776410736130088963	, ThomasBaietto	0	0	[]	@ThomasBaietto Donc #Cahuzac dans la rue, #EnMarche comme #Macron ? Normal ce sont DEUX CRAPULES D'EXTRÊME-DROITE !	0	0	0	Thu Sep 15 13:21:59 +0000 2016	, 20, 28, 42, 51, 58, 65
776413106465415170	1	0	1		, Macron	2016	, 0, 10	fr	776413106465415170	, Qofficiel	0	0	[]	@Qofficiel Le reportage sur la barbe de #Macron était un peu rasoir...	0	0	0	Thu Sep 15 13:31:24 +0000 2016	, 40, 47
776413777755594752	1	1	2		, Macron, EnMarche	2016	, 0, 9	fr	776413777755594752	, LesEchos	0	0	['photo']	@LesEchos: #Macron #EnMarche Qui sont ses soutiens? Réponses dans notre DIAPORAMA -&gt;... https://t.co/D1Gq1BPZB1 https://t.co/nrxc560usv	1	1	0	Thu Sep 15 13:34:04 +0000 2016	, 11, 18, 19, 28
776413790963429376	0	0	4		, Sarkozy, Rocard, Macron, ChevalGagnant	2016		fr	776413790963429376		2	3	[]	Mais que pouvait bien donc faire le photographe de #Sarkozy au colloque #Rocard (sans boitiers) à discuter avec #Macron? #ChevalGagnant 🤔	0	0	0	Thu Sep 15 13:34:07 +0000 2016	, 51, 59, 72, 79, 112, 119, 121, 135
776414419949531138	0	0	4		, Valls, Macron, Hollande, Presidentielle2017	2016		fr	776414419949531138		0	1	[]	"Quand #Valls imagine que #Macron et #Hollande ont un plan commun et secret pour la #Presidentielle2017
https://t.co/wrNNYnsukc"	0	1	0	Thu Sep 15 13:36:37 +0000 2016	, 6, 12, 25, 32, 36, 45, 83, 102
776415458069217280	0	0	3		, Alstom, Macron, Hollande	2016		fr	776415458069217280		0	0	[]	Le seul qui dit la vérité sur #Alstom est N Dupont Aignan. #Macron est un fils de pute, #Hollande une garce omnibulée par ses tactiques	0	0	0	Thu Sep 15 13:40:44 +0000 2016	, 30, 37, 59, 66, 88, 97
776416594545094656	0	0	2		, Macron, Cahuzac	2016		fr	776416594545094656		0	1	[]	"Un peu comme #Macron.
Ces gens se sacrifient pour nous.
#Cahuzac https://t.co/jeUrB4tEH6"	0	1	0	Thu Sep 15 13:45:15 +0000 2016	, 13, 20, 56, 64
776417216891846656	0	0	3		, Macron, LoiTravail, Manif15Septembre	2016		fr	776417216891846656		0	0	[]	"On attend les décrets d'application pendant des mois." Il cite la loi #Macron #LoiTravail #Manif15Septembre	0	0	0	Thu Sep 15 13:47:44 +0000 2016	, 71, 78, 79, 90, 91, 108
776418082663260164	1	0	6		, NDA, Alstom, Macron, HauteTrahison, BourdinDirect, France	2016	, 125, 133	fr	776418082663260164	, YouTube	0	0	[]	#NDA : "Brader #Alstom comme l'a fait #Macron c'est de la #HauteTrahison" #BourdinDirect #France https://t.co/hrRTItuvVb via @YouTube	0	1	0	Thu Sep 15 13:51:10 +0000 2016	, 0, 4, 15, 22, 38, 45, 58, 72, 74, 88, 89, 96
776420403510145024	1	0	4		, Financement, participatif, réformes, macron	2016	, 105, 118	fr	776420403510145024	, Entreprendre	0	0	[]	#Financement #participatif : des #réformes qui vont dans le bon sens https://t.co/qRwZzKLWZT #macron via @Entreprendre	0	1	0	Thu Sep 15 14:00:24 +0000 2016	, 0, 12, 13, 26, 33, 42, 93, 100
