POIDLOG	POIDSF	cLT1FREQ	cLT2FREQ																												
0.8911305023	4776.0228386	3	1																												
1.1944444445	6401.636945	2	1																												
0.1459811342	782.38734852	4	1																												
1.5245647009	8170.9197602	8	2																												
0.3558632999	1907.2529145	4	1																												
1.2938532599	6934.4194849	4	2																												
1.9671942862	10543.197449	9	1																												
0.7714498261	4134.5930573	3	1																												
0.8229225667	4410.4617254	3	1																												
0.1038177413	556.4122226	3	2																												
0.2029340635	1087.6271425	6	1																												
1.1624717897	6230.2791814	10	2																												
0.5607402842	3005.2931608	5	1																												
3.2168750154	17240.873814	3	1																												
1.0356318549	5550.4792828	6	2																												
0.2954071863	1583.2377689	3	1																												
0.5244547711	2810.8205905	5	1																												
2.104024563	11276.540685	3	1																												
0.708723046	3798.4082524	4	2																												
2.4983650959	13390.012715	5	1																												
0.5617916703	3010.9280748	0																													
2.1850879718	11711.000836	6	2																												
1.5959236014	8553.3685009	3	1																												
1.2209646846	6543.7724368	2	1																												
1.5263348374	8180.4068243	3	1																												
2.3693572211	12698.59372	2	1																												
0.9055570186	4853.3418969	1	1																												
0.5634205661	3019.658158	2	1																												
1.5101047099	8093.4212939	3	1																												
1.3335618648	7147.2381499	2	1																												
0.8826065048	4730.3383888	2	2																												
0.9277426775	4972.2461575	6	2																												
0.8198115242	4393.788062	3	1																												
0.9277426775	4972.2461575	4	2																												
0.8826065048	4730.3383888	2	1																												
0.4330598537	2320.9886165	2	1																												
1.8645398679	9993.0200674	6	1																												
1.2853919211	6889.0708553	3	1																												
1.3335701656	7147.2826381	0																													
1.3335701656	7147.2826381	3	1																												
0.3231005776	1731.6607768	1	3																												
0.1521071638	815.21986564	3	1																												
2.4446954135	13102.369516	2	1																												
0.9039289738	4844.6163744	5	2																												
2.0189351179	10820.502954	1	1																												
1.7282133519	9262.3767415	10	2																												
1.6382582394	8780.2614165	2	1																												
1.3005238131	6970.1703816	4	2																												
1.5109201361	8097.7915789	3	1																												
1.8645398679	9993.0200674	3	1																												
0.2798786437	1500.0123898	10	3																												
0.4300398725	2304.8029969	2	1																												
1.3767305418	7378.6011063	5	1																												
1.5959345803	8553.4273424	1	1																												
4.1428953975	22203.889312	4	1																												
1.7544324982	9402.8985183	6	1																												
2.2832634153	12237.173107	3	1																												
1.3958944244	7481.3101263	3	1																												
1.265331426	6781.5564311	2	1																												
1.5959345803	8553.4273424	2	1																												
1.3150232519	7047.8802688	2	1																												
2.4992549731	13394.782021	2	1																												
3.02581778	16216.90065	2	1																												
1.5654782797	8390.1964948	2	1																												
0.4960582936	2658.629385	6	1																												
1.7282133519	9262.3767415	2	1																												
1.2028350346	6446.6063962	3	2																												
2.107463928	11294.973997	0																													
2.4446954135	13102.369516	0																													
1.0811721013	5794.5526885	5	2																												
0.3407085981	1826.0311386	2	1																												
1.1702616358	6272.0289396	2	2																												
0.4874873608	2612.6933849	3	1																												
0.5143905532	2756.881314	1	1																												
0.3338191661	1789.1071588	1	1																												
1.9089644342	10231.113975	5	1																												
1.3665426821	7323.9991702	3	1																												
1.0095747465	5410.8259494	3	1																												
0.8814994518	4724.4051267	3	1																												
0.1780385161	954.19920764	3	1																												
0.2336150079	1252.0619709	3	1																												
0.7667841887	4109.587527	0																													
0.9207674274	4934.8622348	10	1																												
0.3215207292	1723.1935634	2	1																												
0.4569134973	2448.8324579	6	1																												
0.565561568	3031.1328792	1	1																												
0.5449362631	2920.5913512	2	1																												
1.3335701656	7147.2826381	3	1																												
0.6113899524	3276.750564	2	1																												
1.1981439872	6421.4646809	3	1																												
1.292212185	6925.6241276	0																													
0.9271166409	4968.8909081	5	1																												
0.7026113368	3765.6524858	1	1																												
1.1957117845	6408.4292661	4	2																												
0.1026766303	550.29642664	3	1																												
1.5989671318	8569.6803325	5	2																												
1.3300400107	7128.3627375	3	1																												
0.7300092046	3912.4916324	2	1																												
0.3515362532	1884.0620645	2	2																												
0.5876533196	3149.533843	3	1																												
1.1466707317	6145.5932531	3	1																												
0.6266405548	3358.4863201	1	1																												
0.9798189242	5251.3493224	3	1																												
1.3335701656	7147.2826381	3	1																												
0.6404556724	3432.5285806	2	1																												
1.3377609171	7169.7430129	12	2																												
0.8060543498	4320.0563484	3	1																												
1.4021364136	7514.76413	1	1																												
1.5648339362	8386.7431295	2	2																												
0.5540211963	2969.2821419	6	2																												
0.3791792992	2032.2152459	20	2																												
0.1642442053	880.26846087	25	2																												
1.6311528972	8742.1802641	0																													
0.8973171347	4809.1801566	6	1																												
2.7975177826	14993.324531	7	1																												
1.9816225567	10620.525909	3	1																												
0.9054008245	4852.5047731	5	1																												
0.1374872627	736.86435909	4	1																												
0.3294004105	1765.4247938	0																													
0.7748937722	4153.050921	3	1																												
1.0332835285	5537.8934039	11	2																												
0.1042204243	558.57040627	2	1																												
0.0554236529	297.04362206	2	1																												
1.7838511013	9560.5678159	3	1																												
0.2520647767	1350.9436915	4	1																												
0.2435393642	1305.2516576	3	1																												
0.5525934036	2961.6298725	2	1																												
1.4238904003	7631.3548394	25	2																												
0.20618378	1105.0440309	2	1																												
1.8444247284	9885.2127761	16	2																												
0.6193041556	3319.1668152	10	2																												
0.1885403296	1010.4837818	1	1																												
0.1616460606	866.34367828	3	1																												
0.1925707417	1032.0848158	4	2																												
1.1859146001	6355.9211583	2	1																												
0.9829023114	5267.8747672	3	1																												
0.6180785066	3312.5979368	3	1																												
3.1474811343	16868.956614	6	1																												
0.2090583763	1120.4504586	1	1																												
2.1361320493	11448.621079	2	1																												
3.0767109885	16489.66331	2	1																												
1.4522471922	7783.3333491	4	1																												
2.262565148	12126.240536	1	1																												
0.248781396	1333.3463795	0																													
0.4061434392	2176.729824	1	1																												
0.7714498261	4134.5930573	5	2																												
0.5845751536	3133.0363817	2	1																												
1.2150729132	6512.1954292	6	1																												
1.5947956951	8547.3234756	7	2																												
0.7548620006	4045.690441	2	1																												
0.1426432315	764.49782551	6	1																												
1.8816894806	10084.933588	2	1																												
1.4229509963	7626.3200939	2	1																												
3.2740855727	17547.494368	1	1																												
1.7043812048	9134.6481108	1	1																												
1.651619232	8851.8697903	1	1																												
0.2562007164	1373.1103015	8	2																												
1.1503558318	6165.343584	2	1																												
1.7880763735	9583.2132046	2	1																												
0.915022858	4904.0741579	10	2																												
2.5702931636	13775.511913	3	1																												
1.4880499465	7975.2185686	1	1																												
0.7277623418	3900.4495485	2	1																												
0.1785138554	956.74679327	0																													
0.4872820696	2611.5931248	3	1																												
0.3202933427	1716.6153734	1	2																												
2.6186346073	14034.598364	3	1																												
0.3643797812	1952.8970812	0																													
0.4051957319	2171.650577	8	2																												
0.5372245541	2879.26037	2	1																												
0.5095006662	2730.6739158	0																													
0.9845032827	5276.4551888	5	1																												
1.3571374721	7273.5918529	0																													
0.5548469408	2973.7077276	1	1																												
1.6134518664	8647.3114124	4	1																												
2.5425328814	13626.730403	5	1																												
0.9558805512	5123.0513729	2	1																												
0.8077406334	4329.0940022	2	1																												
1.3636515842	7308.5043022	15	2																												
1.3222361031	7086.5376169	0																													
1.2938066739	6934.1698067	0																													
2.0740264542	11115.765522	5	1																												
0.9039289738	4844.6163744	20	2																												
0.3796114306	2034.5312583	6	1																												
1.3335701656	7147.2826381	2	1																												
0.5863458622	3142.5265121	5	1																												
1.0818405707	5798.1353571	5	1																												
0.8613856216	4616.6048529	15	2																												
0.5161051433	2766.0706764	1	1																												
0.4479861244	2400.9861138	5	2																												
1.6279568922	8725.0512431	2	1																												
0.3600833585	1929.8703607	0																													
0.8933248485	4787.783459	3	2																												
1.5534535209	8325.7496797	6	3																												
1.1231278693	6019.415047	5	2																												
0.1361971305	729.94988299	3	1																												
0.0952995731	510.75901498	10	2																												
1.0287811065	5513.7626279	15	2																												
0.5733353658	3072.7966265	3	1																												
0.6789146803	3638.6500182	5	1																												
0.9214083772	4938.2974115	4	1																												
0.3036932461	1627.6469896	7	2																												
0.5733353658	3072.7966265	3	1																												
1.1601745401	6217.9670494	3	1																												
0.136781424	733.08140993	5	1																												
0.7304968545	3915.1051964	4	1																												
0.9956147179	5336.0070366	3	1																												
1.3372010914	7166.7426216	6	1																												
0.7010682068	3757.382065	1	1																												
1.5733756107	8432.5223193	5	1																												
0.438568281	2350.5110875	2	1																												
1.0377595362	5561.8826119	2	1																												
1.7115556882	9173.0998266	3	2																												
0.2225751127	1192.8935421	2	1																												
2.4925244936	13358.709948	4	2																												
0.2088626511	1119.4014672	1	1																												
0.5442522546	2916.9254013	1	1																												
1.0776943165	5775.9134663	3	1																												
0.0933012634	500.04905413	2	1																												
1.1919438657	6388.2350679	1	1																												
1.4170333828	7594.6045852	2	1																												
0.5657950329	3032.384137	1	1																												
1.3751851814	7370.3187318	3	1																												
2.5389519563	13607.538399	10	2																												
1.7244319491	9242.1102755	0																													
0.9904591563	5308.375753	2	1																												
1.4691717518	7874.0406958	1	1																												
0.9122718929	4889.3303329	2	1																												
1.1807961829	6328.4889504	30	1																												
1.1135699681	5968.1893799	3	1																												
0.4637596269	2485.524358	1	1																												
1.5615011578	8368.88107	3	1																												
1.4102997437	7558.5155795	3	1																												
1.3835764678	7415.2919147	3	1																												
0.9081041509	4866.9932779	2	1																												
2.3861227044	12788.448496	4	1																												
1.2808093891	6864.510729	2	1																												
0.812250503	4353.2646933	2	1																												
1.1640788319	6238.8921404	1	2																												
0.6732671271	3608.3819001	2	1																												
1.4039723987	7524.6041106	2	1																												
1.5755947824	8444.4159921	2	1																												
1.8641546129	9990.9552894	2	1																												
1.0694375994	5731.6615081	1	1																												
0.8371839323	4486.8956572	2	1																												
0.2759995232	1479.2222043	1	1																												
1.3754895356	7371.9499209	3	1																												
0.5879788999	3151.2787936	1	1																												
1.755752093	9409.9709002	2	1																												
0.238529678	1278.4021948	3	1																												
1.6434064749	8807.8534361	2	1																												
0.2320861612	1243.8681017	2	1																												
1.3571374721	7273.5918529	4	1																												
1.5469912427	8291.115035	0																													
1.7852957795	9568.3105829	3	1																												
0.4741357763	2541.1354347	7	1																												
1.3077218951	7008.7485741	3	1																												
2.0550407936	11014.011684	4	1																												
0.7340149807	3933.9606294	2	1																												
1.3667002555	7324.8436862	1	1																												
1.0210954336	5472.5711874	1	1																												
1.4877219768	7973.4608116	5	1																												
1.1220745668	6013.7698616	3	1																												
1.7663056037	9466.5325459	3	1																												
0.671358068	3598.1502791	2	1																												
1.6752894159	8978.7303775	3	2																												
0.6948192098	3723.8905032	1	1																												
0.1556829839	834.38450919	3	1																												
0.3048258092	1633.7169726	6	1																												
0.9276251599	4971.616321	6	1																												
0.7981289351	4277.5800089	4	1																												
0.1170889398	627.53934382	3	2																												
0.1159882065	621.63995244	2	1																												
1.0574557158	5667.4444834	1	1																												
1.2580394822	6742.475185	3	2																												
0.5748668556	3081.0046612	5	1																												
1.2363238139	6626.0898436	1	1																												
1.1172671107	5988.0042525	3	1																												
1.5840596108	8489.7833245	2	1																												
1.6033494482	8593.1674011	1	1																												
2.1506141052	11526.237803	10	2																												
1.2667114657	6788.9527677	6	1																												
2.3844274006	12779.362498	3	1																												
2.2292933906	11947.92022	1	1																												
0.8719122855	4673.0226132	3	1																												
0.5709046883	3059.7693859	4	1																												
0.5525604183	2961.4530877	1	1																												
2.7614876477	14800.220663	3	1																												
2.2776204914	12206.9298	3	2																												
1.1340817251	6078.1223464	3	1																												
1.8139219992	9721.7330941	2	1																												
1.9279002597	10332.600721	8	1																												
1.4555246836	7800.8990969	2	1																												
0.3656839698	1959.8868931	3	1																												
0.7268667376	3895.6495489	4	1																												
1.517099651	8130.9107504	4	1																												
0.8285120281	4440.4184998	2	1																												
1.5469912427	8291.115035	2	1																												
2.3780181958	12745.0123	2	1																												
0.7212742237	3865.6764147	3	1																												
4.0184881281	21537.127307	2	1																												
0.8232912626	4412.4377549	3	1																												
3.2439328297	17385.89044	2	1																												
1.3387062262	7174.8094065	2	1																												
1.8965803026	10164.741098	4	2																												
1.7836004878	9559.2246506	4	1																												
1.4361737043	7697.1873297	3	1																												
1.0718209562	5744.4351331	4	1																												
0.2012525007	1078.6147901	4	1																												
0.2964134262	1588.6307218	8	1																												
0.1059352756	567.76116877	3	1																												
0.0672836543	360.60741816	4	1																												
0.0725495319	388.82994163	3	1																												
0.3070343203	1645.5535103	6	2																												
0.8511031084	4561.4956205	5	1																												
2.0877692663	11189.420261	4	2																												
0.7859070678	4212.0767888	2	1																												
1.7457564049	9356.3989096	2	1																												
2.3120800965	12391.616398	5	2																												
0.1772861381	950.16683002	4	1																												
0.860837326	4613.6662571	2	1																												
1.0868576724	5825.0245639	6	1																												
0.6388129741	3423.7245228	0																													
0.4794359723	2569.541888	4	1																												
1.2530361738	6715.6599039	1	1																												
1.1312171193	6062.769463	2	1																												
1.0096243761	5411.0919399	0																													
0.4449786605	2384.8675809	1	1																												
0.4184104277	2242.4748713	0																													
0.2715647748	1455.4541264	3	1																												
0.5725398834	3068.5332303	0																													
1.5101959712	8093.9104098	2	1																												
0.1286077254	689.27439043	2	1																												
0.9233038311	4948.4561159	2	1																												
1.0130767388	5429.5949123	3	1																												
0.232813258	1247.7649842	0																													
1.6048151799	8601.0230047	2	2																												
1.5341464961	8222.2734873	2	1																												
0.1477499785	791.8674871	3	1																												
0.8290803046	4443.4641833	0																													
2.2584606618	12104.242502	4	2																												
0.761115973	4079.2086683	0																													
0.4564226081	2446.2015323	2	1																												
1.4440404586	7739.3492782	4	1																												
0.4430230364	2374.3863939	1	1																												
1.8003591111	9649.0426597	3	1																												
0.1311218902	702.7490815	1	1																												
0.1105265828	592.36832569	4	1																												
1.101079488	5901.2465269	0																													
0.5617916703	3010.9280748	2	1																												
1.1923602973	6390.466937	0																													
1.0523622295	5640.1458929	2	1																												
0.936199639	5017.571327	0																													
2.4352739679	13051.875184	6	2																												
1.7146087178	9189.4625694	2	1																												
1.8561121528	9947.8516438	4	1																												
2.5339555794	13580.760268	2	1																												
0.4973157765	2665.3688775	0																													
1.9920167995	10676.233957	0																													
1.2530361738	6715.6599039	2	1																												
1.4477245464	7759.0941836	0																													
0.7013978884	3759.1489967	2	1																												
1.0925947113	5855.7722814	0																													
0.7916042185	4242.610725	4	1																												
1.2404193772	6648.0400564	1	1																												
1.1503558318	6165.343584	1	1																												
1.6484344391	8834.8008607	3	1																												
0.3745277802	2007.2853832	3	2																												
0.1031086517	552.61184985	3	1																												
0.562886902	3016.7979802	1	1																												
1.6708708053	8955.0487898	4	1																												
1.4889539134	7980.0633883	2	1																												
2.0396744818	10931.655782	1	2																												
1.7192531858	9214.3546418	4	1																												
0.2548204781	1365.7129005	2	1																												
0.2910576103	1559.9261731	1	1																												
1.632754982	8750.7666537	2	1																												
1.6390148893	8784.3166892	2	1																												
1.280825134	6864.5951137	1	1																												
0.7604459893	4075.6178842	3	1																												
2.8559702767	15306.601258	2	1																												
1.6396962017	8787.9681898	1	1																												
1.4042994584	7526.3569905	2	1																												
0.6683294324	3581.918276	2	1																												
1.2445399254	6670.1241757	3	2																												
1.2517747755	6708.8994268	2	1																												
0.1705089369	913.84435245	3	1																												
0.1653915476	886.4176535	6	1																												
1.4435241799	7736.5822775	3	1																												
1.5691999373	8410.1427561	5	1																												
1.3211804539	7080.8798545	3	1																												
0.3491532514	1871.2903423	2	1																												
0.7483710468	4010.9021091	2	1																												
1.8355215615	9837.4961641	2	1																												
1.7224035582	9231.2390942	4	1																												
3.0387245613	16286.074674	4	1																												
2.0826983375	11162.242567	5	1																												
2.1452307585	11497.385703	1	1																												
1.6694545712	8947.4584687	2	1																												
0.0454902733	243.80557448	4	1																												
3.5518026205	19035.921663	9	1																												
0.1901585107	1019.1564398	4	1																												
0.1343075687	719.82275772	2	1																												
1.874499339	10046.397952	1	1																												
0.1798839362	964.08975496	1	1																												
1.8456568764	9891.8164854	1	1																												
1.7947686266	9619.0804018	3	1																												
1.2209646846	6543.7724368	3	1																												
1.8239111782	9775.2701989	3	1																												
1.6640349124	8918.4117534	2	1																												
1.7321474741	9283.4617087	2	1																												
2.9025523709	15556.258457	7	1																												
1.7567724942	9415.4397506	3	1																												
1.9936805559	10685.150876	5	1																												
0.7102289365	3806.4790872	0																													
2.7671529355	14830.583829	5	1																												
1.2113665564	6492.3311728	3	1																												
0.1360270142	729.03814264	3	1																												
1.6209625324	8687.5649022	1	1																												
1.1070700678	5933.3530989	2	1																												
1.9560641487	10483.545365	3	1																												
0.2565875224	1375.1833919	1	1																												
0.9862056748	5285.5791763	3	1																												
2.1194847931	11359.399944	0																													
1.2087848073	6478.4942625	0																													
1.8032093747	9664.3186755	3	1																												
0.7383858835	3957.3865262	3	1																												
0.4144307105	2221.1455372	8	1																												
0.3973146219	2129.4116893	3	1																												
1.438473502	7709.5131185	2	1																												
2.7295672578	14629.143014	3	1																												
0.4407861155	2362.3975941	3	1																												
1.7022738085	9123.3534992	6	1																												
0.8063304724	4321.5362302	3	1																												
1.0378855638	5562.5580578	3	1																												
0.7352904024	3940.7962645	2	1																												
1.4284627191	7655.8602278	5	1																												
0.3738102168	2003.4395949	3	1																												
1.1807961829	6328.4889504	2	1																												
1.1984476331	6423.0920743	5	1																												
1.7457564049	9356.3989096	1	1																												
2.5898364421	13880.25431	2	2																												
1.4428442425	7732.9381461	3	1																												
2.6882078479	14407.476843	1	1																												
1.2288678921	6586.1297562	1	1																												
1.8239111782	9775.2701989	3	1																												
0.870170947	4663.6898921	3	1																												
1.2424626063	6658.9907629	2	2																												
1.6048151799	8601.0230047	5	2																												
2.4346739111	13048.659173	0																													
1.161402777	6224.5497975	2	1																												
2.0837320923	11167.782986	2	1																												
1.4688573928	7872.3558855	10	2																												
2.0045407424	10743.356154	1	1																												
1.6209625324	8687.5649022	2	1																												
0.1472377515	789.12220162	3	1																												
0.2867623754	1536.9058185	2	1																												
1.5702430012	8415.7330676	0																													
0.191313578	1025.3470346	10	2																												
1.0729886187	5750.6932316	4	1																												
0.1130148213	605.70406497	2	1																												
0.2063578235	1105.9768186	4	2																												
1.2811269577	6866.2127412	4	1																												
0.5328561815	2855.8480333	1	1																												
1.0042271494	5382.1654497	1	1																												
1.6591030173	8891.9792121	2	1																												
1.6048151799	8601.0230047	1	1																												
0.4195749075	2248.7159127	0																													
2.2808301166	12224.131818	2	1																												
2.6173618732	14027.777133	2	1																												
1.5695321405	8411.9232023	4	1																												
2.7984346953	14998.238734	2	1																												
0.3394898185	1819.4990774	1	1																												
0.4869084683	2609.5908047	10	1																												
2.2224921381	11911.468839	4	1																												
2.2885689224	12265.608025	4	1																												
0.0900228712	482.47847856	1	1																												
1.4229528505	7626.3300317	2	1																												
0.6028857115	3231.1719995	3	1																												
0.4257960502	2282.0581888	6	2																												
1.4880124098	7975.0173903	2	1																												
1.1241687551	6024.9936846	6	2																												
0.4413037692	2365.1719642	1	1																												
0.5817847566	3118.0812208	5	1																												
1.95280245	10466.064259	5	2																												
1.1549688132	6190.0669041	3	1																												
1.0713331171	5741.8205543	4	1																												
1.3881969651	7440.0555167	0																													
0.4833668222	2590.6093173	1	1																												
0.058978153	316.09400072	2	1																												
0.0785511849	420.995861	2	1																												
1.9507732329	10455.188649	4	1																												
0.9831865	5269.3978788	7	1																												
1.0957426746	5872.6438222	6	1																												
1.2530361738	6715.6599039	0																													
0.814561355	4365.6497279	2	1																												
1.4258579861	7641.9001349	2	1																												
0.8831381656	4733.1878297	0																													
1.9221688485	10301.883165	4	1																												
1.1572377321	6202.2271978	2	1																												
0.0731683742	392.14663322	3	1																												
0.3007371159	1611.8035802	1	1																												
1.2381701107	6635.9850902	2	1																												
1.9202781245	10291.749811	2	1																												
2.6881113423	14406.95962	3	1																												
0.493425624	2644.5195659	2	1																												
0.5213003506	2793.914442	1	1																												
0.6917882339	3707.6459573	5	1																												
2.1267985426	11398.598057	2	1																												
0.8390134031	4496.700724	10	2																												
0.7889256182	4228.2547401	4	2																												
0.1761461757	944.05719004	2	1																												
1.4627436878	7839.5894224	1	1																												
1.662767266	8911.6177899	2	1																												
1.0274724281	5506.748753	0																													
2.6941259579	14439.195013	2	2																												
0.6667850828	3573.641319	3	1																												
0.2603987665	1395.6097931	3	1																												
1.7454667198	9354.8463394	3	1																												
1.6339215306	8757.0187827	2	1																												
1.7282133519	9262.3767415	3	1																												
0.6461060925	3462.8120638	4	1																												
0.1455493793	780.07335376	3	1																												
0.6014175173	3223.3031981	3	1																												
1.1647777447	6242.6379703	3	1																												
1.7004423609	9113.5378375	3	2																												
1.0386952807	5566.8977437	2	1																												
1.3978064392	7491.5575889	5	2																												
1.9509070218	10455.905692	2	1																												
0.1964693434	1052.9794106	2	1																												
2.9311755566	15709.664707	3	1																												
0.2407129941	1290.1036988	4	1																												
0.2225864061	1192.9540695	6	1																												
1.1753066392	6299.067686	1	1																												
1.3335701656	7147.2826381	2	1																												
1.1466707317	6145.5932531	2	1																												
1.9099069799	10236.165558	2	1																												
1.1594633094	6214.1552013	1	1																												
0.9882386534	5296.4749455	2	1																												
3.2081736555	17194.238788	2	1																												
0.8837322762	4736.3719717	6	2																												
0.4507787111	2415.9530102	4	1																												
1.4552192299	7799.2620149	15	2																												
0.1755609117	940.92046167	3	1																												
1.0641492798	5703.3187067	3	1																												
0.8357536242	4479.2299064	2	1																												
1.196965979	6415.1511342	3	1																												
1.7587309054	9425.9358749	2	1																												
1.3059358647	6999.176326	8	1																												
0.6628103221	3552.3385491	0																													
1.2667114657	6788.9527677	3	1																												
0.1015372086	544.18968507	6	2																												
1.659373491	8893.4288185	1	2																												
1.8798830542	10075.252028	0																													
1.6048151799	8601.0230047	2	1																												
0.3592314388	1925.3044888	10	2																												
1.3003035834	6968.990058	3	2																												
0.0748481284	401.1492924	2	1																												
0.0087117364	46.69063821	2	1																												
0.3985835487	2136.2125153	1	1																												
1.3909478629	7454.7989805	5	2																												
0.5565937246	2983.0696328	1	1																												
1.3992340218	7499.2087323	4	1																												
0.1972810292	1057.3296488	1	1																												
0.5090752939	2728.3941285	4	1																												
2.0127773675	10787.500429	10	2																												
1.7566338847	9414.6968714	1	1																												
0.9611882445	5151.4980085	0																													
1.7762646933	9519.9083864	3	1																												
0.9680151553	5188.0869049	1	1																												
1.4752139624	7906.4239835	2	1																												
1.2730305638	6822.8200372	4	1																												
1.2693316809	6802.9958373	2	1																												
1.4531477011	7788.1596355	3	1																												
1.2667114657	6788.9527677	3	1																												
0.1440598654	772.090289	1	1																												
1.3823297886	7408.6103252	1	3																												
1.0042271494	5382.1654497	2	1																												
1.2667114657	6788.9527677	2	1																												
0.4060630378	2176.2989116	2	1																												
1.6572132747	8881.8511179	2	1																												
1.2744514434	6830.4352552	3	1																												
1.0031075416	5376.1649004	2	1																												
0.111326202	596.65389273	1	1																												
0.5523836606	2960.5057529	2	2																												
0.8078569744	4329.7175328	8	1																												
1.1344103317	6079.8835171	0																													
0.9639923882	5166.5268445	1	1																												
0.8783599332	4707.5788455	1	1																												
0.6822769881	3656.6703403	2	1																												
0.2766879592	1482.9118844	2	1																												
0.9541819192	5113.9475379	0																													
0.231512923	1240.7958261	2	1																												
0.1562882334	837.62834989	4	1																												
0.9845032827	5276.4551888	3	1																												
0.2242477269	1201.8579349	1	3																												
1.6993054329	9107.4444608	3	1																												
1.15415204	6185.6893999	1	1																												
1.6087158564	8621.9287197	0																													
1.5848167236	8493.8410785	0																													
1.5081130762	8082.7471131	0																													
0.8815722311	4724.7951881	3	1																												
1.8017772565	9656.6432238	2	1																												
0.8384272831	4493.5594078	15	2																												
0.3907519674	2094.2390768	3	1																												
0.5287278579	2833.7222417	2	1																												
1.9623887736	10517.442256	1	2																												
0.9734252355	5217.0822842	2	1																												
0.6257386221	3353.6524024	8	2																												
0.2451986385	1314.1445551	3	1																												
2.0315019899	10887.85523	2	1																												
1.4018093031	7513.0109783	0																													
1.2502037388	6700.4794401	3	1																												
1.5927034488	8536.1100607	4	1																												
1.8556079801	9945.1495255	2	1																												
0.7967618239	4270.2529628	0																													
0.2443419489	1309.5531188	4	2																												
1.5725466226	8428.0793491	1	1																												
5.2332749985	28047.789687	1	3																												
0.8511031084	4561.4956205	2	1																												
0.088257486	473.01687858	1	1																												
1.1853394409	6352.8385866	4	1																												
0.1947185154	1043.5958302	1	1																												
0.1268169142	679.67651961	8	1																												
0.1013025513	542.9320365	10	1																												
0.2352670118	1260.9159027	4	1																												
0.1995307034	1069.3868001	4	1																												
0.1567383496	840.04075211	2	1																												
1.1853394409	6352.8385866	4	1																												
2.192917269	11752.962033	2	1																												
1.4212131319	7617.0059928	1	1																												
1.8687607377	10015.641861	3	1																												
2.1367283135	11451.816764	2	1																												
2.3505536508	12597.815797	3	1																												
0.1995473376	1069.4759516	2	1																												
0.232059014	1243.7226061	2	1																												
1.115583676	5978.9818671	3	1																												
1.4365169408	7699.0269093	1	1																												
1.5330592969	8216.4466321	2	1																												
1.2667114657	6788.9527677	2	1																												
1.6278827234	8724.653735	1	1																												
1.087104851	5826.34932	2	1																												
1.9490646554	10446.031511	5	1																												
1.1569812751	6200.8527137	0																													
1.0526130046	5641.4899245	0																													
2.4225961034	12983.928042	4	1																												
1.7457564049	9356.3989096	3	1																												
1.7007458237	9115.1642496	6	1																												
0.147939609	792.88381357	2	1																												
0.5525604183	2961.4530877	2	1																												
1.3300400107	7128.3627375	10	2																												
0.127652657	684.15569196	4	1																												
0.2879137006	1543.0763577	1	2																												
1.1466707317	6145.5932531	2	1																												
0.6650200053	3564.1813688	1	1																												
1.629519928	8733.4283491	2	1																												
1.3335701656	7147.2826381	2	1																												
1.0765975449	5770.0353081	4	1																												
0.9209753562	4935.9766314	2	1																												
1.2028350346	6446.6063962	1	1																												
0.2616987639	1402.5771422	0																													
0.9722646002	5210.8618474	2	1																												
1.3335701656	7147.2826381	6	1																												
0.2485321463	1332.0105237	3	2																												
0.9483486022	5082.6838168	2	1																												
0.3028738341	1623.2553427	10	2																												
1.4655877783	7854.8323537	15	2																												
1.4225763718	7624.3122903	2	1																												
0.1245112838	667.31947063	3	1																												
1.3948459329	7475.690726	2	1																												
0.3949400569	2116.6851843	5	2																												
0.8571401812	4593.8513727	1	1																												
1.0818405707	5798.1353571	3	1																												
0.5876533196	3149.533843	3	1																												
0.5876533196	3149.533843	9	2																												
1.1466707317	6145.5932531	3	2																												
0.0444484522	238.22192419	1	1																												
0.4731563495	2535.8861869	2	1																												
1.894097135	10151.432536	6	1																												
1.2028350346	6446.6063962	3	1																												
0.317797194	1703.2372394	0																													
1.1466707317	6145.5932531	2	1																												
1.406069058	7535.8411772	1	1																												
0.3668153734	1965.9506619	0																													
1.506074477	8071.8212201	3	1																												
0.1555996177	833.9377073	3	1																												
1.6127590151	8643.5980689	4	1																												
1.3047359805	6992.745535	5	2																												
0.6347255924	3401.8181597	2	1																												
0.2863303393	1534.5903166	3	1																												
0.8947862191	4795.6156891	2	2																												
1.7939163341	9614.5125315	2	1																												
1.3769472646	7379.7626342	2	1																												
0.3639740943	1950.7227983	3	2																												
1.2984525737	6959.0695533	6	1																												
1.1381150363	6099.7389184	10	2																												
0.5316273669	2849.2621889	10	2																												
1.0565868711	5662.7879016	1	2																												
0.7720615133	4137.8714011	5	1																												
0.8428242682	4517.1250939	4	1																												
0.2317403025	1242.0144684	0																													
0.9931700438	5322.9047816	0																													
1.0217632368	5476.1502855	3	1																												
0.548329997	2938.780102	4	1																												
0.5404164205	2896.3672099	0																													
0.435390493	2333.4797009	3	1																												
2.3249435793	12460.558363	3	2																												
0.8079051841	4329.9759135	2	1																												
0.8243317123	4418.0140552	4	1																												
0.4486585673	2404.5900783	5	1																												
0.7058768697	3783.1541417	4	1																												
0.1548818891	830.09103324	10	1																												
1.2056648623	6461.7728864	7	1																												
0.9931700438	5322.9047816	4	1																												
0.2021143413	1083.2338334	6	1																												
0.2137689891	1145.6970346	5	1																												
0.1148174971	615.36552391	2	1																												
