code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_fr	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_fr	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_fr	ingredients_text	allergens	allergens_fr	traces	traces_tags	traces_fr	serving_size	no_nutriments	additives_n	additives	additives_tags	additives_fr	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_uk	nutrition_grade_fr	pnns_groups_1	pnns_groups_2	states	states_tags	states_fr	main_category	main_category_fr	image_url	image_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g
0000000016612	http://world-fr.openfoodfacts.org/produit/0000000016612/organic-adzuki-beans-unfi	usda-ndb-import	1489055731	2017-03-09T10:35:31Z	1489055731	2017-03-09T10:35:31Z	Organic Adzuki Beans					Unfi	unfi																		US	en:united-states	États-Unis	Organic adzuki beans						48 g (0.25 cup)		0	 [ organic-adzuki-beans -> en:organic-adzuki-beans  ]  [ adzuki-beans -> en:adzuki-beans  ]  [ beans -> en:beans  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1393		1.04																																				62.5										12.5	22.92																										0.062		0.0045																						
0000000016650	http://world-fr.openfoodfacts.org/produit/0000000016650/organic-penne-pasta-gardentime	usda-ndb-import	1489055668	2017-03-09T10:34:28Z	1489055668	2017-03-09T10:34:28Z	Organic Penne Pasta					Gardentime	gardentime																		US	en:united-states	États-Unis	Organic refined durum semolina wheat flour						57 g (0.5 cup)		0	 [ organic-refined-durum-semolina-wheat-flour -> en:organic-refined-durum-semolina-wheat-flour  ]  [ refined-durum-semolina-wheat-flour -> en:refined-durum-semolina-wheat-flour  ]  [ durum-semolina-wheat-flour -> en:durum-semolina-wheat-flour  ]  [ semolina-wheat-flour -> en:semolina-wheat-flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1540		1.75																																				73.68										1.8	14.04												0.0042																0.00126																						
0000000016872	http://world-fr.openfoodfacts.org/produit/0000000016872/zen-party-mix-sunridge	usda-ndb-import	1489055650	2017-03-09T10:34:10Z	1489055651	2017-03-09T10:34:11Z	Zen Party Mix					Sunridge	sunridge																		US	en:united-states	États-Unis	Roasted peanuts (peanuts, peanut or canola oil, salt), sesame sticks (unbleached wheat flour, sesame seeds, sunflower oil, sa;t, beet powder, turmeric), chili crackers (rice, corn starch, soy sauce[water, soybeans, wheat, salt], brown rice syrup, paprika, onion powder, garlic powder), tamari roasted almonds (almonds, tamari shoyu [water, wheat, soybeans, salt]), salt						30 g (0.25 cup)		0	 [ roasted-peanuts -> en:roasted-peanuts  ]  [ peanuts -> en:peanuts  ]  [ peanuts -> en:peanuts  ]  [ peanut-or-canola-oil -> en:peanut-or-canola-oil  ]  [ or-canola-oil -> en:or-canola-oil  ]  [ canola-oil -> en:canola-oil  ]  [ oil -> en:oil  ]  [ salt -> en:salt  ]  [ sesame-sticks -> en:sesame-sticks  ]  [ sticks -> en:sticks  ]  [ unbleached-wheat-flour -> en:unbleached-wheat-flour  ]  [ wheat-flour -> en:wheat-flour  ]  [ flour -> en:flour  ]  [ sesame-seeds -> en:sesame-seeds  ]  [ seeds -> en:seeds  ]  [ sunflower-oil -> en:sunflower-oil  ]  [ oil -> en:oil  ]  [ sa -> en:sa  ]  [ t -> en:t  ]  [ beet-powder -> en:beet-powder  ]  [ powder -> en:powder  ]  [ turmeric -> en:turmeric  ]  [ chili-crackers -> en:chili-crackers  ]  [ crackers -> en:crackers  ]  [ rice -> en:rice  ]  [ corn-starch -> en:corn-starch  ]  [ starch -> en:starch  ]  [ soy-sauce -> en:soy-sauce  ]  [ sauce -> en:sauce  ]  [ water -> en:water  ]  [ soybeans -> en:soybeans  ]  [ wheat -> en:wheat  ]  [ salt -> en:salt  ]  [ brown-rice-syrup -> en:brown-rice-syrup  ]  [ rice-syrup -> en:rice-syrup  ]  [ syrup -> en:syrup  ]  [ paprika -> en:paprika  ]  [ onion-powder -> en:onion-powder  ]  [ powder -> en:powder  ]  [ garlic-powder -> en:garlic-powder  ]  [ powder -> en:powder  ]  [ tamari-roasted-almonds -> en:tamari-roasted-almonds  ]  [ roasted-almonds -> en:roasted-almonds  ]  [ almonds -> en:almonds  ]  [ almonds -> en:almonds  ]  [ tamari-shoyu -> en:tamari-shoyu  ]  [ shoyu -> en:shoyu  ]  [ water -> en:water  ]  [ wheat -> en:wheat  ]  [ soybeans -> en:soybeans  ]  [ salt -> en:salt  ]  [ salt -> en:salt  ] 			0			0				d			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2230		36.67	5																																			36.67	3.33									6.7	16.67				1.60782	0.633																					0.133		0.0036																			12	12		
0000000016933	http://world-fr.openfoodfacts.org/produit/0000000016933/organic-golden-flax-seeds-unfi	usda-ndb-import	1489055651	2017-03-09T10:34:11Z	1489055651	2017-03-09T10:34:11Z	Organic Golden Flax Seeds					Unfi	unfi																		US	en:united-states	États-Unis	Organic golden flax seeds						21 g (2 Tbsp)		0	 [ organic-golden-flax-seeds -> en:organic-golden-flax-seeds  ]  [ golden-flax-seeds -> en:golden-flax-seeds  ]  [ flax-seeds -> en:flax-seeds  ]  [ seeds -> en:seeds  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2590		42.86	4.76																																			38.1										38.1	19.05				0.09652	0.038																					0.286		0.01286																						
0000000017497	http://world-fr.openfoodfacts.org/produit/0000000017497/organic-spicy-punks-eden	usda-ndb-import	1489055678	2017-03-09T10:34:38Z	1489055678	2017-03-09T10:34:38Z	Organic Spicy Punks					Eden	eden																		US	en:united-states	États-Unis	Organic dry roasted pumpkin seeds, tamari (soybeans, water and salt), garlic and cayenne.						33 g (0.25 cup)		0	 [ organic-dry-roasted-pumpkin-seeds -> en:organic-dry-roasted-pumpkin-seeds  ]  [ dry-roasted-pumpkin-seeds -> en:dry-roasted-pumpkin-seeds  ]  [ roasted-pumpkin-seeds -> en:roasted-pumpkin-seeds  ]  [ pumpkin-seeds -> en:pumpkin-seeds  ]  [ seeds -> en:seeds  ]  [ tamari -> en:tamari  ]  [ soybeans -> en:soybeans  ]  [ water-and-salt -> en:water-and-salt  ]  [ and-salt -> en:and-salt  ]  [ salt -> en:salt  ]  [ garlic-and-cayenne -> en:garlic-and-cayenne  ]  [ and-cayenne -> en:and-cayenne  ]  [ cayenne -> en:cayenne  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2536		48.48	9.09																																			15.15										15.2	30.3				0.57658	0.227																							0.00545																						
0000000018012	http://world-fr.openfoodfacts.org/produit/0000000018012/cinnamon-nut-granola-grizzlies	usda-ndb-import	1489055652	2017-03-09T10:34:12Z	1489055653	2017-03-09T10:34:13Z	Cinnamon Nut Granola					Grizzlies	grizzlies																		US	en:united-states	États-Unis	Organic rolled oats, honey, raisins, almonds, sunflower seeds, walnuts, wheat germ, unrefined expeller-pressed safflower oil, molasses, cinnamon						55 g (0.5 cup)		0	 [ organic-rolled-oats -> en:organic-rolled-oats  ]  [ rolled-oats -> en:rolled-oats  ]  [ oats -> en:oats  ]  [ honey -> en:honey  ]  [ raisins -> en:raisins  ]  [ almonds -> en:almonds  ]  [ sunflower-seeds -> en:sunflower-seeds  ]  [ seeds -> en:seeds  ]  [ walnuts -> en:walnuts  ]  [ wheat-germ -> en:wheat-germ  ]  [ germ -> en:germ  ]  [ unrefined-expeller-pressed-safflower-oil -> en:unrefined-expeller-pressed-safflower-oil  ]  [ expeller-pressed-safflower-oil -> en:expeller-pressed-safflower-oil  ]  [ pressed-safflower-oil -> en:pressed-safflower-oil  ]  [ safflower-oil -> en:safflower-oil  ]  [ oil -> en:oil  ]  [ molasses -> en:molasses  ]  [ cinnamon -> en:cinnamon  ] 			0			0				b			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1824		18.18	1.82																																			60	21.82									9.1	14.55				0.02286	0.009		0.0002727																					0.00131																			0	0		
0000000018050	http://world-fr.openfoodfacts.org/produit/0000000018050/organic-hazelnuts-grizzlies	usda-ndb-import	1489050462	2017-03-09T09:07:42Z	1489050462	2017-03-09T09:07:42Z	Organic Hazelnuts					Grizzlies	grizzlies																		US	en:united-states	États-Unis	Organic raw hazelnuts.						28 g (0.25 cup)		0	 [ organic-raw-hazelnuts -> en:organic-raw-hazelnuts  ]  [ raw-hazelnuts -> en:raw-hazelnuts  ]  [ hazelnuts -> en:hazelnuts  ] 			0			0				b			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2632		60.71	3.57																																			17.86	3.57									10.7	14.29				0.01016	0.004							0.0064														0.107		0.0045																			0	0		
0000000018173	http://world-fr.openfoodfacts.org/produit/0000000018173/organic-sweetened-banana-chips-unfi	usda-ndb-import	1489055667	2017-03-09T10:34:27Z	1489055667	2017-03-09T10:34:27Z	Organic Sweetened Banana Chips					Unfi	unfi																		US	en:united-states	États-Unis	Organic bananas, organic coconut oil, organic sugar						30 g (0.25 cup)		0	 [ organic-bananas -> en:organic-bananas  ]  [ bananas -> en:bananas  ]  [ organic-coconut-oil -> en:organic-coconut-oil  ]  [ coconut-oil -> en:coconut-oil  ]  [ oil -> en:oil  ]  [ organic-sugar -> en:organic-sugar  ]  [ sugar -> en:sugar  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					2092		26.67	23.33																																			66.67	16.67									3.3	3.33																												0.0012																						
0000000018197	http://world-fr.openfoodfacts.org/produit/0000000018197/lotus-organic-brown-jasmine-rice-unfi	usda-ndb-import	1489055652	2017-03-09T10:34:12Z	1489055652	2017-03-09T10:34:12Z	Lotus Organic Brown Jasmine Rice					Unfi	unfi																		US	en:united-states	États-Unis	Organic brown jasmine rice						45 g (0.25 cup)		0	 [ organic-brown-jasmine-rice -> en:organic-brown-jasmine-rice  ]  [ brown-jasmine-rice -> en:brown-jasmine-rice  ]  [ jasmine-rice -> en:jasmine-rice  ]  [ rice -> en:rice  ] 			0			0							en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1582		2.22																																				77.78	2.22									2.2	8.89																																																		
0000000018227	http://world-fr.openfoodfacts.org/produit/0000000018227/organic-oat-groats-pcc	usda-ndb-import	1489055682	2017-03-09T10:34:42Z	1489055682	2017-03-09T10:34:42Z	Organic Oat Groats					Pcc	pcc																		US	en:united-states	États-Unis	Organic oat groats						42 g (0.25 cup)		0	 [ organic-oat-groats -> en:organic-oat-groats  ]  [ oat-groats -> en:oat-groats  ]  [ groats -> en:groats  ] 			0			0				a			en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	A compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,en:Packaging-code-to-be-completed,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer					1096		5.95	1.19																																			66.67	2.38									9.5	16.67				0.0254	0.01																					0.048		0.00429																			-6	-6		
