,fpr,tpr,th
133,0.0,0.10478359908883828,0.9886691809870354
134,0.0,0.10554290053151101,0.9886426658841646
135,0.0,0.10630220197418375,0.9884824422021541
136,0.0,0.1070615034168565,0.9884604476065136
137,0.0,0.10782080485952923,0.9884396522485337
138,0.0,0.10858010630220197,0.9884254601649836
139,0.0,0.10933940774487472,0.9884080786003184
140,0.0,0.11009870918754745,0.9884013340049133
141,0.0,0.1108580106302202,0.988380116744018
142,0.0,0.11161731207289294,0.9883611918131131
143,0.0,0.11237661351556567,0.9883036514752305
144,0.0,0.11313591495823842,0.9881770223910463
145,0.0,0.11389521640091116,0.9881757635951641
146,0.0,0.11465451784358391,0.988156728456346
147,0.0,0.11541381928625664,0.9881132318761399
148,0.0,0.11617312072892938,0.9881100272666392
149,0.0,0.11693242217160213,0.9881027840937546
150,0.0,0.11769172361427487,0.9880970512862424
151,0.0,0.11845102505694761,0.9880883037904389
152,0.0,0.11921032649962035,0.988049418767461
153,0.0,0.11996962794229309,0.9880412659809151
154,0.0,0.12072892938496584,0.9880062225937845
155,0.0,0.12148823082763857,0.9879260469874345
156,0.0,0.12224753227031131,0.9878652706349513
157,0.0,0.12300683371298406,0.987855914054645
158,0.0,0.12376613515565679,0.9878253492683486
159,0.0,0.1252847380410023,0.9877054829669785
160,0.0,0.126044039483675,0.9877037690830937
161,0.0,0.12680334092634776,0.9876795758637714
162,0.0,0.1275626423690205,0.9876571791587083
163,0.0,0.12832194381169323,0.987623608332867
164,0.0,0.12908124525436598,0.9876083074691134
165,0.0,0.12984054669703873,0.9874981969504281
166,0.0,0.13059984813971146,0.9874101465429855
167,0.0,0.1313591495823842,0.9874048922137053
168,0.0,0.13211845102505695,0.987392823639925
169,0.0,0.13287775246772968,0.9873147885973701
170,0.0,0.13363705391040243,0.9872896655226627
171,0.0,0.13439635535307518,0.9872886138638753
172,0.0,0.13515565679574792,0.9872670736576804
173,0.0,0.13591495823842065,0.9872185696973124
174,0.0,0.1366742596810934,0.9871911003332926
175,0.0,0.13743356112376615,0.9871670489282544
176,0.0,0.13819286256643887,0.9871581090234776
177,0.0,0.13971146545178437,0.9871395460159402
178,0.0,0.1404707668944571,0.9871362620139131
179,0.0,0.14123006833712984,0.9871252737601743
180,0.0,0.1419893697798026,0.9871137897028576
181,0.0,0.1427486712224753,0.9870830714518717
182,0.0,0.14350797266514806,0.9870580555733699
183,0.0,0.1442672741078208,0.9870345465422525
184,0.0,0.14502657555049356,0.986975465875737
185,0.0,0.14578587699316628,0.9869418825115865
186,0.0,0.14654517843583903,0.9868812230867855
187,0.0,0.14730447987851178,0.9868439797098497
188,0.0,0.1480637813211845,0.9868434107865082
189,0.0,0.14882308276385725,0.9866745457226268
190,0.0,0.14958238420653,0.9866677181610718
191,0.0,0.15034168564920272,0.9866645809906103
192,0.0,0.15110098709187547,0.986630565304803
193,0.0,0.15186028853454822,0.9866248803572316
194,0.0,0.15261958997722094,0.986621541910354
195,0.0,0.15413819286256644,0.9865902091466736
196,0.0,0.1548974943052392,0.9864979781415291
197,0.0,0.1556567957479119,0.9864556730304491
198,0.0,0.15641609719058466,0.9864074893877872
199,0.0,0.1571753986332574,0.9863382527860458
200,0.0,0.15793470007593013,0.9861548244772891
201,0.0,0.15869400151860288,0.9861259012749275
202,0.0,0.15945330296127563,0.986097237159436
203,0.0,0.16021260440394836,0.9860643008377229
204,0.0,0.1609719058466211,0.9860546791082958
205,0.0,0.1624905087319666,0.9860426559191668
206,0.0,0.16324981017463933,0.9858348534682598
207,0.0,0.16400911161731208,0.9856642092488864
208,0.0,0.16476841305998483,0.9856324470820772
209,0.0,0.16552771450265755,0.9855961073315078
210,0.0,0.1662870159453303,0.9855822547331946
211,0.0,0.16704631738800305,0.9855623911971552
212,0.0,0.16780561883067577,0.985544526698832
213,0.0,0.16856492027334852,0.9855185546948292
214,0.0,0.16932422171602127,0.9855082392984651
215,0.0,0.170083523158694,0.9855043112115146
216,0.0,0.17084282460136674,0.9854815196597955
217,0.0,0.17236142748671224,0.9854747786297928
218,0.0,0.17312072892938496,0.9854570673198244
219,0.0,0.1738800303720577,0.9854404585466042
220,0.0,0.17463933181473046,0.9853985322655661
221,0.0,0.17539863325740318,0.9853932078880693
222,0.0,0.17615793470007593,0.9853040695619174
223,0.0,0.17691723614274868,0.9852937878441257
224,0.0,0.1776765375854214,0.9852177266690659
225,0.0,0.17843583902809415,0.9851624666742456
226,0.0,0.1791951404707669,0.9851461869447034
227,0.0,0.17995444191343962,0.9851084591629051
228,0.0,0.18071374335611237,0.9851036712548502
229,0.0,0.18147304479878512,0.9850913890105867
230,0.0,0.18223234624145787,0.9850857955886216
231,0.0,0.1829916476841306,0.9850758860467121
232,0.0,0.18375094912680334,0.9850139420762706
233,0.0,0.1845102505694761,0.9849781827579
234,0.0,0.1852695520121488,0.9849683200992616
235,0.0,0.18602885345482156,0.9849410130958145
236,0.0,0.1867881548974943,0.9849279658859154
237,0.0,0.18754745634016703,0.9849171657054003
238,0.0,0.18830675778283978,0.9847866638797383
239,0.0,0.18906605922551253,0.9847163212794456
240,0.0,0.18982536066818528,0.9847138693805076
241,0.0,0.190584662110858,0.9846411023873632
242,0.0,0.19134396355353075,0.9846181507692158
243,0.0,0.1921032649962035,0.9846101820065859
244,0.0,0.19286256643887623,0.9846039283013234
245,0.0,0.19362186788154898,0.9845506825663275
246,0.0,0.19438116932422173,0.9844546822936147
247,0.0,0.19514047076689445,0.9844216162844616
248,0.0,0.1958997722095672,0.9844092615826984
249,0.0,0.19665907365223995,0.9843915725329135
250,0.0,0.19741837509491267,0.9843659620397746
251,0.0,0.19817767653758542,0.9843441551974877
252,0.0,0.19893697798025817,0.9843402312533249
253,0.0,0.19969627942293092,0.984321008500611
254,0.0,0.20045558086560364,0.9843191833850979
255,0.0,0.2012148823082764,0.9842517274191676
256,0.0,0.20197418375094914,0.9842425003230999
257,0.0,0.20273348519362186,0.9842303244043373
258,0.0,0.2034927866362946,0.9842207591381971
259,0.0,0.20425208807896736,0.9842090660616623
260,0.0,0.20501138952164008,0.9841305406197185
261,0.0,0.20577069096431283,0.9840923339550642
262,0.0,0.20652999240698558,0.98404583667402
263,0.0,0.2072892938496583,0.9840177660613969
264,0.0,0.20804859529233105,0.983993600616592
265,0.0,0.2088078967350038,0.9839913904763269
266,0.0,0.20956719817767655,0.983894515874869
267,0.0,0.21032649962034927,0.9838816306042658
268,0.0,0.21108580106302202,0.9838625220860663
269,0.0,0.21184510250569477,0.9838032974240649
270,0.0,0.2126044039483675,0.9837757721782739
271,0.0,0.21336370539104024,0.9837447060283299
272,0.0,0.214123006833713,0.9837020373263242
273,0.0,0.21488230827638571,0.9836925099596817
274,0.0,0.21564160971905846,0.9836080746917619
275,0.0,0.2164009111617312,0.9836003295942952
276,0.005714285714285714,0.21716021260440393,0.9835433842887785
277,0.005714285714285714,0.21791951404707668,0.9835196634065402
278,0.005714285714285714,0.21867881548974943,0.9835178693972112
279,0.005714285714285714,0.21943811693242218,0.9835059387429904
280,0.005714285714285714,0.2201974183750949,0.9834907914359405
281,0.005714285714285714,0.22095671981776766,0.9833714883385687
282,0.005714285714285714,0.2217160212604404,0.9831790257765795
283,0.005714285714285714,0.22247532270311313,0.983122863738602
284,0.005714285714285714,0.22323462414578588,0.9831172352594119
285,0.005714285714285714,0.22399392558845863,0.9830662538057259
286,0.005714285714285714,0.22475322703113135,0.9830575085070491
287,0.005714285714285714,0.2255125284738041,0.9830382525983549
288,0.005714285714285714,0.22627182991647685,0.9829856199011957
289,0.005714285714285714,0.2270311313591496,0.9827454069771382
290,0.005714285714285714,0.22779043280182232,0.9826573935233391
291,0.005714285714285714,0.22854973424449507,0.9826333565222413
292,0.005714285714285714,0.22930903568716782,0.9825637026464549
293,0.005714285714285714,0.23006833712984054,0.9825191696727025
294,0.005714285714285714,0.2308276385725133,0.9825173862791803
295,0.005714285714285714,0.23158694001518604,0.982510311813499
296,0.005714285714285714,0.23234624145785876,0.9824632010506307
297,0.005714285714285714,0.2331055429005315,0.9824587915087493
298,0.005714285714285714,0.23386484434320426,0.9824574686901687
299,0.005714285714285714,0.23462414578587698,0.9824316807068619
300,0.005714285714285714,0.23538344722854973,0.98241884573942
301,0.005714285714285714,0.23614274867122248,0.9823673558009143
302,0.005714285714285714,0.23690205011389523,0.9823346007422588
303,0.005714285714285714,0.23766135155656795,0.9823277172346069
304,0.005714285714285714,0.2384206529992407,0.9822978940497786
305,0.005714285714285714,0.23917995444191345,0.9821882579845425
306,0.005714285714285714,0.23993925588458617,0.9821847090709943
307,0.005714285714285714,0.24069855732725892,0.9821844964396431
308,0.005714285714285714,0.24145785876993167,0.9821835090906446
309,0.005714285714285714,0.24297646165527714,0.982135711635225
310,0.005714285714285714,0.2437357630979499,0.9821172194639048
311,0.005714285714285714,0.24449506454062261,0.9820989190553736
312,0.005714285714285714,0.24525436598329536,0.9820899836602893
313,0.005714285714285714,0.24677296886864086,0.9820700989613528
314,0.005714285714285714,0.24753227031131358,0.9820583574599697
315,0.005714285714285714,0.24829157175398633,0.982024422364123
316,0.005714285714285714,0.24905087319665908,0.982019565850784
317,0.005714285714285714,0.2498101746393318,0.981975461688264
318,0.005714285714285714,0.2505694760820046,0.9819111533361534
319,0.005714285714285714,0.2513287775246773,0.9818612580045645
320,0.005714285714285714,0.25208807896735,0.9818187360486946
321,0.005714285714285714,0.2528473804100228,0.9818073997300722
322,0.005714285714285714,0.2536066818526955,0.9817796800298549
323,0.005714285714285714,0.25436598329536825,0.9817585531167499
324,0.005714285714285714,0.255125284738041,0.9817530907541625
325,0.005714285714285714,0.25588458618071375,0.981740823241099
326,0.005714285714285714,0.25664388762338647,0.9816861803828887
327,0.005714285714285714,0.25740318906605925,0.9816037896528316
328,0.005714285714285714,0.25816249050873197,0.9815515987324972
329,0.005714285714285714,0.2589217919514047,0.9815241978183732
330,0.005714285714285714,0.25968109339407747,0.9814646368696891
331,0.005714285714285714,0.2604403948367502,0.9814106212457627
332,0.005714285714285714,0.2611996962794229,0.98135949889568
333,0.005714285714285714,0.2619589977220957,0.9812971655548971
334,0.005714285714285714,0.2627182991647684,0.9812905419477231
335,0.005714285714285714,0.26347760060744113,0.9812643486645872
336,0.005714285714285714,0.2642369020501139,0.981263415994928
337,0.005714285714285714,0.26499620349278663,0.981263097767505
338,0.005714285714285714,0.26575550493545935,0.9812507540154173
339,0.005714285714285714,0.26651480637813213,0.9812286741596159
340,0.005714285714285714,0.26727410782080485,0.9811668692161131
341,0.005714285714285714,0.2680334092634776,0.981163751041633
342,0.005714285714285714,0.26879271070615035,0.9810544988378205
343,0.005714285714285714,0.2695520121488231,0.9810290152065146
344,0.005714285714285714,0.27031131359149585,0.9809705951653906
345,0.005714285714285714,0.27107061503416857,0.9808367318380111
346,0.005714285714285714,0.2718299164768413,0.9806403695631603
347,0.005714285714285714,0.27258921791951407,0.9806232507392607
348,0.005714285714285714,0.2733485193621868,0.9806210673803589
349,0.005714285714285714,0.2741078208048595,0.9806001708541323
350,0.005714285714285714,0.2748671222475323,0.9805717683700312
351,0.005714285714285714,0.275626423690205,0.9805519574130281
352,0.005714285714285714,0.27638572513287774,0.9805416015485502
353,0.005714285714285714,0.2771450265755505,0.9804998056768323
354,0.005714285714285714,0.27790432801822323,0.9804629420108252
355,0.005714285714285714,0.27866362946089596,0.9804372576281731
356,0.005714285714285714,0.27942293090356873,0.9803133167355645
357,0.005714285714285714,0.28018223234624146,0.9802627682101237
358,0.005714285714285714,0.2809415337889142,0.9802286867796592
359,0.005714285714285714,0.28170083523158695,0.9802052262938299
360,0.005714285714285714,0.2824601366742597,0.9801984031722127
361,0.005714285714285714,0.2832194381169324,0.980191227163781
362,0.005714285714285714,0.2839787395596052,0.9801902889608475
363,0.005714285714285714,0.2847380410022779,0.9801441838825407
364,0.005714285714285714,0.2854973424449506,0.9801209414458305
365,0.005714285714285714,0.2862566438876234,0.9801178388360546
366,0.005714285714285714,0.2870159453302961,0.9800410645633398
367,0.005714285714285714,0.2885345482156416,0.9799933999078596
368,0.005714285714285714,0.28929384965831434,0.9799760053010831
369,0.005714285714285714,0.2900531511009871,0.9799220511918835
370,0.005714285714285714,0.29081245254365984,0.9798234336631956
371,0.005714285714285714,0.29157175398633256,0.9796997030445459
372,0.005714285714285714,0.29233105542900534,0.9796456046179565
373,0.005714285714285714,0.29309035687167806,0.9796122108143748
374,0.005714285714285714,0.296127562642369,0.9795863303000106
375,0.005714285714285714,0.2968868640850418,0.9795771247500923
376,0.005714285714285714,0.2976461655277145,0.9795393312018482
377,0.005714285714285714,0.2984054669703872,0.9795326424171752
378,0.005714285714285714,0.30068337129840544,0.9795117953414911
379,0.005714285714285714,0.3014426727410782,0.9795023571539756
380,0.005714285714285714,0.30220197418375094,0.9794941865866953
381,0.005714285714285714,0.30296127562642367,0.9793151515834762
382,0.005714285714285714,0.30372057706909644,0.9792763496849882
383,0.005714285714285714,0.30447987851176916,0.9791478361343133
384,0.005714285714285714,0.3052391799544419,0.9791279703136384
385,0.005714285714285714,0.30599848139711466,0.9790653446260196
386,0.005714285714285714,0.3067577828397874,0.9790388669930672
387,0.005714285714285714,0.30751708428246016,0.9790249027321539
388,0.005714285714285714,0.3082763857251329,0.9790203379881449
389,0.005714285714285714,0.3090356871678056,0.9790168762942958
390,0.005714285714285714,0.3097949886104784,0.9789773194633667
391,0.005714285714285714,0.3105542900531511,0.9789480374562043
392,0.005714285714285714,0.3113135914958238,0.9789389265813433
393,0.005714285714285714,0.3128321943811693,0.9789033750030494
394,0.005714285714285714,0.31359149582384205,0.9788007338683108
395,0.005714285714285714,0.3143507972665148,0.9787661274842456
396,0.005714285714285714,0.31511009870918755,0.9787578079745626
397,0.005714285714285714,0.31586940015186027,0.9786652137471714
398,0.005714285714285714,0.31662870159453305,0.9786277035936569
399,0.005714285714285714,0.31738800303720577,0.9785852058849084
400,0.005714285714285714,0.3181473044798785,0.9785644979783616
401,0.005714285714285714,0.31890660592255127,0.9785594408878415
402,0.005714285714285714,0.319665907365224,0.9785269907632677
403,0.005714285714285714,0.3204252088078967,0.9785137704599404
404,0.005714285714285714,0.3211845102505695,0.978512567503129
405,0.005714285714285714,0.3219438116932422,0.9784883802610453
406,0.005714285714285714,0.32270311313591493,0.9784815458966329
407,0.005714285714285714,0.32422171602126043,0.978458423864075
408,0.005714285714285714,0.32649962034927865,0.9784386568232303
409,0.005714285714285714,0.32725892179195143,0.9784320788216005
410,0.005714285714285714,0.32801822323462415,0.9784314859815473
411,0.005714285714285714,0.3287775246772969,0.9784092465138926
412,0.005714285714285714,0.32953682611996965,0.9783593170693509
413,0.005714285714285714,0.33029612756264237,0.9783187053806672
414,0.005714285714285714,0.3310554290053151,0.9782207387707493
415,0.005714285714285714,0.33181473044798787,0.9781881314542988
416,0.005714285714285714,0.3325740318906606,0.9781876283037022
417,0.005714285714285714,0.3333333333333333,0.9781347463424647
418,0.005714285714285714,0.3340926347760061,0.9781158212827304
419,0.005714285714285714,0.3348519362186788,0.9781136357495696
420,0.005714285714285714,0.33561123766135154,0.9780182347801121
421,0.005714285714285714,0.33712984054669703,0.9779903145095465
422,0.005714285714285714,0.33788914198936976,0.9779659068004531
423,0.005714285714285714,0.33864844343204253,0.9779486935933264
424,0.005714285714285714,0.33940774487471526,0.9779278926895763
425,0.005714285714285714,0.340167046317388,0.9779233369304199
426,0.005714285714285714,0.34092634776006076,0.9779098887229702
427,0.005714285714285714,0.3416856492027335,0.9778844188641062
428,0.005714285714285714,0.3424449506454062,0.9778775952182217
429,0.005714285714285714,0.343204252088079,0.9778535876458038
430,0.005714285714285714,0.3439635535307517,0.9777958669539801
431,0.005714285714285714,0.3447228549734245,0.9777525719312958
432,0.005714285714285714,0.3462414578587699,0.977693647216032
433,0.005714285714285714,0.3470007593014427,0.9775787382222513
434,0.005714285714285714,0.3477600607441154,0.9775602409618619
435,0.005714285714285714,0.34851936218678814,0.9774964788046113
436,0.005714285714285714,0.3492786636294609,0.9774590122560728
437,0.005714285714285714,0.35003796507213364,0.9774086409220888
438,0.005714285714285714,0.35079726651480636,0.9773994969295488
439,0.005714285714285714,0.35155656795747914,0.9773816886506539
440,0.005714285714285714,0.35231586940015186,0.9773781647414135
441,0.005714285714285714,0.3530751708428246,0.9773697804226612
442,0.005714285714285714,0.35383447228549736,0.9772691804415733
443,0.005714285714285714,0.3545937737281701,0.9772439167659758
444,0.005714285714285714,0.3553530751708428,0.977195894334876
445,0.005714285714285714,0.3561123766135156,0.9771822167561913
446,0.005714285714285714,0.3568716780561883,0.977173727047362
447,0.005714285714285714,0.357630979498861,0.9770258502105401
448,0.005714285714285714,0.3583902809415338,0.9769225847762056
449,0.005714285714285714,0.3591495823842065,0.9768563565515779
450,0.005714285714285714,0.35990888382687924,0.976839129623109
451,0.005714285714285714,0.360668185269552,0.9768381835300106
452,0.005714285714285714,0.36142748671222474,0.9768261097282182
453,0.005714285714285714,0.3621867881548975,0.9767952278346514
454,0.005714285714285714,0.36294608959757024,0.9767529768316033
455,0.005714285714285714,0.36370539104024296,0.9766715972316299
456,0.005714285714285714,0.36446469248291574,0.9766705254572848
457,0.005714285714285714,0.36522399392558846,0.9766492322748486
458,0.005714285714285714,0.3659832953682612,0.9766170148056803
459,0.005714285714285714,0.36674259681093396,0.9765562529290137
460,0.005714285714285714,0.3675018982536067,0.9765370164326952
461,0.005714285714285714,0.3682611996962794,0.9765347822724826
462,0.005714285714285714,0.3690205011389522,0.9765024767089361
463,0.005714285714285714,0.3697798025816249,0.9764237540636558
464,0.005714285714285714,0.3705391040242976,0.9763895316984702
465,0.005714285714285714,0.3712984054669704,0.9763843161360451
466,0.005714285714285714,0.3720577069096431,0.9762917518404814
467,0.005714285714285714,0.37281700835231585,0.9762864522826665
468,0.005714285714285714,0.3735763097949886,0.9761181089500643
469,0.005714285714285714,0.37433561123766135,0.9761069104980179
470,0.005714285714285714,0.37509491268033407,0.9761064394851037
471,0.005714285714285714,0.37585421412300685,0.9760786049522544
472,0.005714285714285714,0.37661351556567957,0.9760407261321878
473,0.005714285714285714,0.3773728170083523,0.9758924754200808
474,0.005714285714285714,0.37813211845102507,0.9758486530951231
475,0.005714285714285714,0.3788914198936978,0.9756955219970866
476,0.005714285714285714,0.37965072133637057,0.9756081019675389
477,0.011428571428571429,0.37965072133637057,0.9755326043435602
478,0.011428571428571429,0.3804100227790433,0.9754580715203376
479,0.011428571428571429,0.381169324221716,0.9754102178214754
480,0.011428571428571429,0.3819286256643888,0.9753700429956329
481,0.011428571428571429,0.384206529992407,0.9753667396614742
482,0.011428571428571429,0.38496583143507973,0.9753190862066655
483,0.011428571428571429,0.38572513287775245,0.975291377713443
484,0.011428571428571429,0.38648443432042523,0.9751896422754921
485,0.011428571428571429,0.38724373576309795,0.975165166293177
486,0.011428571428571429,0.38876233864844345,0.9750071939734286
487,0.011428571428571429,0.3895216400911162,0.9749886342001921
488,0.011428571428571429,0.3902809415337889,0.9749762466580081
489,0.011428571428571429,0.39104024297646167,0.9749590357278717
490,0.011428571428571429,0.3917995444191344,0.974933951357524
491,0.011428571428571429,0.3925588458618071,0.9748792276637029
492,0.011428571428571429,0.3933181473044799,0.9747815822413396
493,0.011428571428571429,0.39483675018982534,0.9747729377413379
494,0.011428571428571429,0.3955960516324981,0.9747721429291298
495,0.011428571428571429,0.39635535307517084,0.9747537910822789
496,0.011428571428571429,0.39711465451784356,0.9747180317048347
497,0.011428571428571429,0.39787395596051633,0.9747113715454054
498,0.011428571428571429,0.39863325740318906,0.9746516514971739
499,0.011428571428571429,0.39939255884586183,0.9745691592027362
500,0.011428571428571429,0.40015186028853456,0.9745158461749184
501,0.011428571428571429,0.4009111617312073,0.9743944922331059
502,0.011428571428571429,0.40167046317388005,0.9743890767415069
503,0.011428571428571429,0.4024297646165528,0.9743884567166683
504,0.011428571428571429,0.4031890660592255,0.974374141997803
505,0.011428571428571429,0.4039483675018983,0.9743608378498771
506,0.011428571428571429,0.404707668944571,0.9743501668191972
507,0.011428571428571429,0.4054669703872437,0.9743258602455095
508,0.011428571428571429,0.4069855732725892,0.9742941562394846
509,0.011428571428571429,0.40774487471526194,0.9742473030769483
510,0.011428571428571429,0.4085041761579347,0.9742203133470655
511,0.011428571428571429,0.40926347760060744,0.9741319099449091
512,0.011428571428571429,0.41002277904328016,0.9740744628529423
513,0.011428571428571429,0.41078208048595294,0.9740427805958426
514,0.011428571428571429,0.41154138192862566,0.9740360849356654
515,0.011428571428571429,0.4123006833712984,0.9740180388587777
516,0.011428571428571429,0.41305998481397116,0.9739881366505656
517,0.011428571428571429,0.4138192862566439,0.9739743499623699
518,0.011428571428571429,0.4145785876993166,0.9739732601960975
519,0.011428571428571429,0.4153378891419894,0.9739640579408597
520,0.011428571428571429,0.4160971905846621,0.9737754939354949
521,0.011428571428571429,0.4168564920273349,0.9736314667133624
522,0.011428571428571429,0.4176157934700076,0.9735978376315713
523,0.011428571428571429,0.4183750949126803,0.9735519679058905
524,0.011428571428571429,0.4214123006833713,0.973541505261577
525,0.011428571428571429,0.42217160212604404,0.9734705784947745
526,0.011428571428571429,0.42293090356871677,0.9734526423894014
527,0.011428571428571429,0.42369020501138954,0.97333280020345
528,0.011428571428571429,0.42444950645406226,0.9733147928911511
529,0.011428571428571429,0.425208807896735,0.9732753165914388
530,0.011428571428571429,0.42596810933940776,0.973243630347717
