Project,Version,num_downloads,month
pyensae,14.04,30,201901
cpyquickhelper,,1316,201902
nimbusml,10.14.1,2,201811
pymyinstall,10.9.5,1,201601
tkinterquickhelper,10.13.3,1,201806
pyensae,16.10,1,201701
pyquickhelper,25,1,201903
pymmails,,1100,201605
jyquickhelper,8,24,201805
manydataapi,10.13.4,2,201809
pyrsslocal,9,1,201902
pyquickhelper,16.10,1,201903
skl2onnx,2017.2,1,201905
pymyinstall,,2862,201709
pyquickhelper,wheezy/sid,50,201611
tkinterquickhelper,10.14.2,3,201902
pyensae,10.12.6,12,201709
lightmlrestapi,,210,201802
pyensae,6.10,2,201809
manydataapi,,111,201812
pysqllike,9,2,201707
pyrsslocal,16.04,52,201902
jupytalk,7,1,201611
pyensae,10.11.6,5,201610
jyquickhelper,9,3,201707
pyquickhelper,17.10,2,201809
tkinterquickhelper,16.04,11,201801
papierstat,,300,201802
pyensae,16.04,68,201812
pymyinstall,4.5,1,201902
pymyinstall,7.2.1511,1,201606
mlstatpy,8,1,201611
onnxruntime,27,1,201812
tkinterquickhelper,7,2,201808
jupytalk,,285,201903
pyquickhelper,18.3,1,201809
jyquickhelper,10.13.2,1,201901
pyquickhelper,18.10,4,201812
mlinsights,18.04,1,201808
mlinsights,7.6,3,201905
csharpyml,,89,201902
lightmlboard,16.04,1,201903
pyrsslocal,10.13.1,2,201712
tkinterquickhelper,10.13.6,97,201903
pymyinstall,16.04,71,201902
pyquickhelper,26,1,201711
pymyinstall,jessie/sid,1,201602
pyquickhelper,10.7.4,1,201609
mlprodict,,28,201807
skl2onnx,16.04,15700,201903
tkinterquickhelper,18.3,1,201812
lightmlrestapi,,469,201905
jyquickhelper,16.04,310,201905
pyquickhelper,7.6,3,201905
jyquickhelper,7,27,201809
mlinsights,10.14,1,201903
tkinterquickhelper,15.9,1,201903
jyquickhelper,2,5,201802
pymmails,10.11.6,4,201809
pyensae,16.04,6,201712
jyquickhelper,9,1,201802
tkinterquickhelper,10.14.4,6,201904
mlstatpy,16.04,1,201801
pymyinstall,stretch/sid,2,201610
pyensae,14.04,4,201903
onnxruntime,stretch/sid,1,201901
jyquickhelper,2,5,201902
mlstatpy,10.11.4,1,201610
pyensae,10.13.2,2,201901
pyrsslocal,10.11.6,4,201809
pyquickhelper,,359,201806
jyquickhelper,8,4,201902
tkinterquickhelper,16.04,9,201803
pyrsslocal,,4472,201609
pyquickhelper,14.04,305,201711
jupytalk,,327,201809
mlinsights,10.12.6,1,201902
pyrsslocal,14.04,56,201705
pyrsslocal,7,1,201712
pymyinstall,7,1,201801
pyrsslocal,14.04,27,201702
pymyinstall,6.9,1,201712
lightmlrestapi,16.04,3,201906
pymmails,16.04,3,201611
mlstatpy,2018.4,1,201901
pyquickhelper,17.04,1,201811
jyquickhelper,jessie/sid,81,201703
onnxruntime,10.14.1,3,201905
pyquickhelper,9,300,201906
pyrsslocal,10.12.5,1,201712
jyquickhelper,10.14,9,201811
pyquickhelper,18.08,4,201901
pyensae,2017.3,1,201801
mlprodict,16.04,4,201812
jyquickhelper,16.10,1,201701
jyquickhelper,10.12.6,2,201802
papierstat,8,2,201802
pyrsslocal,stretch/sid,1,201606
onnxruntime,10.12,1,201906
pyquickhelper,10.13.6,20,201905
pymmails,,997,201709
jyquickhelper,6.9,3,201710
teachpyx,,399,201708
pyquickhelper,7,1,201704
pyenbc,14.04,9,201807
pysqllike,,41,201807
jyquickhelper,10.13.4,6,201809
teachpyx,16.04,1,201703
jyquickhelper,6.8,1,201712
csharpy,16.04,4,201812
pyquickhelper,,1829,201903
mlstatpy,10.10.5,1,201702
skl2onnx,10.13.1,2,201904
pyensae,7.2,2,201603
pymmails,10.9.5,2,201809
jyquickhelper,10.13.6,1,201807
tkinterquickhelper,18.1,1,201705
manydataapi,14.04,18,201805
pyquickhelper,10.11.6,4,201703
jyquickhelper,14.04,19,201808
pymmails,14.04,38,201706
mlstatpy,10.11.2,1,201709
jyquickhelper,8,3,201707
pyensae,,684,201903
onnxruntime,7.5,2,201901
sparkouille,,23,201806
pyquickhelper,,4541,201603
pymmails,9,51,201811
pymyinstall,10.12.3,4,201703
skl2onnx,10.14,1,201906
pymmails,10.12.5,3,201709
jyquickhelper,,1364,201705
onnxruntime,9,1558,201905
mlinsights,10.12.6,1,201809
pyquickhelper,14.04,222,201802
pymmails,10.12.3,2,201703
manydataapi,9,1,201903
nimbusml,9,12,201903
jyquickhelper,15.5,2,201801
pyrsslocal,,92,201905
pymyinstall,14.04,83,201801
pyensae,10.11.6,1,201805
pyquickhelper,15.4.1,3,201710
nimbusml,10.13.6,2,201902
pymyinstall,7,1,201805
mlinsights,16.04,31,201906
pyensae,10.13.1,1,201902
jyquickhelper,10.12.1,3,201611
pyquickhelper,15.8,2,201901
pymyinstall,16.10,2,201705
pymmails,18.04,13,201902
tkinterquickhelper,29,1,201905
pyensae,10.12.1,1,201703
pyensae,14.04,146,201708
pyquickhelper,10.12.3,4,201710
pyquickhelper,64--2018-04-09,1,201808
pyrsslocal,16.04,3,201704
manydataapi,,155,201810
jyquickhelper,9.6,1,201812
mlprodict,16.04,2,201811
pyquickhelper,18.04,28,201809
pyensae,18,1,201801
pyrsslocal,10.10.5,3,201609
skl2onnx,14.04,3,201903
jyquickhelper,1.6,1,201806
pyrsslocal,10.13.2,2,201810
pyquickhelper,12,1,201903
pyquickhelper,14.1,1,201811
mlprodict,,66,201811
jyquickhelper,10.12.5,1,201712
pymmails,18.1,1,201710
onnxruntime,2018.03,9,201905
pyquickhelper,10.11.4,2,201610
jyquickhelper,17.10,5,201807
pyquickhelper,18.3,2,201811
mlstatpy,,38,201806
pyquickhelper,17.10,1,201711
pyensae,15.5,2,201712
pymmails,14.04,12,201804
pyrsslocal,10.11.1,1,201610
skl2onnx,7,18,201906
jyquickhelper,2,1,201611
onnxruntime,18.04,1469,201906
csharpy,8,1,201810
onnxruntime,15.9,1,201902
onnxruntime,19.04,3,201906
jyquickhelper,1.6,1,201804
pyrsslocal,8,5,201801
nimbusml,,32504,201905
onnxruntime,8,5,201904
tkinterquickhelper,10.12.3,1,201811
pymyinstall,,418,201805
jupytalk,16.04,1,201711
onnxruntime,10.14.1,4,201904
pyquickhelper,6.7,1,201701
pyensae,10.10.5,2,201602
pyquickhelper,unstable,1,201612
pymmails,9,1,201903
pymmails,12.04,45,201702
jyquickhelper,19,1,201906
pymyinstall,8.6,1,201610
pymmails,17.04,2,201801
pymmails,10.12.5,1,201712
onnxruntime,27,1,201810
pysqllike,16.04,1,201903
jyquickhelper,10.13.2,3,201712
pymyinstall,,319,201904
pyquickhelper,10.11.1,2,201701
skl2onnx,10.14.4,12,201906
onnxruntime,0.4.1,1,201812
jyquickhelper,10.12.6,4,201811
jupytalk,16.04,1,201801
mlstatpy,10.11.6,4,201809
pymmails,18.04,3,201808
cpyquickhelper,7.4.1708,1,201812
pyensae,wheezy/sid,150,201610
nimbusml,,4765,201811
onnxruntime,16.04,8613,201903
pysqllike,,121,201812
onnxruntime,17.04,1,201903
jyquickhelper,7.4,1,201905
pyrsslocal,2,1,201902
pyrsslocal,16.04,2,201711
jyquickhelper,10.9.5,1,201610
jyquickhelper,16.04,147,201810
teachpyx,7,1,201707
mlstatpy,16.04,1,201804
pyquickhelper,10.13.3,3,201902
mlinsights,16.04,47,201810
jyquickhelper,10.12,5,201610
pyquickhelper,10.12.5,1,201712
onnxruntime,18.10,13,201903
pyrsslocal,16.10,1,201611
mlprodict,,91,201810
pyensae,18.1,1,201710
pyquickhelper,9,300,201810
pymyinstall,14.04,63,201802
pyensae,16.04,131,201902
pyensae,15.4.1,1,201710
pyensae,10.12.5,3,201710
onnxruntime,16.04,4859,201812
pyensae,9,31,201808
mlstatpy,16.04,38,201812
mlstatpy,10.12.5,4,201709
tkinterquickhelper,10.14.1,1,201904
mlstatpy,10.11.6,1,201810
jupytalk,8,1,201704
tkinterquickhelper,20181213,1,201812
cpyquickhelper,,55,201806
tkinterquickhelper,17.0.6,1,201711
jyquickhelper,10.14.5,6,201906
jyquickhelper,14.04,13,201904
skl2onnx,10.14.4,2904,201905
pyquickhelper,10.11.5,1,201607
lightmlrestapi,,36,201807
pyquickhelper,18.04,131,201905
pyensae,6.9,1,201809
skl2onnx,,468,201901
pyensae,10.11.6,2,201906
pyquickhelper,5.0,1,201810
pyquickhelper,10.10.4,2,201710
jupytalk,10.14.1,1,201812
nimbusml,14.04,1,201905
pyenbc,16.04,5,201904
jyquickhelper,stretch/sid,1,201701
pyensae,10.12.6,1,201711
lightmlboard,16.04,2,201902
csharpyml,7.4.1708,1,201812
pysqllike,16.04,2,201902
onnxruntime,10.13.4,1,201903
pyquickhelper,,31408,201609
manydataapi,10.12,1,201810
tkinterquickhelper,15.9,1,201901
onnxruntime,7,31,201904
pyquickhelper,17.10,2,201801
nimbusml,,2367,201903
pyquickhelper,14.04,30,201901
pyrsslocal,9,2,201707
pyquickhelper,7,2,201712
mlinsights,6.9,1,201802
pyquickhelper,10.11.6,2,201611
pyquickhelper,20190601,1,201906
pymmails,9,1,201802
mlstatpy,,610,201710
pysqllike,6.9,1,201802
teachpyx,,456,201706
tkinterquickhelper,6.9,1,201811
onnxruntime,,2066,201901
pyensae,10.13.4,7,201811
jyquickhelper,10.12.5,1,201808
pymmails,12.04,59,201701
jyquickhelper,10.12.2,1,201806
pyensae,7,1,201611
pyrsslocal,,71,201804
pymyinstall,16.04,50,201812
pyrsslocal,12.04,27,201704
onnxruntime,10.13.5,2,201901
pymmails,10.11.1,1,201610
jyquickhelper,6,3,201810
jupytalk,,687,201712
pymmails,,70,201807
pymmails,18.04,1,201810
nimbusml,10.13.6,267,201904
pyrsslocal,14.04,102,201708
pymyinstall,6.10,1,201808
manydataapi,10.14,1,201809
mlstatpy,,146,201810
cpyquickhelper,8,2,201707
pyquickhelper,10.13.3,1,201805
tkinterquickhelper,19,3,201901
jyquickhelper,10.12.4,1,201705
pymmails,,4451,201608
mlinsights,9,1,201809
pyquickhelper,10.12.5,3,201709
jyquickhelper,10.13.3,10,201803
pyensae,10.11.6,1,201612
pyquickhelper,,1935,201611
manydataapi,,173,201809
pyrsslocal,stretch/sid,3,201610
pysqllike,16.04,1,201803
jyquickhelper,10.13.1,1,201807
jyquickhelper,18.10,3,201811
nimbusml,19.04,1,201905
pymyinstall,,589,201611
pyquickhelper,10.13.6,13,201812
pyquickhelper,8,2,201706
pyquickhelper,10.10.5,2,201709
cpyquickhelper,,326,201812
pyquickhelper,6,5,201706
mlstatpy,10.11.1,1,201610
teachpyx,,588,201712
cpyquickhelper,8,1,201808
lightmlrestapi,,2028,201811
pyquickhelper,10.13.4,5,201805
pymmails,,477,201603
mlstatpy,12.04,6,201612
pyquickhelper,19.1,1,201906
onnxruntime,stretch/sid,1,201905
pyensae,10.13.4,1,201812
pyensae,18.1,1,201905
jyquickhelper,,1386,201701
mlstatpy,9,1,201902
manydataapi,,116,201902
pymyinstall,10.10.4,2,201704
pymmails,10.13.1,1,201712
manydataapi,10.12.6,4,201809
jyquickhelper,10.11.6,4,201709
pyquickhelper,14.04,1,201602
pymyinstall,,594,201803
jupytalk,16.04,3,201807
pyrsslocal,18.1,1,201710
jyquickhelper,10.12,1,201812
pyquickhelper,,2067,201812
jyquickhelper,7,54,201901
pyrsslocal,14.04,66,201711
tkinterquickhelper,9,51,201901
pyensae,42.1,1,201701
mlinsights,17.04,1,201801
skl2onnx,7,1,201901
lightmlrestapi,18.04,2,201905
pymyinstall,18.10,1,201812
jyquickhelper,10.10.5,1,201702
mlinsights,16.04,56,201809
pyquickhelper,14.04,32,201809
tkinterquickhelper,26,2,201710
csharpy,14.04,2,201901
jyquickhelper,8,2,201810
mlinsights,9,19,201811
pyensae,6.9,1,201712
pyquickhelper,7.4,1,201812
nimbusml,10.14.2,1,201905
teachpyx,18.10,1,201902
pyensae,wheezy/sid,8,201603
mlstatpy,17.10,1,201804
pyrsslocal,10.11.6,1,201709
pyensae,10.14,2,201809
jyquickhelper,16.04,6,201702
jyquickhelper,6.9,1,201809
pyquickhelper,17.10,3,201804
pyenbc,,103,201808
mlstatpy,7,1,201706
jyquickhelper,15.04,2,201706
jyquickhelper,10.11.1,2,201610
jyquickhelper,15.8,1,201812
jyquickhelper,10.12.5,8,201708
pyquickhelper,18.0.4,1,201904
tkinterquickhelper,16.04,4,201710
onnxruntime,16.04,6625,201902
pymyinstall,10.10.5,3,201709
tkinterquickhelper,1.6,1,201802
lightmlrestapi,16.04,62,201901
teachpyx,16.04,2,201811
jyquickhelper,27,1,201804
tkinterquickhelper,19,1,201811
tkinterquickhelper,2019.1,1,201903
pymmails,,192,201803
pyquickhelper,10.14.3,1,201812
mlstatpy,14.04,100,201709
pyrsslocal,10.10.4,1,201704
pyquickhelper,7.4,1,201903
lightmlboard,,510,201809
skl2onnx,10.13.4,3,201904
pyquickhelper,8,32,201804
pymyinstall,10.12.3,1,201702
cpyquickhelper,7,1,201802
onnxruntime,9,288,201903
pyquickhelper,,8908,201710
jyquickhelper,18.3,1,201802
pyensae,10.11.6,2,201903
tkinterquickhelper,7.4.1708,1,201812
lightmlrestapi,9,2,201905
nimbusml,18.10,2,201811
pyensae,10.12.6,1,201903
pyensae,7.1.1503,1,201701
skl2onnx,rolling,2,201902
jyquickhelper,2018.4,1,201902
pyquickhelper,10.14.4,17,201905
pymyinstall,10.13,2,201711
jyquickhelper,10.11.6,1,201901
jyquickhelper,7,5,201805
mlstatpy,10.13.2,2,201810
pyquickhelper,wheezy/sid,70,201702
pyensae,testing,1,201704
pymyinstall,,23732,201606
jyquickhelper,7,16,201708
jyquickhelper,18.08.30,1,201905
pyensae,15.5 Beta,1,201711
pyensae,wheezy/sid,97,201606
onnxruntime,6.2,5,201905
jyquickhelper,2018.03,4,201903
jyquickhelper,7.5,4,201810
pymmails,,560,201601
scikit-onnxruntime,10.14.5,1,201905
tkinterquickhelper,,403,201905
jupytalk,,462,201707
pyrsslocal,10.13.6,1,201808
pyquickhelper,9,196,201808
pyensae,8.4,1,201605
pyquickhelper,15.9.1,1,201902
jupytalk,,85,201906
pyquickhelper,10.13.4,2,201801
pyquickhelper,15.7,1,201810
jyquickhelper,18.3,3,201902
pyquickhelper,v19.04.4,1,201905
pyquickhelper,10.13.5,1,201811
tkinterquickhelper,18.3,1,201810
pyquickhelper,10.12.6,5,201810
jupytalk,6.9,1,201802
pymmails,18.04,2,201811
pyquickhelper,3.11,1,201804
pyensae,2017.3,2,201712
onnxruntime,17.10,1,201810
pyquickhelper,,31581,201607
pyquickhelper,14.04,2,201606
mlprodict,,74,201903
pyquickhelper,,2067,201809
nimbusml,9,4,201902
pyquickhelper,9.3,1,201801
jyquickhelper,6.9,1,201801
pyquickhelper,18.10,3,201904
mlstatpy,10.12.5,1,201712
papierstat,,163,201905
mlstatpy,16.10,1,201709
pymyinstall,14.04,36,201703
jyquickhelper,18.08,3,201812
jyquickhelper,7.4,1,201803
pyquickhelper,15.5,2,201803
jyquickhelper,rolling,2,201807
tkinterquickhelper,16.04,37,201812
pymyinstall,16.04,5,201709
jupytalk,,487,201703
jupytalk,16.04,7,201809
csharpy,9,1,201805
jyquickhelper,9,49,201807
skl2onnx,16.04,25,201901
jyquickhelper,10.14.3,31,201903
mlinsights,16.04,1,201711
tkinterquickhelper,2014.0,1,201807
pyensae,10.13.5,2,201811
mlstatpy,10.8.5,1,201711
pyensae,10.13.4,2,201801
pymmails,9,135,201810
pyensae,10.14,2,201904
pyensae,10.13.6,6,201905
teachpyx,,1475,201609
pyensae,10.12.4,1,201703
pyensae,10.11.6,2,201810
pyensae,17.10,2,201808
mlinsights,9,22,201808
pyensae,7,1,201704
pyquickhelper,10.10.5,2,201612
tkinterquickhelper,18.08.31.1,3,201905
pymmails,16.04,5,201709
pyenbc,7,1,201805
jyquickhelper,18.0.0,2,201811
jyquickhelper,64--2018-04-09,1,201808
manydataapi,18.04,2,201808
jyquickhelper,17.04,2,201711
pyrsslocal,10.12.2,1,201701
pyrsslocal,10.11.3,1,201611
pyrsslocal,16.04,64,201809
mlstatpy,10.12.6,1,201808
onnxruntime,10.12.6,41,201904
skl2onnx,10.13.3,1,201903
teachpyx,,161,201808
pyquickhelper,jessie/sid,1,201712
pyquickhelper,,10414,201801
pymyinstall,12.04,28,201704
pyensae,10.10.5,1,201906
jyquickhelper,10.12.5,1,201705
skl2onnx,16.04,41537,201905
pyensae,16.04,2,201612
cpyquickhelper,,386,201903
jyquickhelper,18.2,2,201809
mlstatpy,18.04,2,201808
jyquickhelper,2019.1,1,201812
mlinsights,10.13.6,1,201902
pymyinstall,7,1,201705
pymmails,16.04,29,201807
mlinsights,16.04,49,201811
jupytalk,7.4.1708,1,201812
pymyinstall,10.11.3,1,201611
pyensae,12,1,201607
pyensae,16.04,4,201805
mlinsights,9,82,201903
jyquickhelper,18.04,64,201811
papierstat,,92,201807
pyrsslocal,7,1,201705
manydataapi,16.04,53,201902
jyquickhelper,18.08.32,4,201906
mlstatpy,10.14,1,201809
mlstatpy,10.12.5,1,201706
pymyinstall,8,7,201801
pyensae,7,1,201705
pyensae,,532,201904
cpyquickhelper,,892,201708
pyensae,16.04,5,201710
pyensae,14.04,18,201808
pyensae,2018.2,1,201810
cpyquickhelper,,780,201905
tkinterquickhelper,19.1,1,201906
lightmlboard,7,1,201812
manydataapi,10.10.3,1,201812
mlstatpy,10.13.6,1,201904
pymyinstall,2,1,201902
jyquickhelper,14.04,340,201709
jyquickhelper,10.13.2,1,201805
pyquickhelper,9,241,201903
mlinsights,,33,201803
pyquickhelper,7,5,201804
onnxruntime,8,1,201810
pymyinstall,,2906,201712
jyquickhelper,2.0,1,201712
pyensae,10.10.5,1,201701
pymyinstall,10.9.5,1,201610
mlinsights,,513,201812
jyquickhelper,stretch/sid,2,201610
tkinterquickhelper,,395,201808
jyquickhelper,15.0,1,201903
mlinsights,16.04,1,201806
onnxruntime,29,2,201905
lightmlrestapi,16.04,2,201801
onnxruntime,,4914,201904
nimbusml,16.04,1833,201811
jyquickhelper,16.04,2,201609
onnxruntime,10.14.1,15,201903
lightmlrestapi,17.10,1,201804
pyquickhelper,8,1,201611
jyquickhelper,9.2,1,201711
pyensae,18.2,1,201809
pyenbc,14.04,1,201806
pyensae,10.12.6,8,201809
pyquickhelper,18.04,49,201811
tkinterquickhelper,18.04,25,201812
pyquickhelper,20190322,1,201903
pyquickhelper,42.1,1,201701
pyensae,24,2,201809
pyensae,6.10,1,201905
mlstatpy,10.13.6,2,201812
pyquickhelper,stretch/sid,3,201610
jyquickhelper,14.04,710,201708
pymyinstall,6.7,1,201704
pyquickhelper,rolling,1,201709
jyquickhelper,8,2,201612
pyensae,10.10.4,1,201710
nimbusml,10.13.5,1,201903
pyquickhelper,16.10,1,201705
tkinterquickhelper,7.5,1,201811
pymyinstall,16.04,2,201606
pyensae,18.04,41,201904
tkinterquickhelper,18.04,4,201906
pyensae,12.04,21,201706
pymyinstall,7,2,201706
pymmails,,273,201903
pymyinstall,,615,201812
lightmlrestapi,10.14.1,1,201811
papierstat,,80,201906
nimbusml,10.14.5,1429,201906
jyquickhelper,18.0.4,1,201906
onnxruntime,7,5,201902
lightmlrestapi,14.04,4,201803
jyquickhelper,1.6,1,201712
pyensae,10.13.2,3,201711
mlstatpy,18.10,2,201812
pysqllike,9,1,201807
pymmails,10.13.6,1,201903
pymyinstall,,4362,201601
pyrsslocal,wheezy/sid,37,201602
jupytalk,16.04,1,201708
pymmails,10.12.2,1,201701
pyensae,7.2.1511,1,201610
pyquickhelper,10.12.6,8,201708
pymyinstall,8,1,201809
jupytalk,18.04,1,201901
jyquickhelper,2.0,1,201802
onnxruntime,10.13.3,2,201904
mlstatpy,12.04,19,201706
jyquickhelper,10.13.6,44,201902
pymyinstall,6.8,1,201804
onnxruntime,10.14.3,1,201901
pyrsslocal,16.04,132,201901
jyquickhelper,18.04,54,201901
onnxruntime,16.04,5840,201811
lightmlboard,,1274,201711
pyensae,18.04,40,201902
tkinterquickhelper,16.04,2,201806
pyenbc,10.14.2,2,201901
jyquickhelper,16.04,4,201612
jyquickhelper,19.1,2,201906
pyenbc,10.13.6,1,201808
pyensae,,1328,201603
manydataapi,8,1,201902
pymyinstall,jessie/sid,16,201702
mlinsights,8,1,201811
cpyquickhelper,,784,201808
mlstatpy,10.13.6,2,201807
jyquickhelper,17.0.6,1,201711
pyquickhelper,18.2,1,201712
pyensae,8,3,201807
papierstat,10.9.5,1,201809
onnxruntime,10.13.6,986,201902
pymmails,7,1,201812
csharpy,14.04,12,201806
manydataapi,18.04,1,201901
tkinterquickhelper,19.04,1,201906
tkinterquickhelper,14.04,4,201811
pyquickhelper,12.2,1,201801
pymmails,10.12.5,1,201710
pymmails,10.13,3,201711
jyquickhelper,17.1.11,1,201808
pyrsslocal,,175,201809
onnxruntime,10,2,201906
jyquickhelper,10.14.2,1,201811
