Date	Sessions
25/01/2015	154
26/01/2015	243
27/01/2015	244
28/01/2015	271
29/01/2015	250
30/01/2015	203
31/01/2015	108
01/02/2015	138
02/02/2015	271
03/02/2015	241
04/02/2015	273
05/02/2015	287
06/02/2015	226
07/02/2015	135
08/02/2015	148
09/02/2015	247
10/02/2015	230
11/02/2015	243
12/02/2015	235
13/02/2015	197
14/02/2015	111
15/02/2015	122
16/02/2015	210
17/02/2015	232
18/02/2015	220
19/02/2015	243
20/02/2015	210
21/02/2015	131
22/02/2015	136
23/02/2015	222
24/02/2015	283
25/02/2015	271
26/02/2015	233
27/02/2015	220
28/02/2015	150
01/03/2015	142
02/03/2015	221
03/03/2015	218
04/03/2015	235
05/03/2015	227
06/03/2015	188
07/03/2015	118
08/03/2015	127
09/03/2015	214
10/03/2015	216
11/03/2015	230
12/03/2015	212
13/03/2015	215
14/03/2015	112
15/03/2015	163
16/03/2015	226
17/03/2015	255
18/03/2015	222
19/03/2015	246
20/03/2015	224
21/03/2015	118
22/03/2015	146
23/03/2015	225
24/03/2015	281
25/03/2015	321
26/03/2015	300
27/03/2015	215
28/03/2015	129
29/03/2015	109
30/03/2015	287
31/03/2015	261
01/04/2015	238
02/04/2015	283
03/04/2015	227
04/04/2015	118
05/04/2015	115
06/04/2015	167
07/04/2015	255
08/04/2015	243
09/04/2015	265
10/04/2015	227
11/04/2015	133
12/04/2015	171
13/04/2015	296
14/04/2015	253
15/04/2015	275
16/04/2015	240
17/04/2015	265
18/04/2015	138
19/04/2015	133
20/04/2015	271
21/04/2015	243
22/04/2015	269
23/04/2015	268
24/04/2015	232
25/04/2015	136
26/04/2015	140
27/04/2015	301
28/04/2015	345
29/04/2015	257
30/04/2015	258
01/05/2015	178
02/05/2015	119
03/05/2015	157
04/05/2015	292
05/05/2015	285
06/05/2015	313
07/05/2015	274
08/05/2015	208
09/05/2015	183
10/05/2015	168
11/05/2015	313
12/05/2015	264
13/05/2015	310
14/05/2015	198
15/05/2015	268
16/05/2015	163
17/05/2015	186
18/05/2015	276
19/05/2015	287
20/05/2015	277
21/05/2015	320
22/05/2015	308
23/05/2015	139
24/05/2015	147
25/05/2015	282
26/05/2015	332
27/05/2015	309
28/05/2015	280
29/05/2015	260
30/05/2015	120
31/05/2015	161
01/06/2015	284
02/06/2015	334
03/06/2015	307
04/06/2015	288
05/06/2015	277
06/06/2015	147
07/06/2015	183
08/06/2015	329
09/06/2015	332
10/06/2015	323
11/06/2015	292
12/06/2015	230
13/06/2015	130
14/06/2015	128
15/06/2015	322
16/06/2015	294
17/06/2015	322
18/06/2015	300
19/06/2015	269
20/06/2015	121
21/06/2015	141
22/06/2015	298
23/06/2015	336
24/06/2015	296
25/06/2015	266
26/06/2015	235
27/06/2015	139
28/06/2015	122
29/06/2015	269
30/06/2015	260
01/07/2015	238
02/07/2015	262
03/07/2015	254
04/07/2015	99
05/07/2015	117
06/07/2015	269
07/07/2015	275
08/07/2015	262
09/07/2015	274
10/07/2015	234
11/07/2015	114
12/07/2015	121
13/07/2015	256
14/07/2015	207
15/07/2015	253
16/07/2015	260
17/07/2015	250
18/07/2015	128
19/07/2015	134
20/07/2015	285
21/07/2015	257
22/07/2015	287
23/07/2015	287
24/07/2015	245
25/07/2015	97
26/07/2015	138
27/07/2015	268
28/07/2015	279
29/07/2015	228
30/07/2015	237
31/07/2015	215
01/08/2015	98
02/08/2015	98
03/08/2015	264
04/08/2015	218
05/08/2015	235
06/08/2015	263
07/08/2015	173
08/08/2015	83
09/08/2015	91
10/08/2015	238
11/08/2015	224
12/08/2015	222
13/08/2015	225
14/08/2015	194
15/08/2015	100
16/08/2015	82
17/08/2015	261
18/08/2015	245
19/08/2015	258
20/08/2015	277
21/08/2015	197
22/08/2015	108
23/08/2015	132
24/08/2015	264
25/08/2015	272
26/08/2015	277
27/08/2015	267
28/08/2015	236
29/08/2015	112
30/08/2015	123
31/08/2015	305
01/09/2015	288
02/09/2015	254
03/09/2015	312
04/09/2015	472
05/09/2015	140
06/09/2015	140
07/09/2015	271
08/09/2015	274
09/09/2015	293
10/09/2015	304
11/09/2015	410
12/09/2015	163
13/09/2015	159
14/09/2015	385
15/09/2015	324
16/09/2015	288
17/09/2015	304
18/09/2015	315
19/09/2015	149
20/09/2015	190
21/09/2015	429
22/09/2015	414
23/09/2015	348
24/09/2015	420
25/09/2015	572
26/09/2015	171
27/09/2015	292
28/09/2015	490
29/09/2015	340
30/09/2015	315
01/10/2015	302
02/10/2015	445
03/10/2015	178
04/10/2015	215
05/10/2015	466
06/10/2015	407
07/10/2015	306
08/10/2015	387
09/10/2015	432
10/10/2015	167
11/10/2015	226
12/10/2015	446
13/10/2015	438
14/10/2015	380
15/10/2015	312
16/10/2015	435
17/10/2015	182
18/10/2015	226
19/10/2015	420
20/10/2015	418
21/10/2015	330
22/10/2015	441
23/10/2015	500
24/10/2015	179
25/10/2015	192
26/10/2015	363
27/10/2015	343
28/10/2015	352
29/10/2015	402
30/10/2015	460
31/10/2015	167
01/11/2015	232
02/11/2015	361
03/11/2015	456
04/11/2015	356
05/11/2015	366
06/11/2015	538
07/11/2015	194
08/11/2015	237
09/11/2015	440
10/11/2015	390
11/11/2015	266
12/11/2015	408
13/11/2015	407
14/11/2015	174
15/11/2015	213
16/11/2015	414
17/11/2015	422
18/11/2015	390
19/11/2015	399
20/11/2015	509
21/11/2015	225
22/11/2015	242
23/11/2015	414
24/11/2015	415
25/11/2015	455
26/11/2015	388
27/11/2015	685
28/11/2015	327
29/11/2015	311
30/11/2015	448
01/12/2015	428
02/12/2015	482
03/12/2015	479
04/12/2015	495
05/12/2015	240
06/12/2015	264
07/12/2015	459
08/12/2015	431
09/12/2015	455
10/12/2015	554
11/12/2015	553
12/12/2015	299
13/12/2015	306
14/12/2015	521
15/12/2015	478
16/12/2015	478
17/12/2015	461
18/12/2015	450
19/12/2015	183
20/12/2015	183
21/12/2015	329
22/12/2015	369
23/12/2015	326
24/12/2015	219
25/12/2015	142
26/12/2015	161
27/12/2015	180
28/12/2015	272
29/12/2015	298
30/12/2015	289
31/12/2015	214
01/01/2016	161
02/01/2016	243
03/01/2016	300
04/01/2016	443
05/01/2016	464
06/01/2016	419
07/01/2016	448
08/01/2016	383
09/01/2016	195
10/01/2016	277
11/01/2016	444
12/01/2016	471
13/01/2016	469
14/01/2016	441
15/01/2016	421
16/01/2016	202
17/01/2016	218
18/01/2016	379
19/01/2016	467
20/01/2016	450
21/01/2016	433
22/01/2016	469
23/01/2016	271
24/01/2016	258
25/01/2016	455
26/01/2016	485
27/01/2016	452
28/01/2016	447
29/01/2016	397
30/01/2016	263
31/01/2016	282
01/02/2016	412
02/02/2016	455
03/02/2016	498
04/02/2016	452
05/02/2016	389
06/02/2016	222
07/02/2016	277
08/02/2016	415
09/02/2016	445
10/02/2016	432
11/02/2016	458
12/02/2016	395
13/02/2016	271
14/02/2016	270
15/02/2016	441
16/02/2016	462
17/02/2016	454
18/02/2016	406
19/02/2016	417
20/02/2016	186
21/02/2016	223
22/02/2016	434
23/02/2016	462
24/02/2016	399
25/02/2016	422
26/02/2016	421
27/02/2016	268
28/02/2016	275
29/02/2016	432
01/03/2016	456
02/03/2016	422
03/03/2016	434
04/03/2016	448
05/03/2016	220
06/03/2016	281
07/03/2016	502
08/03/2016	431
09/03/2016	469
10/03/2016	389
11/03/2016	406
12/03/2016	206
13/03/2016	243
14/03/2016	506
15/03/2016	438
16/03/2016	460
17/03/2016	432
18/03/2016	412
19/03/2016	239
20/03/2016	285
21/03/2016	506
22/03/2016	498
23/03/2016	484
24/03/2016	434
25/03/2016	404
26/03/2016	273
27/03/2016	283
28/03/2016	356
29/03/2016	482
30/03/2016	502
31/03/2016	466
01/04/2016	443
02/04/2016	219
03/04/2016	261
04/04/2016	521
05/04/2016	533
06/04/2016	523
07/04/2016	464
08/04/2016	453
09/04/2016	257
10/04/2016	256
11/04/2016	492
12/04/2016	501
13/04/2016	465
14/04/2016	490
15/04/2016	464
16/04/2016	285
17/04/2016	246
18/04/2016	483
19/04/2016	500
20/04/2016	515
21/04/2016	553
22/04/2016	471
23/04/2016	222
24/04/2016	290
25/04/2016	494
26/04/2016	543
27/04/2016	557
28/04/2016	492
29/04/2016	422
30/04/2016	234
01/05/2016	247
02/05/2016	454
03/05/2016	510
04/05/2016	435
05/05/2016	304
06/05/2016	358
07/05/2016	234
08/05/2016	246
09/05/2016	499
10/05/2016	486
11/05/2016	480
12/05/2016	455
13/05/2016	480
14/05/2016	245
15/05/2016	300
16/05/2016	393
17/05/2016	504
18/05/2016	476
19/05/2016	469
20/05/2016	363
21/05/2016	191
22/05/2016	243
23/05/2016	490
24/05/2016	442
25/05/2016	424
26/05/2016	422
27/05/2016	417
28/05/2016	242
29/05/2016	278
30/05/2016	411
31/05/2016	444
01/06/2016	458
02/06/2016	429
03/06/2016	364
04/06/2016	173
05/06/2016	203
06/06/2016	384
07/06/2016	425
08/06/2016	410
09/06/2016	440
10/06/2016	426
11/06/2016	175
12/06/2016	240
13/06/2016	466
14/06/2016	510
15/06/2016	452
16/06/2016	453
17/06/2016	412
18/06/2016	210
19/06/2016	194
20/06/2016	460
21/06/2016	474
22/06/2016	411
23/06/2016	405
24/06/2016	303
25/06/2016	198
26/06/2016	173
27/06/2016	384
28/06/2016	438
29/06/2016	437
30/06/2016	352
01/07/2016	336
02/07/2016	164
03/07/2016	199
04/07/2016	447
05/07/2016	393
06/07/2016	366
07/07/2016	367
08/07/2016	315
09/07/2016	153
10/07/2016	140
11/07/2016	406
12/07/2016	378
13/07/2016	347
14/07/2016	249
15/07/2016	278
16/07/2016	155
17/07/2016	149
18/07/2016	344
19/07/2016	363
20/07/2016	378
21/07/2016	396
22/07/2016	358
23/07/2016	126
24/07/2016	157
25/07/2016	322
26/07/2016	360
27/07/2016	361
28/07/2016	397
29/07/2016	334
30/07/2016	126
31/07/2016	181
01/08/2016	378
02/08/2016	405
03/08/2016	398
04/08/2016	416
05/08/2016	323
06/08/2016	135
07/08/2016	151
08/08/2016	324
09/08/2016	307
10/08/2016	338
11/08/2016	355
12/08/2016	260
13/08/2016	155
14/08/2016	123
15/08/2016	220
16/08/2016	313
17/08/2016	315
18/08/2016	341
19/08/2016	322
20/08/2016	170
21/08/2016	165
22/08/2016	343
23/08/2016	361
24/08/2016	356
25/08/2016	369
26/08/2016	318
27/08/2016	123
28/08/2016	171
29/08/2016	312
30/08/2016	388
31/08/2016	359
01/09/2016	358
02/09/2016	345
03/09/2016	174
04/09/2016	191
05/09/2016	401
06/09/2016	435
07/09/2016	409
08/09/2016	420
09/09/2016	546
10/09/2016	220
11/09/2016	227
12/09/2016	402
13/09/2016	422
14/09/2016	413
15/09/2016	416
16/09/2016	551
17/09/2016	215
18/09/2016	221
19/09/2016	437
20/09/2016	472
21/09/2016	478
22/09/2016	476
23/09/2016	422
24/09/2016	230
25/09/2016	299
26/09/2016	761
27/09/2016	530
28/09/2016	508
29/09/2016	532
30/09/2016	564
01/10/2016	276
02/10/2016	337
03/10/2016	834
04/10/2016	587
05/10/2016	575
06/10/2016	508
07/10/2016	616
08/10/2016	284
09/10/2016	371
10/10/2016	666
11/10/2016	513
12/10/2016	533
13/10/2016	527
14/10/2016	599
15/10/2016	269
16/10/2016	341
17/10/2016	740
18/10/2016	472
19/10/2016	513
20/10/2016	597
21/10/2016	588
22/10/2016	267
23/10/2016	323
24/10/2016	579
25/10/2016	561
26/10/2016	510
27/10/2016	557
28/10/2016	469
29/10/2016	282
30/10/2016	365
31/10/2016	483
01/11/2016	471
02/11/2016	655
03/11/2016	630
04/11/2016	626
05/11/2016	339
06/11/2016	352
07/11/2016	756
08/11/2016	617
09/11/2016	557
10/11/2016	569
11/11/2016	402
12/11/2016	347
13/11/2016	421
14/11/2016	740
15/11/2016	678
16/11/2016	640
17/11/2016	643
18/11/2016	651
19/11/2016	393
20/11/2016	394
21/11/2016	669
22/11/2016	623
23/11/2016	679
24/11/2016	654
25/11/2016	586
26/11/2016	357
27/11/2016	419
28/11/2016	659
29/11/2016	717
30/11/2016	639
01/12/2016	667
02/12/2016	593
03/12/2016	364
04/12/2016	415
05/12/2016	690
06/12/2016	657
07/12/2016	632
08/12/2016	707
09/12/2016	689
10/12/2016	372
11/12/2016	439
12/12/2016	642
13/12/2016	673
14/12/2016	701
15/12/2016	693
16/12/2016	664
17/12/2016	309
18/12/2016	416
19/12/2016	768
20/12/2016	687
21/12/2016	582
22/12/2016	647
23/12/2016	539
24/12/2016	260
25/12/2016	251
26/12/2016	370
27/12/2016	431
28/12/2016	430
29/12/2016	440
30/12/2016	413
31/12/2016	257
01/01/2017	263
02/01/2017	530
03/01/2017	592
04/01/2017	640
05/01/2017	631
06/01/2017	493
07/01/2017	388
08/01/2017	482
09/01/2017	662
10/01/2017	701
11/01/2017	655
12/01/2017	593
13/01/2017	588
14/01/2017	373
15/01/2017	385
16/01/2017	643
17/01/2017	659
18/01/2017	716
19/01/2017	693
20/01/2017	615
21/01/2017	351
22/01/2017	403
23/01/2017	699
24/01/2017	707
25/01/2017	715
26/01/2017	662
27/01/2017	646
28/01/2017	384
29/01/2017	428
30/01/2017	680
31/01/2017	752
01/02/2017	770
02/02/2017	730
03/02/2017	671
04/02/2017	419
05/02/2017	456
06/02/2017	786
07/02/2017	822
08/02/2017	767
09/02/2017	725
10/02/2017	691
11/02/2017	421
12/02/2017	489
13/02/2017	813
14/02/2017	820
15/02/2017	792
16/02/2017	762
17/02/2017	645
18/02/2017	374
19/02/2017	464
20/02/2017	764
21/02/2017	885
22/02/2017	753
23/02/2017	777
24/02/2017	729
25/02/2017	451
26/02/2017	479
27/02/2017	796
28/02/2017	827
01/03/2017	795
02/03/2017	727
03/03/2017	695
04/03/2017	444
05/03/2017	483
06/03/2017	787
07/03/2017	864
08/03/2017	776
09/03/2017	792
10/03/2017	752
11/03/2017	411
12/03/2017	505
13/03/2017	871
14/03/2017	953
15/03/2017	845
16/03/2017	799
17/03/2017	769
18/03/2017	470
19/03/2017	501
20/03/2017	900
21/03/2017	867
22/03/2017	854
23/03/2017	816
24/03/2017	904
25/03/2017	426
26/03/2017	468
27/03/2017	937
28/03/2017	1000
29/03/2017	951
30/03/2017	938
31/03/2017	816
01/04/2017	381
02/04/2017	444
03/04/2017	892
04/04/2017	851
05/04/2017	875
06/04/2017	871
07/04/2017	758
08/04/2017	385
09/04/2017	403
10/04/2017	873
11/04/2017	856
12/04/2017	884
13/04/2017	806
14/04/2017	687
15/04/2017	396
16/04/2017	383
17/04/2017	558
18/04/2017	884
19/04/2017	781
20/04/2017	864
21/04/2017	796
22/04/2017	491
23/04/2017	509
24/04/2017	894
25/04/2017	950
26/04/2017	958
27/04/2017	878
28/04/2017	804
29/04/2017	471
30/04/2017	477
01/05/2017	644
02/05/2017	929
03/05/2017	989
04/05/2017	917
05/05/2017	896
06/05/2017	431
07/05/2017	461
08/05/2017	719
09/05/2017	977
10/05/2017	885
11/05/2017	1011
12/05/2017	900
13/05/2017	475
14/05/2017	541
15/05/2017	927
16/05/2017	1009
17/05/2017	947
18/05/2017	857
19/05/2017	820
20/05/2017	411
21/05/2017	401
22/05/2017	767
23/05/2017	839
24/05/2017	809
25/05/2017	478
26/05/2017	509
27/05/2017	292
28/05/2017	336
29/05/2017	735
30/05/2017	811
31/05/2017	738
01/06/2017	699
02/06/2017	630
03/06/2017	310
04/06/2017	344
05/06/2017	493
06/06/2017	708
07/06/2017	712
08/06/2017	700
09/06/2017	628
10/06/2017	333
11/06/2017	321
12/06/2017	751
13/06/2017	720
14/06/2017	687
15/06/2017	680
16/06/2017	589
17/06/2017	298
18/06/2017	307
19/06/2017	679
20/06/2017	705
21/06/2017	657
22/06/2017	654
23/06/2017	571
24/06/2017	261
25/06/2017	290
26/06/2017	718
27/06/2017	647
28/06/2017	629
29/06/2017	637
30/06/2017	558
01/07/2017	268
02/07/2017	276
03/07/2017	630
04/07/2017	589
05/07/2017	673
06/07/2017	641
07/07/2017	524
08/07/2017	235
09/07/2017	267
10/07/2017	619
11/07/2017	621
12/07/2017	587
13/07/2017	559
14/07/2017	326
15/07/2017	225
16/07/2017	257
17/07/2017	569
18/07/2017	621
19/07/2017	579
20/07/2017	620
21/07/2017	502
22/07/2017	269
23/07/2017	268
24/07/2017	599
25/07/2017	630
26/07/2017	532
27/07/2017	545
28/07/2017	511
29/07/2017	225
30/07/2017	277
31/07/2017	545
01/08/2017	565
02/08/2017	545
03/08/2017	547
04/08/2017	432
05/08/2017	213
06/08/2017	244
07/08/2017	479
08/08/2017	526
09/08/2017	481
10/08/2017	532
11/08/2017	439
12/08/2017	201
13/08/2017	206
14/08/2017	342
15/08/2017	327
16/08/2017	508
17/08/2017	505
18/08/2017	471
19/08/2017	230
20/08/2017	265
21/08/2017	492
22/08/2017	537
23/08/2017	562
24/08/2017	534
25/08/2017	549
26/08/2017	277
27/08/2017	276
28/08/2017	566
29/08/2017	582
30/08/2017	543
31/08/2017	509
01/09/2017	461
02/09/2017	280
03/09/2017	279
04/09/2017	609
05/09/2017	741
06/09/2017	633
07/09/2017	661
08/09/2017	568
09/09/2017	329
10/09/2017	378
11/09/2017	678
12/09/2017	896
13/09/2017	737
14/09/2017	675
15/09/2017	646
16/09/2017	394
17/09/2017	416
18/09/2017	772
19/09/2017	1094
20/09/2017	780
21/09/2017	728
22/09/2017	671
23/09/2017	398
24/09/2017	531
25/09/2017	785
26/09/2017	1236
27/09/2017	801
28/09/2017	847
29/09/2017	736
30/09/2017	456
01/10/2017	506
02/10/2017	846
03/10/2017	1184
04/10/2017	878
05/10/2017	843
06/10/2017	821
07/10/2017	437
08/10/2017	530
09/10/2017	1017
10/10/2017	1210
11/10/2017	890
12/10/2017	958
13/10/2017	815
14/10/2017	517
15/10/2017	561
16/10/2017	962
17/10/2017	1235
18/10/2017	993
19/10/2017	929
20/10/2017	858
21/10/2017	557
22/10/2017	592
23/10/2017	1059
24/10/2017	1155
25/10/2017	958
26/10/2017	916
27/10/2017	927
28/10/2017	507
29/10/2017	628
30/10/2017	914
31/10/2017	863
01/11/2017	717
02/11/2017	884
03/11/2017	765
